unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/!!!!!!!2xunitsize_compat_@ror_series_compilation
deco_backstabbers		1	melee_infantry	1	false	deco_backstabbers	240	0	725	wh_main_shp_transport	1	1	120	800	200	light		0	true	wh3_dlc23_vo_culture_Hobgoblins	infantry_dual_sword_goblin	2	false	grn_goblin_45_degrees		false		600.0000	200.0000	false	vo_culture_None	true	wh3_dlc23_vo_actor_Hobgoblin_Unit	0	true	false	1	false	false		0.0000	true	1	true
deco_bahal_guardians		1	melee_cavalry	1	false	deco_bahal_guardians	32	0	1700	wh_main_shp_transport	1	1	80	1700	425	heavy		0	true	wh3_dlc23_vo_culture_Chaos_Dwarfs	chd_bull_centaurs_great_weapons	4	false	bst_centigor_40_degrees		false		1700.0000	0.0000	true	vo_culture_None	true	wh3_dlc23_vo_actor_Chaos_Dwarf_Bull_Centaur_Units	0	true	true	1	false	false		0.0000	true	1	true
deco_bhagar		1	monster	1	false	deco_bhagar	1	1	1750	wh_main_shp_transport	1	1	1	0	0	super_heavy		0	false	wh2_pro06_vo_culture_Bone_Giant	wh2_dlc10_tmb_bone_giant	4	true	tmb_ushabti		true		1750.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	1	false	false		0.0000	true	1	true
deco_bonebreakers		1	melee_infantry	1	false	deco_bonebreakers	160	1	1400	wh_main_shp_transport	1	1	80	1400	350	heavy		0	false	wh_main_vo_culture_Orc	infantry_axe_great	3	false	grn_orc_0_degrees		false		1400.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Orc_Infantry	0	true	false	1	false	false		0.0000	true	1	true
deco_bouncers		1	melee_cavalry	1	false	deco_bouncers	120	1	900	wh_main_shp_transport	1	1	60	900	225	medium		0	false	wh_main_vo_culture_Goblin	wh_dlc06_grn_squig_sword	2	false	grn_squig_hopper		false		900.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Goblin_Infantry	0	true	false	1	false	false		0.0000	true	1	true
deco_burning_dark		1	melee_cavalry	1	false	deco_burning_dark	96	1	1200	wh_main_shp_transport	1	1	48	1200	300	heavy		0	true	wh2_main_vo_culture_Dark_Elves	wh2_main_cold_one	3	false	liz_cold_one_riders		false		1200.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Mounted	0	true	false	1	false	false		0.0000	true	1	true
deco_crimson_defiants		1	melee_infantry	1	false	deco_crimson_defiants	240	0	600	wh_main_shp_transport	1	1	120	600	150	medium		0	true	wh_main_vo_culture_Empire	infantry_sword	1	false	emp_soldier_15_degrees		false		600.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	1	false	false		0.0000	true	1	true
deco_doombringer		1	monster	1	false	deco_doombringer	1	0	1800	wh_main_shp_transport	1	1	1	1800	450	very_heavy		0	true	wh_main_vo_culture_Giant	giant	4	true	grn_giant		true		1800.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	1	false	false		0.0000	true	1	true
deco_drillaz		1	melee_infantry	1	false	deco_drillaz	160	1	1150	wh_main_shp_transport	1	1	80	1150	287	heavy		0	false	wh_main_vo_culture_Orc	infantry_sword	3	false	grn_orc_0_degrees		false		1150.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Orc_Infantry	0	true	false	1	false	false		0.0000	true	1	true
deco_emerald		1	monstrous_infantry	1	false	deco_emerald	32	1	1250	wh_main_shp_transport	1	1	16	0	0	heavy		0	false	wh2_dlc09_vo_culture_Ushabti	wh2_dlc09_tmb_ushabti	3	false	tmb_ushabti		false	composite_scene\porthole\tmb_casket_of_souls_porthole_01.csc	1250.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_default	0	false	false	1	false	false		0.0000	true	1	true
