unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/!!!!!!!2xunitsize_compat_ovn_albion
alb_cav_noble		-1	melee_cavalry	2	false	alb_cav_noble	120	0	800	wh_main_shp_transport	1	1	60	800	200	heavy		0	false	ovn_vo_culture_Albion	cavalry	2	false	emp_reiksguard		false		1450.0000	0.0000	false	vo_culture_None	false	ovn_vo_actor_Albion_Generic_Unit	0	true	false	6	false	false		0.0000	true	1	false
alb_cav_noble_first_ror		1	melee_cavalry	1	false	alb_cav_noble_first_ror	120	0	1200	wh_main_shp_transport	1	1	60	1200	300	heavy		0	false	ovn_vo_culture_Albion	cavalry	3	false	emp_reiksguard		false		1200.0000	0.0000	false	vo_culture_None	true	ovn_vo_actor_Albion_Generic_Unit	0	true	false	1	false	false		0.0000	true	1	true
alb_cav_noble_spear		-1	melee_cavalry	2	false	alb_cav_noble_spear	120	0	900	wh_main_shp_transport	1	1	60	900	225	heavy		0	false	ovn_vo_culture_Albion	shock_cavalry	2	false	emp_reiksguard		false		1600.0000	0.0000	false	vo_culture_None	false	ovn_vo_actor_Albion_Generic_Unit	0	true	false	6	false	false		0.0000	true	1	false
alb_viridian_champ		-1	melee_infantry	2	false	alb_viridian_champ	120	0	1400	wh_main_shp_transport	1	1	60	1400	350	heavy		0	false	wh_dlc05_vo_culture_Dryad	infantry_axe_great	4	false	chaos_warrior_45_degrees		false		1500.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_group_sound	0	true	false	6	false	false		0.0000	true	1	false
albion_bologs_giant_ror		1	monster	1	false	albion_bologs_giant_ror	1	0	2200	wh_main_shp_transport	1	1	1	2200	550	super_heavy		0	false	wh_main_vo_culture_Giant	giant	5	true	grn_giant		true		2500.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	1	false	false		0.0000	true	1	true
albion_cachtorr_stonethrower		1	missile_infantry	1	false	albion_cachtorr_stonethrower	1	0	2350	wh_main_shp_transport	1	1	1	2350	588	very_heavy		0	false	wh_main_vo_culture_Giant	wh_dlc03_bst_cygor	5	true	bst_cygor		true		1000.0000	1300.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	1	false	false		0.0000	true	1	true
albion_centaur_hunter_ror		1	missile_cavalry	1	false	albion_centaur_hunter_ror	120	0	1325	wh_main_shp_transport	1	1	60	1325	331	heavy		0	false	ovn_vo_culture_Albion	wh_dlc03_bst_centigor_missile	3	false	bst_centigor_40_degrees		false		1400.0000	0.0000	false	vo_culture_None	true	ovn_vo_actor_Albion_Centaur	0	true	false	1	false	false		0.0000	true	1	true
albion_centaurs		-1	melee_cavalry	2	false	albion_centaurs	120	0	975	wh_main_shp_transport	1	1	60	975	244	heavy		0	false	ovn_vo_culture_Albion	ovn_centaur_great_weapons	3	false	bst_centigor_40_degrees		false		1050.0000	0.0000	false	vo_culture_None	false	ovn_vo_actor_Albion_Centaur	0	true	false	6	false	false		0.0000	true	1	false
albion_chariot		-1	chariot	1	false	albion_chariot	16	0	850	wh_main_shp_transport	1	1	12	850	213	very_heavy		0	false	ovn_vo_culture_Albion	chariot	2	true	default		false	composite_scene\porthole\chaos_chariot_porthole_01.csc	800.0000	0.0000	false	vo_culture_None	false	ovn_vo_actor_Albion_Generic_Unit	0	true	false	6	false	false		0.0000	true	1	false
