unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/!!!!!!!2xunitsize_compat_!!!d3rpyVersaEng
derpy_malakai_drakegun		-1	lord	1	false	derpy_malakai_drakegun	1	0	1050	wh_main_shp_transport	1	1	1	1200	300	heavy		0	false	wh_main_vo_culture_Dwarf	lord_dwf_master_engineer	0	true	dwf_warrior_30_degrees		true		300.0000	750.0000	true	vo_culture_None	true	wh3_dlc25_vo_actor_Dwarf_Malakai_Makaisson	0	true	false	0	false	false		0.0000	false	1	false
derpy_malakai_drill		-1	lord	1	false	derpy_malakai_drill	1	0	1050	wh_main_shp_transport	1	1	1	1200	300	heavy		0	false	wh_main_vo_culture_Dwarf	lord_dwf_master_engineer	0	true	dwf_warrior_30_degrees		true		300.0000	750.0000	true	vo_culture_None	true	wh3_dlc25_vo_actor_Dwarf_Malakai_Makaisson	0	true	false	0	false	false		0.0000	false	1	false
derpy_malakai_heavycrank		-1	lord	1	false	derpy_malakai_heavycrank	1	0	1050	wh_main_shp_transport	1	1	1	1200	300	heavy		0	false	wh_main_vo_culture_Dwarf	lord_dwf_master_engineer	0	true	dwf_warrior_30_degrees		true		300.0000	750.0000	true	vo_culture_None	true	wh3_dlc25_vo_actor_Dwarf_Malakai_Makaisson	0	true	false	0	false	false		0.0000	false	1	false
derpy_malakai_keg		-1	lord	1	false	derpy_malakai_keg	1	0	1050	wh_main_shp_transport	1	1	1	1200	300	heavy		0	false	wh_main_vo_culture_Dwarf	lord_dwf_master_engineer	0	true	dwf_warrior_30_degrees		true		300.0000	750.0000	true	vo_culture_None	true	wh3_dlc25_vo_actor_Dwarf_Malakai_Makaisson	0	true	false	0	false	false		0.0000	false	1	false
derpy_malakai_lightcrank		-1	lord	1	false	derpy_malakai_lightcrank	1	0	1050	wh_main_shp_transport	1	1	1	1200	300	heavy		0	false	wh_main_vo_culture_Dwarf	lord_dwf_master_engineer	0	true	dwf_warrior_30_degrees		true		300.0000	750.0000	true	vo_culture_None	true	wh3_dlc25_vo_actor_Dwarf_Malakai_Makaisson	0	true	false	0	false	false		0.0000	false	1	false
derpy_malakai_rocket		-1	lord	1	false	derpy_malakai_rocket	1	0	1050	wh_main_shp_transport	1	1	1	1200	300	heavy		0	false	wh_main_vo_culture_Dwarf	lord_dwf_master_engineer	0	true	dwf_warrior_30_degrees		true		300.0000	750.0000	true	vo_culture_None	true	wh3_dlc25_vo_actor_Dwarf_Malakai_Makaisson	0	true	false	0	false	false		0.0000	false	1	false
derpy_malakai_sniper		-1	lord	1	false	derpy_malakai_sniper	1	0	1050	wh_main_shp_transport	1	1	1	1200	300	heavy		0	false	wh_main_vo_culture_Dwarf	lord_dwf_master_engineer	0	true	dwf_warrior_30_degrees		true		300.0000	750.0000	true	vo_culture_None	true	wh3_dlc25_vo_actor_Dwarf_Malakai_Makaisson	0	true	false	0	false	false		0.0000	false	1	false
derpy_malakai_trollhammer		-1	lord	1	false	derpy_malakai_trollhammer	1	0	1050	wh_main_shp_transport	1	1	1	1200	300	heavy		0	false	wh_main_vo_culture_Dwarf	lord_dwf_master_engineer	0	true	dwf_warrior_30_degrees		true		300.0000	750.0000	true	vo_culture_None	true	wh3_dlc25_vo_actor_Dwarf_Malakai_Makaisson	0	true	false	0	false	false		0.0000	false	1	false
derpy_master_engineer_CrankGun		-1	hero	1	false	derpy_master_engineer_CrankGun	1	0	600	wh_main_shp_transport	1	1	0	1000	250	heavy		0	true	wh_main_vo_culture_Dwarf	dwf_master_engineer	0	true	dwf_warrior_30_degrees		true		500.0000	1000.0000	false	vo_culture_None	true	wh_main_vo_actor_Dwarf_MasterEngineer	0	true	false	2	false	false		0.0000	true	1	false
