unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/!!!!!!!2xunitsize_compat_jade_vamp_pol
cth_cannibal		-1	monstrous_infantry	1	false	cth_cannibal	12	0	950	wh_main_shp_transport	1	1	16	800	225	very_heavy		0	true	wh2_dlc11_vo_culture_Mourngul	cth_ghost	2	true	cst_mournguls		false		600.0000	200.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	false	1	false
cth_jiangshi_p		-1	melee_infantry	2	false	cth_jiangshi_p	48	0	1100	wh_main_shp_transport	1	1	24	1100	280	heavy		0	true	wh_main_vo_culture_Wraith	cth_jiangshi	3	false	vamp_zombie		false		1400.0000	200.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	true	false	6	false	false		0.0000	false	1	false
cth_jiangshi_p_ror		1	melee_infantry	1	false	cth_jiangshi_p_ror	48	0	1500	wh_main_shp_transport	1	1	24	1800	410	heavy		0	true	wh_main_vo_culture_Wraith	cth_jiangshi	4	false	vamp_zombie		false		1300.0000	200.0000	false	vo_culture_None	true	wh_main_vo_actor_default	0	true	false	6	false	false		0.0000	false	1	true
cth_jiangshi_summoned		-1	melee_infantry	2	false	cth_jiangshi_summoned	48	0	1100	wh_main_shp_transport	1	1	24	1100	280	heavy		0	true	wh_main_vo_culture_Wraith	cth_jiangshi	3	false	vamp_zombie		false		900.0000	200.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	true	false	6	false	false		0.0000	false	1	false
cth_revenant		-1	missile_infantry	1	false	cth_revenant	200	0	400	wh_main_shp_transport	1	1	100	300	60	heavy		0	true	wh_main_vo_culture_Zombie	infantry_pickaxe	1	false	cst_zombie_deckhands		false		150.0000	200.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	true	false	6	false	false		0.0000	false	2	false
cth_revenant_ror		1	missile_infantry	1	false	cth_revenant_ror	200	1	700	wh_main_shp_transport	1	1	100	800	180	heavy		0	true	wh_main_vo_culture_Zombie	infantry_pickaxe	2	false	cst_zombie_deckhands		false		400.0000	600.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	true	wh_main_vo_actor_default	0	true	false	6	false	false		0.0000	false	1	true
cth_skeleton		-1	melee_infantry	1	false	cth_skeleton	240	0	475	wh_main_shp_transport	1	1	120	475	90	heavy		0	true	wh_main_vo_culture_Skeleton	wh2_main_infantry_dual_swords	1	false	cst_zombie_deckhands		false		300.0000	200.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	true	false	6	false	false		0.0000	false	1	false
jbv_blood_lions		-1	melee_infantry	2	false	jbv_blood_lions	160	0	1400	wh_main_shp_transport	1	1	80	1400	340	heavy		0	true	wh2_dlc11_vo_culture_Vampire_Coast	cth_jiangshi_2	3	false	def_black_guard		false		1200.0000	200.0000	false	vo_culture_None	false	wh2_dlc11_vo_actor_VampireCoast_Depth_Guard	0	true	false	6	false	false		0.0000	false	1	false
jbv_carriage		-1	chariot	2	false	jbv_carriage	1	0	1700	wh_main_shp_transport	1	1	1	1700	425	very_heavy		0	true	wh2_dlc11_vo_culture_Bloated_Corpse	magic_chariot	4	false	emp_steam_tank		true	composite_scene/porthole/jbv_carriage_porthole_01.csc	600.0000	900.0000	true	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	3	false	false		0.0000	false	1	false
jbv_channeler_01		-1	hero	1	false	jbv_channeler_01	1	0	300	wh_main_shp_transport	1	1	1	1000	250	medium		0	false	wh3_main_vo_culture_Cathay	wizard_vampires	0	true	cth_general_foot		true		300.0000	500.0000	false	vo_culture_None	true	wh3_main_vo_actor_Cathay_Alchemist	0	true	false	2	false	false		1000.0000	true	1	false
jbv_courtesan		-1	hero	1	false	jbv_courtesan	1	0	1000	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh_main_vo_culture_Vampire	jbv_courtesan	0	true	tmb_general		true		1200.0000	500.0000	false	vo_culture_None	true	wh_vampire_female_jbv	0	true	false	2	false	false		0.0000	true	1	false
jbv_darkwater_ghost		-1	melee_infantry	1	false	jbv_darkwater_ghost	400	0	800	wh_main_shp_transport	1	1	100	600	120	heavy		0	true	wh2_dlc11_vo_culture_Mourngul	cth_ghost	2	false	vamp_zombie		false		700.0000	200.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	true	false	6	false	false		0.0000	false	1	false
jbv_darkwater_ghost_summoned		-1	melee_infantry	1	false	jbv_darkwater_ghost_summoned	400	0	800	wh_main_shp_transport	1	1	100	600	120	heavy		0	true	wh2_dlc11_vo_culture_Mourngul	cth_ghost	2	false	vamp_zombie		false		700.0000	200.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	true	false	6	false	false		0.0000	false	1	false
jbv_devil		-1	monster	2	false	jbv_devil	1	0	1300	wh_main_shp_transport	1	1	1	1300	410	very_heavy		0	true	wh3_main_vo_culture_Beast_Of_Nurgle	jbv_monster	3	true	grn_orc_30_degrees		false		1000.0000	500.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	3	false	false		0.0000	false	1	false
jbv_diaosigui		-1	monster	1	false	jbv_diaosigui	1	0	900	wh_main_shp_transport	1	1	1	900	260	heavy		0	true	wh_main_vo_culture_Terrorgheist	cth_ghost_flying	2	false	bst_jabberslythe		false		700.0000	1000.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	true	6	false	false		0.0000	false	1	false
jbv_faithfuls		-1	melee_infantry	1	false	jbv_faithfuls	160	0	500	wh_main_shp_transport	1	1	80	500	140	light		0	true	wh3_main_vo_culture_Nurgle	jbv_faithfuls	1	false	cst_zombie_deckhands		false		200.0000	250.0000	false	vo_culture_None	false	wh3_main_vo_actor_Nurgle_Cultist_Of_Nurgle	0	true	false	6	false	false		0.0000	false	1	false
jbv_faithfuls_ancient		-1	melee_infantry	1	false	jbv_faithfuls_ancient	240	0	600	wh_main_shp_transport	1	1	120	500	140	light		0	true	wh2_dlc09_vo_culture_Tomb_Kings	jbv_faithfuls	1	false	cst_zombie_deckhands		false		300.0000	300.0000	false	vo_culture_None	false	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	true	false	6	false	false		0.0000	false	1	false
jbv_faithfuls_ancient_summoned		-1	melee_infantry	1	false	jbv_faithfuls_ancient_summoned	240	0	600	wh_main_shp_transport	1	1	120	500	140	light		0	true	wh2_dlc09_vo_culture_Tomb_Kings	jbv_faithfuls	1	false	cst_zombie_deckhands		false		300.0000	300.0000	false	vo_culture_None	false	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	true	false	6	false	false		0.0000	false	1	false
jbv_faithfuls_dagger		-1	melee_infantry	1	false	jbv_faithfuls_dagger	160	0	300	wh_main_shp_transport	1	1	80	300	100	light		0	true	wh3_main_vo_culture_Nurgle	jbv_faithfuls	1	false	cst_zombie_deckhands		false		150.0000	200.0000	false	vo_culture_None	false	wh3_main_vo_actor_Nurgle_Cultist_Of_Nurgle	0	true	false	6	false	false		0.0000	false	1	false
