key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	strafe_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_resistance	projectile_penetration_speed_change	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	combat_camera_shake	has_blood	can_dismember	dismember_arms_alive_hp_ratio	dismember_head_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	anim_lod_distance_multiplier	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
#battle_entities_tables;39;db/battle_entities_tables/!!!!!YL_binzhong
YL_cgs_blood	man	1.5000	3.0000	3.0000	4.0000	3.8000	1.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	125.0000	1.8000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	1	0.9500			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	10	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
YL_chlw_blood	man	1.5000	3.3000	3.5000	5.0000	4.0000	1.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	125.0000	1.8000	60.0000	180.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	1	0.9000			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	10	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
YL_hytj_ma_blood	horse	2.0000	7.8000	6.0000	7.0000	11.0000	3.0000	40.0000	35.0000	35.0000	1.4000	ellipse	0.5000	1200.0000	2.0000	360.0000	180.0000	8	true	true	1.0000	0.0000	0.0000	medium	rotation_x	wh_horse_normal	0.0000	cavalry_effects	20	0	0.0000	false	1.0000	2	0.8500			0.5000	1.6000	0	false		wh_main_unit_combat	true	false	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
YL_lycs_blood	man	1.8000	3.3000	3.0000	5.0000	5.0000	1.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	200.0000	1.8000	60.0000	180.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_human_male	0.0000	infantry_effects	20	10	0.0000	true	1.0000	1	0.9500			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
YL_lysw_ren_blood	man	1.5000	3.3000	2.0000	4.0000	4.5000	1.0000	35.0000	30.0000	30.0000	0.6000	circle	1.0000	100.0000	1.8000	360.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	medium	ignore	wh_human_male	0.0000	infantry_light_effects	30	30	-0.5000	false	1.0000	2	0.9000			0.5000	1.6000	0	false		wh_main_unit_combat	true	false	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
YL_lysw_shi_blood	giant	1.6000	7.5000	6.0000	7.0000	13.0000	3.0000	40.0000	35.0000	35.0000	1.6000	capsule	0.5000	1800.0000	2.0000	360.0000	120.0000	8	true	true	1.0000	0.0000	0.0000	medium	rotation_x	wh3_dlc24_cth_mon_jet_lion	0.0000	war_beast_effects	30	30	-0.5000	false	1.0000	3	0.8500			0.5000	1.6000	2	false		wh_main_unit_combat	true	false	-1.0000	-1.0000	30	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
YL_pjcw_blood	man	2.2000	3.3000	4.0000	6.0000	5.0000	1.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	200.0000	2.0000	60.0000	180.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_human_male	0.0000	infantry_effects	50	30	0.0000	true	1.0000	1	0.9500			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
YL_qishou_blood	man	1.5000	3.3000	2.0000	4.0000	4.5000	1.0000	35.0000	30.0000	30.0000	0.6000	circle	1.0000	100.0000	1.8000	360.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	medium	ignore	wh_human_male	0.0000	infantry_light_effects	20	0	0.0000	false	1.0000	2	0.9000			0.5000	1.6000	0	false		wh_main_unit_combat	true	false	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
YL_sxdw_blood	man	1.8000	3.8000	4.0000	6.0000	5.0000	1.0000	30.0000	30.0000	25.0000	0.6000	circle	1.0000	250.0000	1.8000	70.0000	240.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_human_male	0.0000	infantry_light_effects	20	20	0.0000	true	1.0000	1	0.9500			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
YL_xtw_blood	giant	1.8500	5.4000	2.8000	4.0000	8.5000	1.0000	50.0000	40.0000	35.0000	1.2000	circle	1.0000	1800.0000	3.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	large	ignore	wh3_ogr_maneater	5.0000	monstrous_infantry_effects	30	30	0.0000	false	1.0000	3	0.7500			0.5000	1.6000	0	false		wh_main_unit_combat	true	false	-1.0000	-1.0000	40	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
YL_yhcf_blood	giant	3.0000	6.8000	3.5000	4.0000	13.0000	1.0000	50.0000	40.0000	30.0000	6.0000	capsule	0.6500	9500.0000	9.2000	60.0000	100.0000	8	true	true	0.0000	0.0000	0.0000	very_large	rotation_x	wh3_dlc23_chd_kdaai_destroyer	7.0000	giant_effects	80	80	-1.7500	false	1.0000	5	0.7500			0.5000	1.4500	2	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	10	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
YL_zsyw_blood	giant	2.4000	4.6000	2.0000	3.0000	5.4000	1.0000	35.0000	30.0000	30.0000	1.8000	circle	1.0000	2500.0000	4.8000	60.0000	100.0000	8	true	true	0.0000	0.0000	0.0000	large	ignore	wh2_tmb_hierotitan	5.0000	cth_sentinel_effects	50	50	0.0000	false	1.0000	4	0.7500			0.5000	1.6000	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	20	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
YL_zyxj_ma_blood	horse	2.0000	8.8000	6.0000	7.0000	11.0000	3.0000	35.0000	30.0000	30.0000	1.4000	ellipse	0.4000	1000.0000	2.0000	360.0000	180.0000	8	true	true	1.0000	0.0000	0.0000	medium	rotation_x	wh_horse_normal	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	2	0.8500			0.5000	1.6000	0	false		wh_main_unit_combat	true	false	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
YL_zyxj_ren_blood	man	1.5000	3.3000	2.0000	4.0000	4.0000	1.0000	35.0000	30.0000	30.0000	0.6000	circle	1.0000	100.0000	1.8000	360.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	medium	ignore	wh_human_male	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	1	0.9000			0.5000	1.6000	0	false		wh_main_unit_combat	true	false	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
