key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
#battle_entities_tables;39;db/battle_entities_tables/!!!!!!cou_blood_knight_heretics_live_build
cou_kho_mon_terrorgheist	giant	6.0000	11.5000	11.0000	13.0000	16.0000	45.0000	45.0000	45.0000	5.0000	capsule	0.3000	5400.0000	5.0000	60.0000	100.0000	8	true	true	1.0000	14.0000	20.0000	very_large	3.0000	rotation	wh_dragon_small_wyvern	6.0000	war_beast_effects	70	70	0.0000	false	1.1000	0.8000	4	wh_main_generic_character_aura		0.0000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cou_kho_vamp_steed	horse	2.0000	7.8000	7.0000	7.0000	10.8000	35.0000	30.0000	25.0000	1.7000	ellipse	0.4000	1000.0000	2.5000	360.0000	90.0000	8	true	true	1.0000	0.0000	0.0000	medium	3.0000	rotation_x	wh_horse_normal	0.0000	cavalry_effects	0	0	-0.1000	false	1.0000	0.8500	2			0.5000	1.6000	2	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cou_kho_vamps	man	1.5000	3.3000	2.0000	4.0000	4.0000	35.0000	30.0000	30.0000	0.7500	circle	1.0000	1000.0000	1.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	cou_heretic_pls_work	2.0000	infantry_light_effects	70	40	0.0000	true	1.0000	0.9000	1	wh_main_generic_character_aura		0.5000	1.6000	12	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cou_nur_mon_toad_dragon	giant	3.0000	6.0000	3.0000	5.0000	12.0000	40.0000	35.0000	35.0000	7.0000	capsule	0.5000	9000.0000	7.2000	60.0000	90.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	rotation_x	wh3_dlc25_nur_toad_dragon	7.0000	giant_effects	60	60	0.0000	false	1.0000	0.7500	5			0.5000	1.4500	2	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	5	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cou_nur_vamp_fish	giant	3.0000	8.0000	8.0000	10.0000	11.0000	40.0000	35.0000	35.0000	1.5000	capsule	0.5000	1000.0000	2.3000	60.0000	180.0000	8	true	true	1.0000	8.5000	11.0000	medium	1.0000	ignore	wh3_tze_screamer	0.0000	hovering_effects	0	0	0.0000	false	1.0000	0.9000	2			0.0000	1.4500	2	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cou_nur_vamp_fish_rider	man	1.5000	3.3000	2.0000	4.0000	4.0000	4.5000	30.0000	30.0000	0.6000	circle	1.0000	1000.0000	1.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	cou_heretic_pls_work	2.0000	infantry_light_effects	70	40	0.0000	false	1.0000	0.9000	1	wh_main_generic_character_aura		0.5000	1.6000	3	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cou_nur_vamp_inf	man	1.5000	3.3000	2.0000	4.0000	4.0000	35.0000	30.0000	30.0000	0.7500	circle	1.0000	1000.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	cou_heretic_pls_work	2.0000	infantry_light_effects	70	40	0.0000	true	1.0000	0.9000	1	wh_main_generic_character_aura		0.5000	1.6000	3	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cou_sla_dame_serpent	horse	2.8000	6.6000	8.0000	9.0000	10.0000	40.0000	35.0000	30.0000	1.3500	circle	1.0000	1300.0000	3.7000	360.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	large	3.0000	rotation_x	cou_sla_dame_serpent	3.0000	monstrous_infantry_effects	20	20	0.0000	false	0.7500	0.8500	3			0.5000	1.6000	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	15	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cou_sla_vamp_inf	man	2.1000	4.0000	3.0000	4.0000	8.4000	40.0000	35.0000	35.0000	1.0000	circle	1.0000	2000.0000	3.7000	60.0000	180.0000	8	true	true	0.0000	10.0000	13.0000	small	3.0000	ignore	cou_heretic_pls_work	3.0000	infantry_light_effects	70	70	0.0000	false	1.0000	0.7500	1			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000	large	false	false
cou_sla_vamp_seraph	man	2.1000	6.2000	3.0000	4.0000	8.4000	40.0000	35.0000	35.0000	1.0000	circle	1.0000	2000.0000	3.7000	60.0000	180.0000	8	true	true	0.0000	10.0000	13.0000	small	3.0000	ignore	cou_heretic_pls_work	3.0000	infantry_light_effects	70	70	0.0000	false	1.0000	0.7500	1			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000	large	false	false
cou_tze_vamp_cav	man	1.5000	3.4000	2.0000	4.0000	4.1000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	800.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	cou_heretic_pls_work	2.0000	infantry_light_effects	70	40	0.0000	true	1.0000	0.9000	1	wh_main_generic_character_aura		0.5000	1.6000	1	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cou_tze_vamp_inf	man	2.0000	3.6000	2.0000	4.0000	4.4000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	800.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	cou_heretic_pls_work	3.0000	ethereal_effects	60	30	0.0000	true	1.0000	0.7500	1			0.5000	1.6000	116	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cou_tze_vamp_manticore	giant	2.2000	7.0000	8.0000	10.0000	10.0000	35.0000	35.0000	35.0000	2.3000	capsule	0.3500	2300.0000	3.0000	120.0000	120.0000	8	true	true	0.0000	8.5000	13.0000	large	1.0000	rotation_x	wh_dlc_manticore	4.0000	war_beast_effects	40	40	0.0000	false	1.2000	0.8000	4			0.0000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	70	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cou_tze_vamp_steed	horse	2.0000	8.4000	6.0000	7.0000	10.8000	35.0000	30.0000	30.0000	1.4000	ellipse	0.5000	1000.0000	2.0000	360.0000	90.0000	8	true	true	1.0000	0.0000	0.0000	medium	3.0000	rotation_x	wh_horse_segmented	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.8500	3			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
