key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies
#battle_entities_tables;38;db/battle_entities_tables/!!!The_Gunpowder_Road2.
cth_huolongchushui_fashezhendi	chariot	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.5000	circle	1.0000	100000.0000	2.0000	360.0000	0.0000	8	false	false	200.0000	0.0000	0.0000	very_large	0.0000	rotation	wh2_chariot_articulation_wood	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	20			0.0000	0.0000	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000		false
cth_juma_zhendi	chariot	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	capsule	0.2500	10000.0000	2.5000	60.0000	0.0000	8	false	false	2.0000	0.0000	0.0000	small	0.0000	rotation	wh_chariot_metal	0.0000	artillery_effects	0	0	-0.8000	false	1.0000	0.9000	1		emp_great_cannon	0.9000	1.1000	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	true	1.0000	1.0000	1.0000	1.0000		false
cth_paobing	artillery	1.9000	3.0000	2.0000	3.0000	2.0000	30.0000	20.0000	20.0000	2.1000	capsule	0.5000	2000.0000	1.8000	50.0000	45.0000	425	false	false	0.0000	0.0000	0.0000	large	1.2000	rotation	wh_war_machine_wood_small	0.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	5		dwf_cannon	0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	true	1.0000	1.0000	1.0000	1.0000		false
cth_paobing1	artillery	1.9000	3.0000	2.0000	3.0000	2.0000	30.0000	20.0000	20.0000	1.5000	capsule	0.7000	2000.0000	1.7000	50.0000	45.0000	425	true	true	0.0000	0.0000	0.0000	large	1.2000	rotation	wh_war_machine_wood_small	0.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	5		emp_mortar	0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	true	1.0000	1.0000	1.0000	1.0000		false
cth_pianxiangche	chariot	1.9000	3.0000	4.0000	6.0000	10.0000	40.0000	35.0000	35.0000	3.0000	capsule	0.4000	1200.0000	2.0000	360.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	very_large	1.0000	rotation	wh2_chariot_articulation_wood	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	20			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000		false
cth_pianxiangche_zhendi	chariot	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	capsule	0.2000	50000.0000	2.0000	360.0000	0.0000	8	false	false	200.0000	0.0000	0.0000	very_large	0.0000	rotation	wh2_chariot_articulation_wood	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	20			0.0000	0.0000	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000		false
cth_qijiajun_niaochong_blood_dismembers	man	1.5000	3.0000	3.0000	4.0000	3.2000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	90.0000	1.8000	120.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_cth_human_male	10.0000	infantry_light_effects	0	0	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	10	small_entity	false	1.0000	1.0000	1.0000	1.0000		false
huolongchushui00_articulation	chariot	1.9000	3.0000	3.0000	4.0000	4.0000	30.0000	25.0000	25.0000	2.7500	capsule	1.0000	3000.0000	4.8000	360.0000	60.0000	8	true	true	1.0000	0.0000	0.0000	large	1.0000	rotation	wh2_chariot_articulation_wood	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.8000	20			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000		false
wh3_main_cth_art_grand_cannon_articulation	chariot	1.5000	2.5000	3.0000	4.0000	4.0000	35.0000	30.0000	30.0000	2.5000	capsule	0.5500	2000.0000	1.3000	60.0000	60.0000	8	true	true	2.0000	0.0000	0.0000	large	1.0000	rotation	wh_chariot_metal	0.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	20		emp_great_cannon	0.9000	1.1000	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	true	1.0000	1.0000	1.0000	1.0000		false
