key	category	class	short_description_text	historical_description_text	campaign_action_points	man_entity	man_animation	num_mounts	mount	spacing	rank_depth	morale	bonus_hit_points	training_level	armour	shield	primary_missile_weapon	accuracy	primary_ammo	primary_melee_weapon	melee_attack	charge_bonus	melee_defence	num_engines	engine	articulated_record	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	can_brace	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
#land_units_tables;54;db/land_units_tables/!!!!!!!2xunitsize_compat_thm_gnomes
hilldwf_badger_hounds	inf_melee	inf_mel	wh2_dlc16_unit_short_text_wef_mon_wolves	wh2_dlc16_unit_long_text_wef_mon_wolves	2100	wh_main_monster_wolf_hound_blood	wf1_giant_wolf	0		wh_main_cavalry_very_chaotic	6	45	135	trained	wh2_main_leather_15	none		10	0	wh2_dlc16_wef_wolf_fangs	26	38	21	0			true	40.0000	1500.0000	wh2_dlc16_wef_mon_wolves_0	60	80	0	vo_sel_marauders	vo_sel_generic	vo_sel_generic_short	1.0000	elves_wef	0	0	0	0	15	0	melee_flanker	false	false	false	high	high	domination_cav		false			1.0000	1.0000	false	false
hilldwf_boar_hero_hammer	inf_melee	spcl	wh_dlc03_unit_short_text_bst_razorgor_herd	wh_dlc03_unit_long_text_bst_razorgor_herd	2100	wh_dlc03_bst_mon_razorgor	bo1_razorgor	0		wh_dlc03_bst_razorgor	6	55	185	trained	wh2_main_leather_45	none		10	0	wh_dlc03_bst_razorgor_tusk	24	46	18	0			true	40.0000	1500.0000	wh_dlc03_bst_inf_razorgor_herd_0	60	80	0	vo_sel_beastmen_razorgor	vo_sel_default	vo_sel_culture	1.0000	large	0	0	0	0	0	0	melee_flanker_shock	false	false	false	low	low	domination_infantry		true			1.0000	1.0000	false	false
hilldwf_gnome_badger_riders	cavalry	cav_mel	hilldwf_gnome_badger_riders	hilldwf_gnome_badger_riders	2100	wh_main_grn_inf_goblin_cav_blood	hu5_goblin_wf1_wolf_spear_and_shield	160	hilldwf_gnome_badger	wh_main_cavalry_very_chaotic	10	44	43	trained	wh2_main_body_15	wh_missile_block_30_wood		10	0	wh_main_grn_goblin_spear_wolf	22	20	22	0			true	40.0000	1500.0000	hilldwf_gnome_badger_riders	60	80	0	vo_sel_marauders	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	0	0	0	0	melee_flanker	false	false	false	medium	medium	domination_cav		false			1.0000	1.0000	false	false
hilldwf_gnome_caster_grey_0	inf_melee	com	hilldwf_gnome_caster_grey_0	hilldwf_gnome_caster_grey_0	2100	wh_main_grn_cha_goblin_great_shaman_blood_dismembers	hu5_gnome_caster	0		wh_main_hero	2	55	7286	trained	wh2_main_body_15	none		10	0	wh_main_grn_goblin_sword_caster_hero	24	20	26	0			true	40.0000	1500.0000	hilldwf_gnome_caster_grey_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	0.8000	small	0	0	0	0	15	0	mage_highvalue	false	false	false	high	high	domination_characters		true			1.0000	1.0000	false	false
hilldwf_gnome_caster_grey_1	cavalry	com	hilldwf_gnome_caster_grey_1	hilldwf_gnome_caster_grey_1	2100	wh_main_grn_cha_goblin_great_shaman_blood_dismembers	hu5_goblin_wf1_wolf_staff_and_sword	1	hilldwf_gnome_badger_mount	wh_main_hero	2	55	8038	trained	wh2_main_body_15	none		10	0	wh_main_grn_goblin_sword_caster_hero	24	50	26	0			true	40.0000	1500.0000	hilldwf_gnome_caster_grey_1	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	15	0	mage_flanker_highvalue	false	false	false	high	high	domination_characters		false			1.0000	1.0000	false	false
hilldwf_gnome_caster_life_0	inf_melee	com	hilldwf_gnome_caster_life_0	hilldwf_gnome_caster_life_0	2100	wh_main_grn_cha_goblin_great_shaman_blood_dismembers	hu5_gnome_caster	0		wh_main_hero	2	55	7286	trained	wh2_main_body_15	none		10	0	wh_main_grn_goblin_sword_caster_hero	24	20	26	0			true	40.0000	1500.0000	hilldwf_gnome_caster_life_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	0.8000	small	0	0	0	0	15	0	mage_highvalue	false	false	false	high	high	domination_characters		true			1.0000	1.0000	false	false
hilldwf_gnome_caster_life_1	cavalry	com	hilldwf_gnome_caster_life_1	hilldwf_gnome_caster_life_1	2100	wh_main_grn_cha_goblin_great_shaman_blood_dismembers	hu5_goblin_wf1_wolf_staff_and_sword	1	hilldwf_gnome_fox_mount	wh_main_hero	2	55	8038	trained	wh2_main_body_15	none		10	0	wh_main_grn_goblin_sword_caster_hero	24	50	26	0			true	40.0000	1500.0000	hilldwf_gnome_caster_life_1	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	15	0	mage_flanker_highvalue	false	false	false	high	high	domination_characters		false			1.0000	1.0000	false	false
hilldwf_gnome_fox_riders	cavalry	cav_mis	hilldwf_gnome_fox_riders	hilldwf_gnome_fox_riders	2100	wh_main_grn_inf_goblin_cav_blood	hu5_goblin_wf1_wolf_sword_bow	160	hilldwf_gnome_fox	wh_main_cavalry_very_chaotic	8	38	41	trained	wh2_main_body_15	none	hilldwf_gnome_fox_riders	10	18	wh_main_sword_short	15	12	14	0			true	40.0000	1500.0000	hilldwf_gnome_fox_riders	60	80	0	vo_sel_marauders	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	0	0	0	0	ranged_harasser_flanker	true	false	false	low	low	domination_cav		false			1.0000	1.0000	false	false
hilldwf_gnome_lord	inf_melee	com	hilldwf_gnome_lord	hilldwf_gnome_lord	2100	wh_main_grn_cha_goblin_great_shaman_blood_dismembers	hu5_gnome_caster_pipe	0		wh_main_hero	2	55	7286	trained	wh2_main_body_15	none		10	0	wh_main_grn_goblin_sword_caster_hero	24	20	26	0			true	40.0000	1500.0000	hilldwf_gnome_lord	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	0.8000	small	0	0	0	0	15	0	mage_highvalue	false	false	false	high	high	domination_characters		true			1.0000	1.0000	false	false
