key	category	class	short_description_text	historical_description_text	campaign_action_points	man_entity	man_animation	num_mounts	mount	spacing	rank_depth	morale	bonus_hit_points	training_level	armour	shield	primary_missile_weapon	accuracy	primary_ammo	primary_melee_weapon	melee_attack	charge_bonus	melee_defence	num_engines	engine	articulated_record	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	can_brace	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
#land_units_tables;54;db/land_units_tables/!!!!!!!2xunitsize_compat_KslUni
ksl_bridgeward_ly	inf_melee	inf_spr	wh3_main_unit_short_text_ksl_inf_bridgeward_ly	wh3_main_unit_long_text_ksl_inf_bridgeward_ly	2100	wh3_main_ksl_inf_tzar_guard	hu1c_chaos_halberd	0		wh3_main_kislev_infantry_kossars	8	70	102	trained	wh2_main_plate_90	wh_missile_block_30_wood		10	0	bridgeward_spear	32	16	42	0			true	40.0000	1500.0000	ksl_inf_bridgeward_ly_attributes	60	80	0	vo_sel_ksl_armoured_kossars	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	melee_anti_large	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
ksl_dazh_chosen_ly	inf_melee	inf_mel	wh3_main_unit_short_text_ksl_inf_dazh_chosen_ly	wh3_main_unit_long_text_ksl_inf_dazh_chosen_ly	2100	wh_dlc06_chs_infantry_aspiring_champions_blood_dismembers	hu1c_archaon_sword_and_shield	0		wh_main_cavalry_very_chaotic	4	85	442	trained	wh2_main_plate_80	wh_missile_block_55_metal		10	0	dazh_fire_sword_1h	46	30	52	0			true	40.0000	1500.0000	ksl_inf_dazh_chosen_ly_attributes	60	80	0	vo_sel_ksl_tsar_guard	vo_sel_generic	vo_sel_generic	1.0000	small	0	60	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
ksl_frost_pegasus_knight_ly	cavalry	cav_mel	wh3_main_unit_short_text_ksl_frost_pegasus_knight_ly	wh3_main_unit_long_text_ksl_inf_tsarina_guard_ly	2100	wh3_main_infantry_ice_guard_blood_dismembers	hu1_bretonnian_hr1_pegasus_lancer	48	ksl_mnt_frost_pegasus	wh_main_cavalry_pegasus_knights	4	90	244	well_trained	wh2_main_plate_60	none		10	0	ksl_tsarina_guard_spear	42	60	36	0			true	40.0000	1500.0000	ksl_frost_pegasus_knight_ly_attributes	60	80	0	vo_sel_ksl_ice_guard	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	0	0	0	0	flying_melee_flanker_shock	false	false	false	medium	medium	domination_infantry		false			1.0000	1.0000	false	false
ksl_giant_ly	inf_melee	inf_mel	wh3_main_unit_short_text_ksl_giant_ly	wh3_main_unit_long_text_ksl_giant_ly	2100	wh_main_monster_giant_blood	hu4_norscan_giant_club	0		wh_main_monster	2	100	25224	trained	wh2_main_leather_40	none		10	0	wh_main_club_giant	70	44	32	0			true	40.0000	1500.0000	ksl_giant_ly_attributes	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1.0000	large	0	0	0	0	20	0	melee_gatecrusher	false	false	false	medium	medium	domination_infantry		false			1.0000	1.0000	false	false
ksl_gryphon_knight_ly	war_beast	cav_shk	wh3_main_unit_short_text_ksl_cav_gryphon_knight_ly	wh3_main_unit_long_text_ksl_cav_gryphon_legion_0	2100	wh_main_war_beast_rider_standard_blood	hu1c_wh3_boris_hr1_warhorse_glaive	120	wh3_main_ksl_mnt_horse_heavy	wh_main_cavalry_ordered	8	80	100	well_trained	wh2_main_plate_120	none		10	0	wh3_main_ksl_gryphon_halberd	42	72	30	0			true	40.0000	1500.0000	ksl_gryphon_knight_ly_attributes	60	80	0	vo_sel_ksl_gryphon_legion	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	melee_flanker_shock_highvalue	false	false	false	medium	medium	domination_infantry		false			1.0000	1.0000	false	false
ksl_salyak_healer_ly	inf_ranged	inf_mis	wh3_main_unit_short_text_ksl_inf_salyak_healer_ly	wh3_main_unit_long_text_ksl_inf_salyak_healer_ly	2100	wh3_main_ksl_inf_kossars	hu1_bretonnian_sword_and_longbow	0		wh3_main_kislev_infantry_kossars	8	60	63	trained	wh2_main_leather_15	none	salyak_healer_bow_poison	10	26	wh3_main_ksl_sword_horse_archers	18	12	22	0			true	40.0000	1500.0000	ksl_inf_salyak_healer_ly_attributes	60	80	0	vo_sel_ksl_kossars	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	hybrid	true	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
ksl_tsarina_guard_ly	inf_melee	inf_mel	wh3_main_unit_short_text_ksl_inf_tsarina_guard_ly	wh3_main_unit_long_text_ksl_inf_tsarina_guard_ly	2100	wh3_main_infantry_ice_guard_blood_dismembers	hu1_wh3_kislev_glaive_and_bow	0		wh_main_infantry_ice_guard	8	90	80	well_trained	wh2_main_leather_50	none		10	0	ksl_tsarina_guard_spear	38	12	46	0			false	40.0000	1500.0000	ksl_tsarina_guard_ly_attributes	60	80	0	vo_sel_ksl_ice_guard	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
ksl_ungols_executioner_ly	inf_melee	inf_mel	wh3_main_unit_short_text_ksl_inf_ungols_executioner_ly	wh3_main_unit_long_text_ksl_inf_ungols_executioner_ly	2100	wh2_main_lzd_mon_kroxigor	hu1c_wh3_kislev_pistol_2handed_mace	0		wh_main_monstrous_trolls	6	75	502	trained	wh2_main_leather_45	none		10	0	wh3_main_ksl_ungols_axe_2h	44	40	34	0			true	40.0000	1500.0000	ksl_ungols_executioner_ly_attributes	60	80	0	vo_sel_ksl_kossars	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	20	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
ksl_ungols_heavy_ly	inf_ranged	inf_mis	wh3_main_unit_short_text_ksl_inf_ungols_heavy_ly	wh3_main_unit_long_text_ksl_inf_ungols_heavy_ly	2100	wh3_main_ksl_inf_tzar_guard	hu1c_wh3_kislev_pistol_axe_and_shield	0		wh3_main_kislev_infantry	8	75	102	well_trained	wh2_main_plate_90	wh_missile_block_55_wood	wh3_main_ksl_armoured_kossar_pistol_bullet	10	6	wh3_main_ksl_tzar_guard_sword	34	12	46	0			true	40.0000	1500.0000	ksl_ungols_heavy_ly_attributes	60	80	10	vo_sel_ksl_tsar_guard	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	hybrid_melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
