key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
#land_units_tables;54;db/land_units_tables/!!!!!!!2xunitsize_compat_@whc_cth_unit_wuh_
cth_cav_bayara	10	wh2_main_chainmail_85	2100	cavalry	60	cav_shk	cth_cav_bayara	whc_baraya_qishe	wh_main_cavalry_rider_standard_blood	42	38	72	132	cth_xueqilin_horse	96	cth_bayara_changmao	cth_bayara_gongjian	8	wh_missile_block_35_wood	wh3_main_unit_short_text_cth_cav_bayara	wh_main_cavalry_ordered	well_trained			true	40.0000	1500.0000	cth_cav_bayara	60	80	0	vo_sel_ranged	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	9	0	0	0	0	0	0	ranged_cav_harasser	true	false	false	false	low	low	domination_cav				1.0000	1.0000	false	false
cth_cav_guanning_firelancer	10	wh2_main_chainmail_80	2100	cavalry	58	cav_shk	cth_cav_guanning_firelancer	sanyanchongqibing_qiang	cth_cav_guanning_firelancer	33	26	68	92	cth_guanning_horse	120	cth_huochangmao_jinzhan	cth_huochangmao_yuancheng	6	none	wh3_main_unit_short_text_cth_cav_guanning_firelancer	wh_main_cavalry_chaotic	well_trained			true	40.0000	1500.0000	cth_cav_guanning_firelancer	60	80	0	vo_sel_outriders	vo_sel_cavalry	vo_sel_ranged	1.0000	large	0	4	0	0	0	0	0	0	ranged_direct_flanker_harasser	true	false	false	false	low	low	domination_cav				1.0000	1.0000	false	false
cth_central_jade_lion_rider	10	wh2_main_body_110	2100	cavalry	70	cav_shk	cth_central_jade_lion_rider	cth_central_jade_lion_rider	cth_central_jade_lion_rider	52	34	88	490	cth_central_jade_lion	32	cth_central_jade_lion_rider_jade_vaira		4	none	wh3_main_unit_short_text_cth_central_jade_lion_rider	wh3_main_bear_cavalry	well_trained			true	40.0000	1500.0000	cth_central_jade_lion_rider	60	80	0	vo_sel_cth_dragon_guard	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	20	0	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav			melee	1.0000	1.0000	false	false
cth_central_tianting_crow_guard	10	wh2_main_chainmail_70	2100	inf_melee	30	inf_mel	cth_central_tianting_crow_guard	cth_central_tianting_crow_guard	cth_central_tianting_crow_guard	36	30	80	360		0	cth_central_tianting_crow_guard_halberd		6	none	wh3_main_unit_short_text_cth_central_tianting_crow_guard	wh_main_monstrous_infantry	trained			true	40.0000	1500.0000	cth_central_tianting_crow_guard	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	flying_melee_flanker	false	false	false	false	cant_capture	cant_capture	cant_capture			melee	1.0000	1.0000	false	false
cth_central_tianting_ogr_swordsmaster	10	wh2_main_body_60	2100	inf_melee	40	inf_mel	cth_central_tianting_ogr_swordsmaster	cth_central_tianting_ogr_swordsmaster	cth_central_tianting_ogr_swordsmaster	44	54	88	640		0	cth_central_tianting_ogr_swordsmaster_longsword		4	none	wh3_main_unit_short_text_cth_central_tianting_ogr_swordsmaster	wh3_main_ogr_maneaters_great_weapons	trained			true	40.0000	1500.0000	cth_central_tianting_ogr_swordsmaster	60	80	0	vo_sel_ogr_maneaters	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	10	0	0	melee_gatecrusher	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false	false
cth_east_jiaolong_rider	10	wh2_main_chainmail_95	2100	war_beast	45	cav_mel	cth_east_jiaolong_rider	cth_east_jiaolong_rider	wh_main_war_beast_rider_standard_blood	48	36	85	1150	cth_east_jiaolong	16	cth_east_jiaolong_rider_halberd		4	none	wh3_main_unit_short_text_cth_east_jiaolong_rider	wh_dlc07_brt_royal_hippogryph_knights	well_trained			true	40.0000	1500.0000	cth_east_jiaolong_rider	60	80	0	vo_sel_cth_dragon_guard	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker_shock_highvalue	false	false	false	false	low	low	domination_cav			melee	1.0000	1.0000	false	false
cth_east_mingqing_cav_peasant	10	wh2_main_body_20	2100	war_beast	38	cav_shk	cth_east_mingqing_cav_peasant	cth_east_mingqing_peasant_cav	wh_main_cavalry_rider_standard_blood	28	24	56	76	cth_east_mingqing_base_horse	120	cth_east_mingqing_cav_peasant_spear		8	none	wh3_main_unit_short_text_cth_east_mingqing_cav_peasant	wh_main_cavalry_ordered	trained			true	40.0000	1500.0000	cth_east_mingqing_cav_peasant	60	80	0	vo_sel_cavalry	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav				1.0000	1.0000	false	false
cth_east_mingqing_gunner_grenadier	10	wh2_main_chainmail_60	2100	inf_ranged	4	inf_mis	cth_east_mingqing_gunner_grenadier	hu1e_changcongsuwei	cth_east_mingqing_inf_medium	18	28	54	76		0	cth_east_mingqing_gunner_yanlingdao	cth_east_mingqing_gunner_bomb	6	wh_missile_block_35_wood	wh3_main_unit_short_text_cth_east_mingqing_gunner_grenadier	wh3_main_cth_infantry	trained			true	40.0000	1500.0000	cth_east_mingqing_gunner_grenadier	60	80	0	vo_sel_cth_iron_hail_gunners	vo_sel_ranged	vo_sel_culture	1.0000	small	0	10	0	0	0	0	0	0	ranged	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
cth_east_mingqing_gunner_shenji	10	wh2_main_chainmail_60	2100	inf_ranged	6	inf_mis	cth_east_mingqing_gunner_shenji	cth_mingqing_gunner_lianhuanchong	cth_east_mingqing_heavy_gunner	28	36	64	92		0	cth_east_mingqing_gunner_yanlingdao	cth_east_mingqing_gunner_lianhuanchong	6	wh_missile_block_55_wood	wh3_main_unit_short_text_cth_east_mingqing_gunner_shenji	wh_main_dwf_infantry_loose	well_trained			true	40.0000	1500.0000	cth_east_mingqing_gunner_shenji	60	80	0	vo_sel_cth_iron_hail_gunners	vo_sel_ranged	vo_sel_culture	1.0000	small	0	66	0	0	0	0	0	0	ranged	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false	false
