key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!2xunitsize_compat_!scm_legendary
Helgar_longplaits	0	50	250	150	3.0000	axe	axe	medium	6	1.0000	1.2500	0.0000	false		0	10	4.0000		false
dead_kes_greatsword	0	20	125	265	3.0000	sword	sword	medium	8	1.0000	1.0000	0.0000	false		0	10	4.0000		false
dust_gutrot_blight_kings_weapon	20	0	40	30	3.0000	sword	sword_medium	medium	3	1.2000	1.2500	0.0000	true		0	10	4.0000		false
dust_gutrot_plague_captain_cha_plaguefleet_weapon	0	20	130	300	4.0000	axe	axe	medium	7	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
frob_gorbad_ironclaw_melee	0	20	80	370	3.0000	axe	axe	medium	6	1.0000	1.0000	0.0000	false		0	10	4.0000		false
frob_gorbad_ironclaw_war_boar_melee	0	20	80	370	3.0000	axe	axe	large	8	1.0000	1.0000	0.0000	false		0	10	4.0000		false
grigori_sword	0	0	250	125	3.0000	sword	sword	medium	7	1.0000	1.2500	0.0000	false		0	10	3.8000		false
hkrul_aldred	0	20	130	265	3.0000	sword	sword	medium	8	1.0000	1.0000	0.0000	false		0	10	4.0000		false
hkrul_erkstein	0	20	300	150	3.0000	axe	axe	large	8	1.0000	1.2500	0.0000	false		0	10	4.0000		false
hkrul_gunter	0	20	300	150	3.0000	axe	axe	large	8	1.0000	1.2500	0.0000	false		0	10	4.0000		false
hunt_dwf_riggers_hammer	0	0	9	28	1.0000	axe	hammer_dwarf	small	2	1.0000	1.0000	0.0000	false		0	10	4.3000		false
hunt_dwf_slayer_pirate_axe	22	0	28	12	1.0000	axe	axe		1	0.3000	1.0000	0.0000	false		0	10	4.3000		false
kho_mardagg_blood_scythe	0	25	135	305	3.0000	axe	halberd	large	8	1.0000	0.7500	1.0000	true		0	10	4.0000		false
kho_skullreapers_wep	0	0	34	78	3.0000	axe	axe	medium	3	1.5000	1.2500	0.0000	true		0	10	4.0000		false
kou_aurelion_chariot_staff	0	15	250	190	7.0000	axe	sword_claws	very_large	21	1.0000	1.2500	0.0000	true		4	4	4.0000		false
kou_aurelion_griffon_staff	0	0	190	280	8.0000	sword	sword_claws	large	8	1.0000	1.0000	0.0000	true		0	3	4.0000		false
kou_aurelion_staff	0	0	230	160	5.0000	sword	staff	large	15	1.0000	1.0000	0.0000	true		0	10	3.7000		false
kou_elf_wolf_rider_claws	0	0	28	30	10.0000	axe	hammer	medium	8	1.0000	1.2500	0.0000	true		0	10	4.0000		false
kou_frob_nobber	0	0	265	110	3.0000	sword	staff	medium	4	1.0000	1.0000	0.0000	true	wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	0	10	4.0000		false
kou_frob_nobber_spider	20	0	110	330	10.0000	axe	sword_claws	large	6	1.0000	1.2500	0.0000	true	wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	0	10	3.2000		false
kou_laddrielle_wolves_claws	0	0	28	19	1.0000	axe	sword_claws	medium	2	1.0000	1.2500	0.0000	false	wh2_dlc17_unit_contact_dazed	0	10	4.0000		false
kou_lilaeth_cold_one	0	0	85	200	4.0000	axe	sword_claws	medium	10	1.0000	1.2500	0.0000	true		0	5	4.0000		false
kou_lilaeth_hekarti_altar	0	20	145	205	5.0000	axe	axe	very_large	8	1.0000	1.2500	0.0000	true		3	2	4.8000		false
kou_lilaeth_manticore	0	0	290	155	6.0000	axe	sword_claws	large	8	1.0000	1.2500	0.0000	true		0	3	3.6000		false
kou_lilaeth_staff	0	0	200	85	3.0000	sword	staff	medium	10	1.0000	1.0000	0.0000	true		0	5	4.0000		false
kou_oreon_ll_sword	0	0	240	170	3.0000	sword	sword	medium	8	1.0000	1.0000	0.0000	false		0	10	3.2000		false
kou_queen_marrisith_chariot	0	25	100	300	6.0000	axe	sword_claws	very_large	4	1.0000	1.2500	0.0000	true		4	4	4.0000		false
kou_queen_marrisith_sword	0	15	220	160	3.0000	sword	sword	medium	5	1.0000	1.0000	0.0000	true		0	10	3.2000		false
kou_skaw_lh_claw	0	0	280	156	7.0000	axe	sword_claws	large	5	1.0000	1.2500	0.0000	false		0	3	4.0000		false
kou_skaw_lh_whip	0	15	290	130	3.0000	spear	whip	medium	4	1.0000	0.7500	0.0000	false		0	2	4.0000		false
kou_zlatgar_ll_razordon_mount	12	0	130	300	8.0000	axe	sword_claws	large	12	1.2000	1.2500	0.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	3.6000		false
kou_zlatgar_ll_spear	12	0	100	280	4.0000	spear	spear	medium	6	1.0000	1.2500	0.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	3.2000		false
moon_brokk_ironpick_melee	0	0	100	350	3.0000	axe	hammer	medium	7	1.0000	1.0000	1.0000	true		0	10	4.3000		false
moon_sven_hasselfriesian_hammer	0	0	270	150	3.0000	axe	hammer	medium	8	1.0000	1.0000	0.0000	false		0	10	4.0000		false
naryaska_sword	0	0	250	125	3.0000	sword	sword	medium	7	1.0000	1.2500	1.0000	true	wh_dlc08_unit_contact_frostbite	0	10	3.8000		false
nom_eldyra_sword	0	0	140	280	3.0000	sword	sword	medium	8	1.0000	1.0000	0.0000	false		0	10	4.0000		false
nom_galifreius_great_eagle	0	0	140	320	7.0000	axe	sword_claws	large	5	1.0000	1.2500	0.0000	false		0	3	4.0000		false
nom_galifreius_sword	25	0	130	290	3.0000	sword	sword	medium	8	1.0000	1.0000	0.0000	false		0	10	4.0000		false
phy_grombold_kruddsson_Axe	0	0	140	260	3.0000	axe	axe	medium	6	1.0000	1.2500	0.0000	false		0	10	4.0000		false
