key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!2xunitsize_compat_!!!!!Zayli_Complete_Mod_Compilation
brt_royal_longbow_sword	0	0	17	6	0.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
brt_royal_spear	15	0	21	6	1.0000	spear	spear		1	1.0000	1.0000	0.0000	false		0	10	5.4000		false
brt_sergeant_at_arms_halberd	26	0	210	138	3.0000	spear	halberd	medium	5	1.0000	0.5000	0.0000	false		0	10	5.5000		false
brt_warden_at_arms_halberd	16	0	223	151	3.0000	spear	halberd	medium	5	1.0000	0.5000	0.0000	false		0	10	5.5000		false
wh_dlc07_brt_grail_reliquae	0	0	57	26	1.0000	sword	unarmed	medium	4	1.0000	1.0000	0.0000	false		0	10	4.0000		false
wh_dlc07_brt_lance_errant	0	0	22	10	1.0000	lance	spear		1	1.0000	0.5000	0.0000	false		0	10	5.1000		false
wh_dlc07_brt_squire_sword_great	0	12	11	26	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.1000		false
wh_dlc07_brt_sword	0	0	20	6	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
wh_dlc07_brt_sword_great_questing	0	0	13	42	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
wh_dlc07_brt_sword_green_knight	0	0	0	512	3.0000	sword	sword	medium	8	1.0000	1.0000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.0000		false
wh_dlc07_brt_sword_pilgrim	0	0	25	6	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
wh_dlc08_brt_halberd_ror	18	0	11	21	1.0000	spear	halberd		1	1.0000	0.5000	0.0000	false		0	10	5.5000		false
wh_dlc08_brt_lance_ror	8	0	29	12	1.0000	lance	spear		1	1.0000	0.5000	0.0000	true		0	10	5.1000		false
wh_main_brt_cavalry_spear	0	0	21	7	2.0000	lance	spear		1	1.0000	0.7500	0.0000	false		0	10	5.0000		false
wh_main_brt_giant_mace	0	0	13	24	1.0000	axe	hammer		1	1.0000	1.2500	0.0000	false		0	10	5.5000		false
wh_main_brt_halberd	16	0	7	21	1.0000	spear	halberd		1	1.0000	0.7500	0.0000	false		0	10	5.3000		false
wh_main_brt_hammer	0	0	22	8	1.0000	axe	hammer		1	1.0000	1.2500	0.0000	false		0	10	4.3000		false
wh_main_brt_kotr_sword	0	8	30	7	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
wh_main_brt_lance	8	0	27	12	1.0000	lance	spear		1	1.0000	0.5000	0.0000	false		0	10	5.1000		false
wh_main_brt_lance_grail_knight	15	0	20	40	2.0000	lance	spear	small	2	1.0000	0.7500	0.0000	true		0	10	5.1000		false
wh_main_brt_royal_halberd	16	0	9	22	1.0000	spear	halberd		1	1.0000	0.7500	0.0000	false		0	10	5.4000		false
wh_main_brt_spear	14	0	18	5	1.0000	spear	spear		1	1.0000	0.7500	0.0000	false		0	10	5.7000		false
wh_main_brt_spear_2handed	14	0	18	5	1.0000	spear	spear		1	1.0000	0.7500	0.0000	false		0	10	5.7000		false
wh_main_brt_sword_short	0	0	19	3	0.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
wh_main_brt_sword_yeomen_archers	0	0	19	3	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	5.0000		false
wh_main_zayli_axe_2h	0	0	10	18	0.0000	axe	axe_2h		1	1.0000	1.0000	0.0000	false		0	10	5.8000		false
wh_pro04_brt_sword_great_questing_ror	10	0	13	42	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.2000		false
zayli_aquitaine_sword_ror	0	0	26	8	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
zayli_artois_mace_ror	0	0	21	7	0.0000	axe	hammer		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
zayli_bastonne_mace_ror	0	0	27	8	1.0000	axe	hammer		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
