key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!2xunitsize_compat_@Deer24HEF
DEERHEF_AISAANGQISHI	0	0	12	36	2.0000	spear	halberd		4	1.0000	0.7500	0.0000	false		0	10	4.9000		false
DEERHEF_BAISHILIECHANG	0	0	10	35	1.0000	axe	axe		4	1.0000	1.2500	0.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	4.4000		false
DEERHEF_BAITAJIANSHENG	0	14	13	31	1.0000	sword	sword		4	1.1000	1.0000	0.0000	false		0	10	4.3000		false
DEERHEF_DIGONGTONGWEI	0	8	10	26	1.0000	sword	halberd		4	1.0000	0.7500	0.0000	false		0	10	3.0000		false
DEERHEF_FENGHUANGSHOUWEI	20	0	13	27	2.0000	spear	halberd		4	1.0000	0.7500	10.0000	true		0	10	4.9000		false
DEERHEF_LONGZHU	0	0	145	435	8.0000	axe	axe	large	8	1.5000	1.2500	1.0000	false		0	10	3.8000		false
DEERHEF_NAJIARUISIHEIWEI	24	0	14	30	2.0000	spear	halberd		4	1.0000	0.7500	0.0000	true		0	10	4.9000		false
DEERHEF_NVQISHI	0	0	20	16	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
DEERHEF_SHOUWANGZHE	0	0	80	170	8.0000	sword	axe	large	8	1.0000	1.0000	0.0000	false		0	3	4.0000		false
