key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!2xunitsize_compat_@exp_roster_compilation
dec_bestigor_dual_axe	0	8	32	11	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.4000		false
dec_big_uns_sword	5	0	26	10	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.0000		false
dec_black_orc_dual	0	8	42	8	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	3.7000		false
dec_gor_great_axe	0	0	12	26	2.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.0000		false
dec_gouge_horns	0	0	68	28	2.0000	axe	axe	medium	3	1.4000	0.7500	0.0000	false		0	10	4.0000		false
dec_hell_knights	0	0	14	34	1.0000	lance	spear	medium	2	1.0000	0.5000	0.0000	false		0	10	4.7000		false
dec_hunters_anath_raema	10	0	6	20	2.0000	spear	spear		1	1.0000	0.5000	0.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	4.6000		false
dec_kastellans	0	10	15	30	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.5000		false
dec_lahmian	0	8	25	9	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.0000		false
dec_lords_oblivion	0	25	90	255	6.0000	axe	creatures_claws	medium	6	1.0000	1.2500	0.0000	false		0	10	4.0000		false
dec_magma_dragon	0	0	110	390	1.0000	axe	creatures_claws	large	8	1.5000	1.2500	1.0000	false		0	10	3.8000		false
dec_reapers	0	0	10	20	1.0000	axe	halberd		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
dec_savage_big_uns_club	0	0	15	31	1.0000	axe	hammer		1	1.0000	0.7500	0.0000	false		0	10	3.8000		false
dec_savage_giant_club	0	0	190	485	5.0000	axe	club_huge	large	10	1.8000	1.2500	0.0000	false		0	10	4.0000		false
dec_savage_orc_spear	10	0	25	7	2.0000	spear	spear		1	1.0000	0.7500	0.0000	false		0	10	4.5000		false
dec_spirit_host	0	0	0	28	1.0000	knife	creatures_claws		0	1.0000	0.7500	0.0000	false	wh_dlc08_unit_contact_frostbite	0	10	4.0000		false
dec_tower_masters	0	0	24	44	1.0000	sword	sword	medium	1	0.8000	0.7500	0.0000	true		0	10	4.0000		false
deco_avelorn_maidens	0	0	22	10	1.0000	sword	sword		1	1.0000	0.7500	0.0000	true		0	10	4.3000		false
deco_bladelords	0	14	25	60	1.0000	sword	sword		1	1.0000	0.7500	1.0000	true		0	10	4.3000		false
deco_chd_acolytes	26	0	15	40	2.0000	spear	halberd		1	1.0000	0.5000	0.0000	true		0	10	4.3000		false
deco_chd_bull_centaur_lord	0	30	150	335	5.0000	axe	axe_2h	medium	5	2.0000	1.2500	0.0000	false		0	10	4.0000		false
deco_chd_hobgoblin_great_khan	0	0	250	125	3.0000	spear	spear	medium	5	1.0000	1.0000	0.0000	false		0	10	4.0000		false
deco_chd_hobgoblin_pelt_shaman	0	0	220	80	3.0000	sword	sword	medium	5	1.0000	1.0000	0.0000	false		0	10	4.0000		false
deco_chd_lava_trolls	0	0	60	20	2.0000	axe	club_medium	medium	4	1.0000	1.2500	10.0000	false		0	10	3.8000		false
deco_chd_ogre_slaves	0	0	59	21	3.0000	sword	sword_medium	medium	3	1.0000	0.7500	0.0000	false		0	10	4.0000		false
deco_chd_siege_giant	0	0	250	450	6.0000	axe	club_huge	large	11	1.7000	2.0000	0.0000	false		0	10	4.0000		false
deco_chd_zealots	0	12	32	16	1.0000	axe	axe		1	0.3000	1.0000	0.0000	false		0	10	4.3000		false
deco_doom_prophets	0	0	68	28	2.0000	sword	hammer	medium	3	1.4000	0.7500	10.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	4.0000		false
deco_dryads_willow	0	0	32	4	2.0000	axe	creatures_tiny		1	1.0000	0.7500	0.0000	true		0	10	4.2000		false
deco_forest_goblin_spears	9	0	18	6	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false	wh_main_unit_contact_poison	0	10	4.6000		false
deco_glade_knights	15	0	10	35	2.0000	spear	spear		1	1.0000	0.5000	0.0000	true		0	10	4.2000		false
deco_griffon_knights	0	0	80	200	8.0000	sword	creatures_claws	large	3	1.0000	0.7500	0.0000	false		0	3	4.0000		false
deco_hammerers_dual	0	8	36	12	1.0000	axe	hammer_dwarf		1	0.5000	1.0000	0.0000	true		0	10	4.3000		false
deco_handmaidens_torothal	0	0	25	10	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
deco_high_helms	0	0	10	25	1.0000	lance	spear		1	1.0000	0.5000	0.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	5.0000		false
deco_knights_lynx	15	0	10	28	1.0000	lance	halberd	small	1	1.5000	0.5000	0.0000	false		0	10	4.8000		false
deco_nor_bondsmen	0	0	16	6	1.0000	axe	hammer		1	0.2000	0.5000	0.0000	false		0	10	4.5000		false
deco_nor_huskarls	0	0	33	12	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	3.8000		false
deco_nor_hydra	0	0	140	300	9.0000	axe	creatures_claws	large	5	1.0000	1.2500	0.0000	false	wh_dlc08_unit_contact_frostbite	0	10	3.6000		false
deco_nor_jarl	0	0	110	290	3.0000	axe	halberd	large	4	1.0000	1.0000	0.0000	false		0	10	4.0000		false
deco_nor_maidens	0	0	26	10	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
deco_nor_pit	0	8	30	15	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.0000		false
deco_nor_valkyrie	20	0	50	250	3.0000	spear	spear	medium	4	2.0000	1.0000	0.0000	true		0	10	4.0000		false
deco_nor_wolf	20	0	90	220	6.0000	axe	creatures_claws	medium	4	1.5000	1.2500	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	2.9000		false
deco_old_guard	0	0	15	45	2.0000	axe	axe_2h		1	1.0000	0.5000	0.0000	true		0	10	4.3000		false
deco_prospectors	0	0	10	30	1.0000	axe	axe		1	1.0000	3.0000	0.0000	false		0	10	4.3000		false
deco_roadwardens	0	0	22	8	2.0000	lance	spear		1	1.0000	0.5000	0.0000	false		0	10	5.0000		false
deco_snotlings_weapon	0	0	13	2	1.0000	knife	club		1	1.0000	0.5000	0.0000	false		0	10	3.2000		false
deco_wildwood_wardens	0	15	25	65	1.0000	sword	sword		1	1.0000	0.7500	0.0000	true		0	10	4.3000		false
dwf_kou_dreadnaught	0	25	137	413	10.0000	axe	club_huge	very_large	15	1.2500	1.2500	0.0000	false		0	15	4.0000		false
grn_poop	0	5	16	8	0.0000	sword	sword		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
hill_goblins	10	0	20	10	2.0000	spear	spear		2	1.0000	0.7500	0.0000	false		0	10	4.0000		false
str_urgat_chariot	0	12	26	9	5.0000	axe	creatures_claws	very_large	3	1.0000	1.2500	0.0000	false		3	2	4.0000		false
wh_main_grn_choppa_boss	0	0	280	120	3.0000	sword	sword	medium	6	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh_main_grn_choppa_boss_boar	0	0	120	280	3.0000	sword	sword	large	8	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh_main_grn_choppa_savage_boss	0	0	150	275	3.0000	axe	axe	large	7	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh_main_grn_choppa_savage_warboss	0	0	150	275	3.0000	axe	axe	large	8	1.0000	0.7500	0.0000	false		0	10	3.8000		false
