key	text	tooltip
#Loc;1;text/db/!!!cth_fuyuanshan_events.loc		
event_feed_strings_text_wh_event_feed_string_scripted_event_cth_fuyuanshan_start_primary_detail	The Tragedy of Grand Cathay	true
event_feed_strings_text_wh_event_feed_string_scripted_event_cth_fuyuanshan_start_secondary_detail	Tzeentch's treacherous scheme has succeeded, and the Great Bastion built by the Dragon Emperor has crumbled. Chaos lurks outside, and the Dragon's children fight amongst themselves within. Rebellions have erupted throughout the empire, and General Han Peng is still defending Po Mu alone. General, please break through the Chaos blockade as soon as possible, rebuild the Great Bastion, sweep away the demonic hordes, and restore peace to Grand Cathay.	true
event_feed_strings_text_wh_event_feed_string_scripted_event_cth_fuyuanshan_great_bastion_recapture_primary_detail	Recapture of the Great Bastion	true
event_feed_strings_text_wh_event_feed_string_scripted_event_cth_fuyuanshan_great_bastion_recapture_secondary_detail	The Great Bastion has finally been fully recaptured, and the northern enemy will once again face this unbreakable line of defense.\\nNow the Garrison's Will mechanic will be activated, and the Imperial Wardens faction will receive different faction bonuses based on the current Chaos threat level.	true
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_miaoying_confed_primary_detail	The Southern Duchess	true
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_miaoying_confed_secondary_detail	The Great Bastion fortress has been completed, and the war is about to enter its next phase. The Southern Duchess, Miao Ying, arrives with her guards, weary from her journey. You keenly sense her gaze upon you, assessing you as one would a fine weapon. You have become the sharp blade she desires, pointed towards the north of the Great Bastion.	true
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_debuff_1_primary_detail	Undercurrents	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_debuff_1_secondary_detail	People gather and whisper, discussing how General Fu Yuanshan's troops are not fighting the Chaos enemy but frequently intervening in Grand Cathay's internal affairs. What are their intentions?\\n(Occupying more than 10 cities within Grand Cathay will result in minor penalties to upkeep and construction costs.)	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_debuff_2_primary_detail	Ambition Revealed	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_debuff_2_secondary_detail	Everyone is talking about how the revered General Fu Yuanshan will demonstrate his power to Grand Cathay and prove his loyalty.\\n(Occupying more than 20 cities within Grand Cathay will result in severe penalties to upkeep and construction costs. To remove these penalties, the landmark "Celestial Tower" must be built in Bloodwind Keep within the Chaos Wastes.)	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_nodebuff_primary_detail	The Emperor's Will	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_nodebuff_secondary_detail	After an unimaginably long time, the Celestial Tower once again burns with a bright flame, casting the Dragon Emperor's might upon the Chaos Wastes.\\n(Fu Yuanshan has proven his loyalty to the people of Grand Cathay through his actions. From now on, participating in Grand Cathay's internal affairs will no longer incur upkeep and construction cost penalties).	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_get_scout_primary_detail	Return of the Rangers	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_get_scout_secondary_detail	Since the fall of Chi'lei, the Great Bastion Rangers who escaped from the city have been harassing the Chaos garrison here day and night, hoping to retake Chi'lei. Now that the army has recaptured Chi'lei, the Rangers should return to their posts	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_region_primary_detail	Garrison's Will Mechanic Introduction	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_region_secondary_detail	Garrison's Will is a unique mechanic for the Imperial Wardens faction. At the start of each turn, different status bonuses are granted based on the current Chaos threat level. When the Chaos threat is low, bonuses to public order and development are gained. When the Chaos threat is high, a series of military bonuses are gained.\\nNote: This mechanic is only activated when all three passes of the Great Bastion are occupied by Cathayan factions	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_region_buff1_primary_detail	Rest and Recuperation	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_region_buff1_secondary_detail	The Chaos threat is distant; now is the time to rest and recuperate.\\nChaos Threat: 0-25	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_region_buff2_primary_detail	Muster and Prepare	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_region_buff2_secondary_detail	The Chaos threat is approaching; all soldiers must be mobilized.\\nChaos Threat: 26-75	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_region_buff3_primary_detail	Vigilance and Readiness	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_region_buff3_secondary_detail	The Chaos threat is imminent, form up and await the enemy.\\nChaos Threat: 75-99	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_region_buff4_primary_detail	Defend the Bastion	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_region_buff4_secondary_detail	The Chaos threat has arrived, now we can only defend the Great Bastion with our lives.\\nChaos Threat: 100	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_bastion_diplomacy_primary_detail	Change of Hands at the Great Bastion	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_bastion_diplomacy_secondary_detail	The Great Bastion is the gateway to the north of Grand Cathay and must not fall into the hands of others. Even if it means resorting to arms, we must reclaim it!	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_xinwu_choice_2_primary_detail	Cairn of Skulls	false
event_feed_strings_text_wh_event_feed_scripted_cth_fuyuanshan_xinwu_choice_2_secondary_detail	Roaring sounds have been echoing through the Chaos Wastes for days, but no one knows exactly what happened in the depths of the Great Bastion. All they know is that a few days later, a towering cairn made of Kurgan skulls appeared outside the Great Bastion	false
event_feed_strings_text_wh_event_feed_string_scripted_event_cth_fuyuanshan_add_miaoying_primary_detail	Return of the Dragon General	false
event_feed_strings_text_wh_event_feed_string_scripted_event_cth_fuyuanshan_add_miaoying_secondary_detail	Fu Yuanshan is a weapon meticulously crafted by Miao Ying to combat Grand Cathay's long-standing enemy. Honed by hatred and consecrated with blood, this weapon is destined to shine in the north of the Great Bastion.\\n[[col:green]]He is now available in your recruitment pool, please utilize him wisely[[/col]]	false
