key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
#battle_entities_tables;39;db/battle_entities_tables/!!!!!!!2xunitsize_compat_!!!!calm_kislev_erengrad
calm_cannon_horse	horse	1.6000	6.0000	3.0000	6.0000	65.0000	40.0000	35.0000	35.0000	1.4000	ellipse	0.4500	1000.0000	2.0000	50.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	large	1.0000	rotation_x	wh_horse_normal	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.7500	20			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
calm_erengrad_cannon	chariot	1.6000	6.0000	3.0000	5.0000	65.0000	40.0000	35.0000	35.0000	2.0000	capsule	0.7500	1000.0000	3.4000	50.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	very_large	1.0000	rotation	wh2_dlc13_war_machine_warwagon	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	20			0.5000	1.4500	85	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
calm_erengrad_cannon_articulation	chariot	1.6000	6.0000	3.0000	5.0000	65.0000	40.0000	35.0000	35.0000	3.0000	capsule	0.4000	1000.0000	1.5000	50.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	very_large	1.0000	rotation	wh2_chariot_articulation_wood	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	20			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
calm_erengrad_mortar	chariot	1.6000	6.0000	3.0000	5.0000	65.0000	40.0000	35.0000	35.0000	2.0000	capsule	0.7500	1000.0000	3.4000	50.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	very_large	1.0000	rotation	wh2_dlc13_war_machine_warwagon	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	20			0.5000	1.4500	85	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
calm_erengrad_mortar_articulation	chariot	1.6000	6.0000	3.0000	5.0000	65.0000	40.0000	35.0000	35.0000	3.0000	capsule	0.4000	1000.0000	1.5000	50.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	very_large	1.0000	rotation	wh2_chariot_articulation_wood	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	20			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
calm_hajduks	man	1.5000	3.5000	3.5000	5.0000	4.1000	35.0000	30.0000	30.0000	0.6500	circle	1.0000	100.0000	1.8000	360.0000	240.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_ksl_human_male	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
calm_ksl_voivoda_staff_sled	chariot	2.0000	7.5000	4.0000	5.0000	10.0000	40.0000	35.0000	30.0000	1.9000	capsule	0.6000	2000.0000	1.8000	360.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	large	1.0000	rotation	wh3_ksl_war_machine_war_sled_light	3.0000	artillery_effects	0	0	-0.5000	false	1.0000	0.8000	5			0.5000	1.6000	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
calm_ksl_voivoda_staff_sled_articulation	chariot	2.0000	7.5000	4.0000	5.0000	10.0000	40.0000	35.0000	30.0000	2.0000	capsule	0.4500	2000.0000	1.0000	360.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	large	1.0000	rotation	wh2_chariot_articulation_wood	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.8000	20			0.5000	1.6000	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
calm_kvass	man	1.5000	3.5000	3.5000	5.0000	4.1000	35.0000	30.0000	30.0000	0.6000	circle	1.0000	100.0000	1.8000	60.0000	180.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_ksl_human_male	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
