key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	strafe_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_resistance	projectile_penetration_speed_change	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	combat_camera_shake	has_blood	can_dismember	dismember_arms_alive_hp_ratio	dismember_head_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	anim_lod_distance_multiplier	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
#battle_entities_tables;39;db/battle_entities_tables/!!!!!!!2xunitsize_compat_bodyguards_allinone_en
assassin_bodyguard1	man	1.5000	5.4000	5.0000	6.0000	6.0000	1.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	100.0000	1.5000	360.0000	180.0000	0	true	true	0.0000	0.0000	0.0000	small	ignore	none	0.0000	infantry_light_effects	25	25	0.0000	true	1.0000	1	0.9500			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
assassin_bodyguard2	man	1.5000	5.4000	5.0000	6.0000	6.0000	1.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	100.0000	1.5000	60.0000	180.0000	0	true	true	0.0000	0.0000	0.0000	small	ignore	none	0.0000	infantry_light_effects	25	25	0.0000	true	1.0000	1	0.9500			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
assassin_bodyguard3	man	1.5000	5.4000	5.0000	6.0000	6.0000	1.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	150.0000	1.5000	60.0000	180.0000	0	true	true	0.0000	0.0000	0.0000	small	ignore	none	0.0000	infantry_light_effects	60	20	0.0000	true	1.0000	1	0.9500			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
assassin_bodyguard4	man	1.5000	5.4000	5.0000	6.0000	6.0000	1.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	150.0000	1.5000	60.0000	180.0000	0	true	true	0.0000	0.0000	0.0000	small	ignore	none	0.0000	infantry_light_effects	60	20	0.0000	true	1.0000	1	0.9500			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
banshee_bodyguard1	giant	2.0000	6.0000	4.0000	4.0000	6.8000	1.0000	35.0000	30.0000	30.0000	0.6500	circle	1.0000	800.0000	2.1000	60.0000	180.0000	0	true	true	0.0000	8.5000	12.0000	small	ignore	wh_human_male	2.0000	ethereal_effects	100	100	0.0000	true	1.0000	1	0.9000			0.5000	1.6000	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
banshee_bodyguard2	giant	1.8000	5.4000	4.0000	6.0000	5.8000	1.0000	30.0000	30.0000	25.0000	0.6500	circle	1.0000	1000.0000	2.1000	60.0000	180.0000	0	true	true	0.0000	8.5000	12.0000	small	ignore	wh_wraith	0.0000	ethereal_effects	100	100	0.0000	true	1.0000	1	0.9000			0.5000	1.6000	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
banshee_mount1	giant	1.5000	7.5000	7.0000	8.0000	10.5000	1.0000	30.0000	25.0000	25.0000	2.0000	capsule	0.5500	2000.0000	2.7000	60.0000	80.0000	0	true	true	2.8000	0.0000	0.0000	large	rotation	wh_chariot_wood	3.0000	artillery_effects	0	0	0.0000	false	1.0000	5	0.7500			0.5000	1.4500	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	20	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
banshee_mount1_articulation	chariot	3.0000	7.5000	7.0000	8.0000	10.5000	1.0000	30.0000	25.0000	25.0000	1.6000	capsule	0.6000	2500.0000	1.0000	40.0000	80.0000	0	true	true	2.8000	0.0000	0.0000	large	rotation	wh2_chariot_articulation_wood	6.0000	artillery_effects	0	0	0.0000	false	1.0000	20	0.8000			0.5000	1.4500	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
banshee_mount1_mount	horse	2.0000	7.8000	7.0000	8.0000	10.8000	3.0000	35.0000	30.0000	25.0000	1.4000	ellipse	0.5000	1000.0000	2.0000	360.0000	120.0000	0	true	true	1.0000	0.0000	0.0000	large	rotation_x	wh_horse_normal	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	2	0.8500			0.5000	1.6000	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
