key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	strafe_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_resistance	projectile_penetration_speed_change	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	combat_camera_shake	has_blood	can_dismember	dismember_arms_alive_hp_ratio	dismember_head_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	anim_lod_distance_multiplier	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
#battle_entities_tables;39;db/battle_entities_tables/!!!!!!!2xunitsize_compat_snek_guns_of_the_empire
snek_emp_deployable_stakes	man	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	0.2000	circle	1.0000	100.0000	0.4000	60.0000	0.0000	8	false	false	0.0000	0.0000	0.0000	small	ignore	none	1.0000	infantry_light_effects	0	0	0.0000	false	1.0000	1	0.9000			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000	small	false	false
snek_emp_gote_art_clockwork_missile	artillery	1.9000	3.0000	3.0000	4.0000	4.0000	1.0000	35.0000	30.0000	30.0000	2.5000	capsule	0.5000	1500.0000	2.5000	60.0000	60.0000	475	true	true	2.0000	0.0000	0.0000	very_large	rotation	wh_war_machine_metal_large	0.0000	artillery_effects	0	0	0.0000	false	1.0000	5	0.7500		emp_great_cannon	0.9000	1.1000	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	20	wheeled_entity	true	1.0000	1.0000	1.0000	1.0000	small	false	false
snek_emp_gote_art_hellhammer	artillery	2.5000	2.5000	2.0000	3.0000	2.0000	1.2000	30.0000	20.0000	20.0000	3.6000	capsule	0.6700	1000.0000	5.4000	45.0000	30.0000	1700	true	true	0.0000	0.0000	0.0000	large	rotation	wh2_dlc11_cst_war_machine_queen_bess	0.0000	artillery_effects	0	0	0.0000	false	1.0000	1	0.9500		cst_queen_bess	0.5000	1.4500	0	false		wh_main_unit_combat	false	true	-1.0000	-1.0000	20	wheeled_entity	true	1.0000	1.0000	1.0000	1.0000	small	false	false
snek_emp_gote_art_incendiary_guns	artillery	2.0000	2.0000	2.0000	3.0000	2.0000	1.2000	30.0000	20.0000	20.0000	1.9000	capsule	0.6000	3000.0000	1.6000	50.0000	45.0000	425	false	false	0.0000	0.0000	0.0000	very_large	rotation	wh_war_machine_metal_small	0.0000	artillery_effects	0	0	0.0000	false	1.0000	5	0.7500		dwf_organ_gun	0.5000	1.4500	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	20	wheeled_entity	true	1.0000	1.0000	1.0000	1.0000	small	false	false
snek_emp_gote_art_steamcopter_entity	giant	0.5000	0.5000	10.0000	10.0000	9.0000	1.0000	30.0000	25.0000	25.0000	1.2000	circle	1.0000	800.0000	2.0000	80.0000	90.0000	8	true	false	0.0000	13.0000	13.0000	large	rotation	wh_copter	0.0000	ethereal_effects	40	0	0.0000	false	1.1000	4	0.8000			0.0000	1.4500	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	20	wheeled_entity	false	1.0000	1.0000	1.0000	1.0000	small	false	false
snek_emp_gote_art_swivel_guns	artillery	2.0000	3.3000	2.0000	3.0000	2.0000	1.2000	30.0000	20.0000	20.0000	2.6000	capsule	0.4500	2000.0000	2.0000	50.0000	45.0000	425	true	true	0.0000	0.0000	0.0000	very_large	rotation	wh_war_machine_wood_small	0.0000	artillery_effects	0	0	0.0000	false	1.0000	5	0.7500		emp_great_cannon	0.5000	1.4500	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	20	wheeled_entity	true	1.0000	1.0000	1.0000	1.0000	small	false	false
snek_emp_gote_art_war_baloon_rider	man	1.5000	3.3000	2.0000	4.0000	4.5000	1.0000	35.0000	30.0000	30.0000	0.6000	circle	1.0000	100.0000	1.8000	120.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	medium	ignore	wh_human_male	1.0000	infantry_light_effects	0	0	0.0000	false	1.0000	2	0.9000			0.5000	1.6000	0	false		wh_main_unit_combat	true	false	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000	small	false	false
snek_emp_gote_inf_bergjaeger	man	1.5000	3.3000	3.5000	5.0000	4.0000	1.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	90.0000	1.8000	360.0000	200.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_human_male	2.0000	infantry_light_effects	0	0	0.0000	true	1.0000	1	0.9000			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000	small	false	false
snek_emp_gote_inf_dwarf_crank_gunners_entity	man	2.0000	2.8000	3.0000	4.0000	3.7000	1.3000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	120.0000	1.4000	80.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_dwarf_default	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	1	0.9000			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000	small	false	false
snek_emp_gote_inf_eisenbombers_entity	man	1.5000	3.3000	3.5000	5.0000	4.0000	1.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	110.0000	1.8000	60.0000	180.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_human_male	1.0000	infantry_light_effects	0	0	0.0000	true	1.0000	1	0.9000			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	10	small_entity	false	1.0000	1.0000	1.0000	1.0000	small	false	false
snek_emp_gote_inf_ersatzsolder_entity	man	1.5000	3.3000	3.5000	5.0000	4.2000	1.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	100.0000	1.8000	60.0000	180.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_human_male	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	1	0.9000			0.5000	1.6000	1	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
snek_emp_gote_inf_hakbutschutzen	man	1.5000	3.3000	4.0000	5.0000	5.0000	1.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	110.0000	1.8000	60.0000	180.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_human_male	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	1	0.9000			0.5000	1.6000	1	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
snek_emp_gote_inf_ironsides_entity	man	1.5000	3.3000	3.5000	5.0000	4.6000	1.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	130.0000	1.8000	60.0000	180.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_human_male	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	1	0.9000			0.5000	1.6000	1	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
snek_emp_gote_inf_jaegerkorps	man	2.6000	4.8000	6.0000	5.0000	4.0000	1.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	90.0000	1.8000	360.0000	200.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_human_male	2.0000	infantry_light_effects	0	0	0.0000	true	1.0000	1	0.9000			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000	small	false	false
snek_emp_gote_inf_leadbelchers_entity	giant	1.8500	4.2000	2.8000	4.0000	6.7000	1.0000	50.0000	40.0000	35.0000	1.2000	circle	1.0000	1500.0000	3.1000	60.0000	100.0000	8	true	true	0.0000	0.0000	0.0000	large	ignore	wh3_ogr_units	5.0000	monstrous_infantry_effects	20	20	0.0000	false	1.0000	3	0.7500			0.5000	1.6000	0	false		wh_main_unit_combat	true	false	-1.0000	-1.0000	20	large_entity	false	1.0000	1.0000	1.0000	1.0000	small	false	false
snek_emp_gote_inf_rocketeers	man	1.3000	3.1000	2.8000	4.0000	3.4000	1.0000	15.0000	25.0000	25.0000	0.6500	circle	1.0000	160.0000	1.8000	360.0000	240.0000	8	true	true	0.0000	8.0000	9.0000	small	ignore	wh_human_male	6.0000	infantry_light_effects	50	50	0.0000	true	1.0000	1	0.9000			0.5000	1.6000	0	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
snek_emp_gote_veh_munitions_wagon_entity	chariot	2.0000	6.6000	4.0000	6.0000	10.7000	1.0000	40.0000	35.0000	35.0000	3.4000	capsule	0.4500	1200.0000	5.3000	360.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	very_large	rotation	wh2_dlc13_war_machine_warwagon	3.0000	artillery_effects	0	0	0.0000	false	1.0000	20	0.7500			0.5000	1.4500	85	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000	small	false	false
snek_emp_gote_veh_munitions_wagon_entity_hellblaster	chariot	2.0000	5.0000	3.0000	6.0000	9.0000	1.0000	30.0000	25.0000	25.0000	3.4000	capsule	0.4500	1200.0000	5.3000	40.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	very_large	rotation	wh2_dlc13_war_machine_warwagon	3.0000	artillery_effects	0	0	0.0000	false	1.0000	20	0.7500			0.5000	1.4500	84	true		wh_main_unit_combat	false	false	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000	small	false	false
snek_emp_hidden_mount_train	horse	2.0000	8.0000	0.5000	10.0000	8.4000	0.7000	50.0000	40.0000	40.0000	1.0000	capsule	1.0000	5000.0000	1.0000	45.0000	20.0000	10	true	false	1.5000	0.0000	0.0000	large	rotation	wh2_chariot_articulation	6.0000	artillery_effects	0	0	0.0000	false	1.0000	20	0.2500			0.5000	1.4500	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	30	wheeled_train_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
snek_emp_landship	artillery	2.0000	8.0000	0.5000	10.0000	8.4000	0.7000	50.0000	40.0000	40.0000	6.7000	capsule	0.3500	5000.0000	7.0000	45.0000	15.0000	8	true	false	1.0000	0.0000	0.0000	very_large	rotation	wh3_dlc25_emp_war_machine_marienburg_land_ship	6.0000	artillery_effects	0	0	0.0000	false	1.0000	20	0.2500			0.5000	1.4500	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	30	wheeled_train_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
snek_emp_landship_articulation	chariot	2.0000	8.0000	0.5000	10.0000	8.4000	0.7000	50.0000	40.0000	40.0000	2.5000	capsule	1.0000	5000.0000	7.0000	45.0000	15.0000	8	true	false	1.0000	0.0000	0.0000	very_large	rotation	wh3_dlc25_emp_war_machine_marienburg_land_ship	6.0000	artillery_effects	0	0	0.0000	false	1.0000	20	0.2500			0.5000	1.4500	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	30	wheeled_train_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
snek_main_emp_flying_war_baloon	giant	4.0000	4.0000	2.0000	2.0000	4.0000	1.0000	30.0000	25.0000	25.0000	3.1000	circle	1.0000	3000.0000	20.0000	60.0000	10.0000	8	true	false	0.0000	5.5000	5.5000	very_large	ignore_and_disable_banking	wh_war_machine_steamtank	0.0000	ethereal_effects	0	0	0.0000	false	0.9000	4	0.8000			0.0000	1.4500	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	20	hovering_entity	false	1.0000	1.0000	1.0000	1.0000	small	true	false
snek_ogr_monster_ogre_juggernaut_blood	giant	1.5000	4.6000	2.2000	4.0000	8.0000	1.0000	40.0000	40.0000	35.0000	1.2000	circle	1.0000	4000.0000	3.2000	180.0000	100.0000	8	true	true	0.0000	0.0000	0.0000	large	ignore	wh3_ogr_maneater	5.0000	monstrous_infantry_effects	20	20	0.0000	false	1.0000	3	0.7500			0.5000	1.6000	0	false		wh_main_unit_combat	true	false	-1.0000	-1.0000	40	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh_main_cavalry_rider_standard_blood	man	1.5000	3.3000	2.0000	4.0000	4.5000	1.0000	35.0000	30.0000	25.0000	0.6000	circle	1.0000	100.0000	1.8000	360.0000	90.0000	8	true	true	0.0000	0.0000	0.0000	medium	ignore	wh_human_male	0.0000	infantry_light_effects	0	0	0.0000	false	1.0000	2	0.9000			0.5000	1.6000	2	false		wh_main_unit_combat	true	false	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh_main_emp_art_bombard	artillery	1.9000	3.0000	3.0000	4.0000	4.0000	1.0000	35.0000	30.0000	30.0000	2.6000	capsule	0.5500	1500.0000	2.5000	60.0000	60.0000	525	true	true	2.0000	0.0000	0.0000	very_large	rotation	wh_chariot_metal	0.0000	artillery_effects	0	0	-0.8000	false	1.0000	5	0.7500		emp_great_cannon	0.9000	1.1000	0	false		wh_main_unit_combat	false	false	-1.0000	-1.0000	20	wheeled_entity	true	1.0000	1.0000	1.0000	1.0000		false	false
wh_main_emp_cav_thricepistols	horse	2.0000	8.4000	7.0000	7.0000	11.0000	3.0000	60.0000	60.0000	25.0000	1.4000	ellipse	0.5000	700.0000	2.0000	90.0000	170.0000	8	true	true	1.0000	0.0000	0.0000	medium	rotation_x	wh_horse_normal	2.0000	cavalry_effects	0	0	0.0000	false	1.0000	2	0.8500			0.5000	1.6000	0	false		wh_main_unit_combat	true	false	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000	small	false	false
wh_main_emp_munitions_wagon_draught_blood	horse	2.0000	5.0000	3.0000	6.0000	9.0000	1.0000	30.0000	25.0000	25.0000	1.4000	ellipse	0.4500	900.0000	1.8000	360.0000	60.0000	8	true	true	1.0000	0.0000	0.0000	large	rotation_x	wh_horse_normal	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	3	0.8500			0.5000	1.4500	0	false		wh_main_unit_combat	true	false	-1.0000	-1.0000	20	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
