key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
#battle_entities_tables;39;db/battle_entities_tables/!!!!!!!2xunitsize_compat_laf_hag_mothers
laf_ksl_cha_hag_mother_beast_blood	man	1.4000	3.1000	2.0000	3.0000	4.1000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	800.0000	2.2000	360.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_ksl_human_female_LH	2.0000	infantry_light_effects	70	40	0.0000	false	1.0000	0.9000	2	wh_main_generic_character_aura		0.5000	1.4500	1	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_ksl_cha_hag_mother_death_blood	man	1.4000	3.1000	2.0000	3.0000	4.1000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	800.0000	2.2000	360.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_ksl_human_female_LH	2.0000	infantry_light_effects	70	40	0.0000	false	1.0000	0.9000	2	wh_main_generic_character_aura		0.5000	1.4500	2	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_ksl_cha_hag_mother_hag_blood	man	1.4000	3.1000	2.0000	3.0000	4.1000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	800.0000	2.2000	360.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_ksl_human_female_LH	2.0000	infantry_light_effects	70	40	0.0000	false	1.0000	0.9000	2	wh_main_generic_character_aura		0.5000	1.4500	3	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_ksl_cha_hag_mother_shadow_blood	man	1.4000	3.1000	2.0000	3.0000	4.1000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	800.0000	2.2000	360.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_ksl_human_female_LH	2.0000	infantry_light_effects	70	40	0.0000	false	1.0000	0.9000	2	wh_main_generic_character_aura		0.5000	1.4500	3	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_ksl_cha_hag_mother_sled	chariot	1.5000	7.0000	5.5000	6.0000	10.4000	40.0000	35.0000	30.0000	1.9000	capsule	0.7500	1500.0000	1.8000	60.0000	60.0000	8	true	true	2.8000	0.0000	0.0000	large	1.0000	rotation	wh3_dlc24_ksl_hag_witch	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.8000	4			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	articulated_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_ksl_cha_hag_mother_sled_articulation	chariot	1.5000	7.0000	5.5000	6.0000	10.4000	40.0000	35.0000	30.0000	2.9000	capsule	0.3500	1500.0000	1.8000	360.0000	60.0000	8	true	true	2.8000	0.0000	0.0000	large	1.0000	rotation	wh3_dlc24_ksl_hag_witch_sled	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.8000	20			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_ksl_cha_hag_mother_spirit_blood	man	1.4000	3.1000	2.0000	3.0000	4.1000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	800.0000	2.2000	360.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_ksl_human_female_LH	2.0000	infantry_light_effects	70	40	0.0000	false	1.0000	0.9000	2	wh_main_generic_character_aura		0.5000	1.4500	3	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_ksl_cha_hag_witch_mixed_blood	man	1.4000	3.1000	2.0000	3.0000	4.1000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	800.0000	2.2000	360.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_ksl_human_female_LH	2.0000	infantry_light_effects	70	40	0.0000	false	1.0000	0.9000	2	wh_main_generic_character_aura		0.5000	1.4500	1	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_ksl_cha_hag_witch_spirit_blood	man	1.4000	3.1000	2.0000	3.0000	4.1000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	800.0000	2.2000	360.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_ksl_human_female_LH	2.0000	infantry_light_effects	70	40	0.0000	false	1.0000	0.9000	2	wh_main_generic_character_aura		0.5000	1.4500	1	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
