key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
#battle_entities_tables;39;db/battle_entities_tables/!!!!!!!2xunitsize_compat_!scm_totn
calm_fc_norsca_raven	man	1.5000	4.8000	6.0000	8.0000	12.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	200.0000	1.2000	0.0000	140.0000	8	true	true	0.0000	11.0000	13.0000	small	1.0000	ignore	wh3_dlc24_cth_onyx_crowman	0.0000	infantry_light_effects	30	0	0.0000	false	1.2000	0.9500	1			0.5000	1.6000	0	false		true	false	wh_main_unit_artillery_footstep	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
dead_nor_longship_scm	giant	2.0000	3.0000	5.0000	8.0000	3.0000	30.0000	25.0000	25.0000	6.0000	capsule	0.3000	20000.0000	6.0000	360.0000	15.0000	8	true	true	0.0000	3.0000	3.2000	very_large	1.0000	ignore_and_disable_banking	wh2_tmb_war_machine_casket_of_souls	0.0000	hovering_effects	0	0	0.0000	false	1.1000	0.8000	20			0.0000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	hovering_entity	false	1.0000	1.0000	1.0000	1.0000		true	false
hero_scm_norsca_ulsdau	giant	2.2000	7.0000	5.0000	5.0000	9.0000	45.0000	40.0000	40.0000	1.3500	capsule	0.9000	3500.0000	4.0000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	large	1.0000	ignore	none	4.0000	monstrous_infantry_effects	45	40	0.0000	false	1.0000	0.8000	3	wh_main_generic_character_aura		0.5000	1.4500	1	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	25	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
hkrul_akkorak	man	1.5000	3.5000	3.0000	4.0000	4.3000	35.0000	30.0000	30.0000	0.7500	circle	1.0000	600.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	2.0000	infantry_light_effects	70	40	0.0000	true	1.0000	0.9000	1	wh_main_generic_character_aura		0.5000	1.6000	1	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
hkrul_beorg_bear	giant	2.3000	7.5000	5.3000	5.0000	12.0000	45.0000	45.0000	45.0000	1.0500	circle	1.0000	2450.0000	3.3000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	large	1.0000	ignore	none	4.0000	monstrous_infantry_effects	30	40	0.0000	false	1.0000	0.8000	3	wh_main_generic_character_aura		0.5000	1.4500	1	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
hkrul_beorg_bear_sem	horse	1.5000	5.5000	3.5000	4.5000	8.0000	40.0000	35.0000	30.0000	2.3000	capsule	0.5500	4000.0000	2.2000	60.0000	60.0000	8	true	true	1.0000	0.0000	0.0000	large	1.0000	rotation_x	wh3_ksl_warbear	0.0000	monstrous_infantry_effects	60	60	0.0000	false	0.8000	0.7500	3			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
hkrul_birna	man	1.7000	4.0000	4.2000	5.0000	4.1000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	500.0000	2.2000	360.0000	240.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	none	2.0000	infantry_light_effects	70	20	0.0000	true	1.0000	0.9000	2	wh_main_generic_character_aura		0.5000	1.4500	46	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
hkrul_boartusk_boss	giant	2.8000	5.9000	4.4000	4.8000	9.0000	40.0000	35.0000	35.0000	5.5000	capsule	0.5500	11000.0000	9.2000	60.0000	60.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	rotation_x	none	6.0000	giant_effects	20	20	0.0000	false	0.9000	0.7500	5	wh_main_generic_character_aura		0.5000	1.4500	2	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
hkrul_drenok	man	1.5000	3.5000	3.0000	4.0000	4.3000	35.0000	30.0000	30.0000	0.7500	circle	1.0000	600.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	2.0000	infantry_light_effects	70	40	0.0000	true	1.0000	0.9000	1	wh_main_generic_character_aura		0.5000	1.6000	1	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
