key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
#battle_entities_tables;39;db/battle_entities_tables/!!!!!!!2xunitsize_compat_!TW_Millennium_Public
wh_twm_artillery_crew_limbered	man	2.0000	6.6000	4.0000	6.0000	10.7000	40.0000	35.0000	35.0000	0.6000	circle	1.0000	80.0000	1.8000	80.0000	90.0000	52	true	false	0.0000	0.0000	0.0000	medium	1.0000	ignore	wh_human_male	0.0000	infantry_light_effects	0	0	0.0000	false	1.0000	0.9000	2			0.5000	1.6000	2	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	0	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh_twm_building_emp_ammo_bunker	chariot	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.0000	capsule	1.0000	100000.0000	6.0000	360.0000	0.0000	16000	false	false	0.0000	0.0000	0.0000	very_large	0.0000	rotation	none	0.0000	artillery_effects	100	100	0.0000	false	2.0000	0.1000	15			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	0	very_large_entity	true	1.0000	1.0000	1.0000	1.0000		true	false
wh_twm_building_emp_artillery_depot	chariot	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.0000	capsule	1.0000	100000.0000	6.0000	360.0000	0.0000	14500	false	false	0.0000	0.0000	0.0000	very_large	0.0000	rotation	none	0.0000	artillery_effects	100	100	0.0000	false	2.0000	0.1000	15			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	0	very_large_entity	true	1.0000	1.0000	1.0000	1.0000		true	false
wh_twm_building_emp_field_barracks	chariot	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.5000	capsule	1.0000	100000.0000	6.0000	360.0000	0.0000	14500	false	false	0.0000	0.0000	0.0000	very_large	0.0000	rotation	none	0.0000	artillery_effects	100	100	0.0000	false	2.0000	0.1000	15			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	0	very_large_entity	true	1.0000	1.0000	1.0000	1.0000		true	false
wh_twm_building_emp_field_hospital	chariot	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.5000	capsule	1.0000	100000.0000	6.0000	360.0000	0.0000	12000	false	false	0.0000	0.0000	0.0000	very_large	0.0000	rotation	none	0.0000	artillery_effects	100	100	0.0000	false	2.0000	0.1000	15			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	0	very_large_entity	true	1.0000	1.0000	1.0000	1.0000		true	false
wh_twm_building_emp_headquarters	chariot	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	capsule	6.0000	100000.0000	6.0000	360.0000	0.0000	16000	false	false	0.0000	0.0000	0.0000	very_large	0.0000	rotation	none	0.0000	artillery_effects	100	100	0.0000	false	2.0000	0.1000	15			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	0	very_large_entity	true	1.0000	1.0000	1.0000	1.0000		true	false
wh_twm_building_emp_maintenance_depot	chariot	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.0000	capsule	1.0000	100000.0000	6.0000	360.0000	0.0000	13500	false	false	0.0000	0.0000	0.0000	very_large	0.0000	rotation	none	0.0000	artillery_effects	100	100	0.0000	false	2.0000	0.1000	15			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	0	very_large_entity	true	1.0000	1.0000	1.0000	1.0000		true	false
wh_twm_deployable_breaching_device	man	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	circle	1.0000	200.0000	0.5000	80.0000	0.0000	500	false	false	0.0000	0.0000	0.0000	small	0.0000	ignore	none	0.0000	hovering_effects	0	0	0.0000	false	1.0000	1.0000	1			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	0	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh_twm_deployable_bunker	turret	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.7500	capsule	0.6700	25000.0000	1.8000	70.0000	0.0000	7864	false	false	0.0000	0.0000	0.0000	very_large	0.0000	ignore	none	0.0000	artillery_effects	0	0	0.0000	false	2.0000	0.1000	15			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	0	wheeled_entity	true	1.0000	1.0000	1.0000	1.0000		true	false
wh_twm_deployable_flak_emplacement	turret	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.5000	capsule	1.0000	12500.0000	1.8000	40.0000	0.0000	4224	false	false	0.0000	0.0000	0.0000	very_large	0.0000	ignore	none	0.0000	artillery_effects	0	0	0.0000	false	3.0000	0.1000	10			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	0	wheeled_entity	true	1.0000	1.0000	1.0000	1.0000		true	false
wh_twm_deployable_mortar_emplacement	turret	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.5000	capsule	1.0000	15000.0000	1.8000	40.0000	0.0000	4224	false	false	0.0000	0.0000	0.0000	very_large	0.0000	ignore	none	0.0000	artillery_effects	0	0	0.0000	false	3.0000	0.1000	10			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	0	wheeled_entity	true	1.0000	1.0000	1.0000	1.0000		true	false
wh_twm_emp_aircraft_crew_ship	man	1.5000	3.3000	2.0000	4.0000	4.5000	35.0000	30.0000	30.0000	0.6000	circle	1.0000	100.0000	1.8000	120.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	0.0000	infantry_light_effects	0	0	0.0000	false	1.0000	0.9000	2			0.5000	1.6000	2	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
