key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
#battle_entities_tables;39;db/battle_entities_tables/!!!!!!!2xunitsize_compat_!!!laf_dwarfs
laf_dwf_cha_dwarf_hero_mounted	man	1.5000	3.2000	3.0000	4.0000	4.1000	35.0000	30.0000	25.0000	0.7500	circle	1.0000	1100.0000	1.5000	60.0000	120.0000	8	true	true	1.0000	0.0000	0.0000	small	1.0000	ignore	wh_dwarf_default	2.0000	infantry_light_effects	75	80	0.0000	false	1.0000	0.9000	4	wh_main_generic_character_aura		0.5000	1.4500	1	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_dwf_cha_dwarf_mounted	man	1.5000	3.2000	3.0000	4.0000	4.1000	35.0000	30.0000	25.0000	0.7500	circle	1.0000	1100.0000	1.5000	60.0000	120.0000	8	true	true	1.0000	0.0000	0.0000	small	1.0000	ignore	wh_dwarf_default	2.0000	infantry_light_effects	75	80	0.0000	false	1.0000	0.9000	4	wh_main_generic_character_aura		0.5000	1.4500	1	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_dwf_inf_ghost_dwarfs	man	1.5000	2.8000	4.0000	4.5000	3.7000	30.0000	25.0000	25.0000	0.5000	circle	1.0000	150.0000	1.4000	70.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.3000	ignore	wh_dwarf_default	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	139	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_dwf_inf_ghost_dwarfs_heavy	man	1.5000	2.6000	3.0000	5.0000	3.6000	30.0000	25.0000	25.0000	0.5000	circle	1.0000	250.0000	1.4000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.3000	ignore	wh_dwarf_default	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	139	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_dwf_inf_ghost_longbeards	man	1.5000	2.6000	3.0000	4.0000	3.6000	30.0000	25.0000	25.0000	0.5000	circle	1.0000	200.0000	1.4000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.3000	ignore	wh_dwarf_default	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	139	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_dwf_mount_carriers	horse	1.5000	3.2000	3.0000	4.0000	4.1000	35.0000	30.0000	30.0000	0.7500	capsule	0.4000	2500.0000	1.5000	60.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	medium	1.0000	rotation	wh_dwarf_throne_of_power_LH	2.0000	infantry_effects_noblood	70	80	0.0000	false	1.0000	0.8000	4			0.5000	1.4500	1	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_dwf_shield_bearers	horse	1.5000	3.2000	3.0000	4.0000	4.1000	35.0000	30.0000	30.0000	0.7500	capsule	0.4000	2500.0000	1.5000	60.0000	80.0000	8	true	true	1.0000	0.0000	0.0000	medium	1.0000	rotation	wh_dwarf_throne_of_power_LH	2.0000	infantry_effects_noblood	70	80	0.0000	false	1.0000	0.8000	4			0.5000	1.4500	1	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_vehicle_dwf_juggernaut_bolt_thrower	chariot	2.0000	6.6000	4.0000	6.0000	10.7000	40.0000	35.0000	35.0000	3.4000	capsule	0.4500	1500.0000	1.6000	60.0000	80.0000	8	false	false	1.0000	0.0000	0.0000	very_large	1.0000	rotation	wh2_dlc13_war_machine_warwagon	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	20			0.5000	1.4500	85	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
laf_vehicle_dwf_juggernaut_cannon	chariot	2.0000	6.6000	4.0000	6.0000	10.7000	40.0000	35.0000	35.0000	3.4000	capsule	0.4500	1750.0000	1.6000	60.0000	80.0000	8	false	false	1.0000	0.0000	0.0000	very_large	1.0000	rotation	wh2_dlc13_war_machine_warwagon	3.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	20			0.5000	1.4500	85	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
