key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	strafe_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_resistance	projectile_penetration_speed_change	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	combat_camera_shake	has_blood	can_dismember	dismember_arms_alive_hp_ratio	dismember_head_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	anim_lod_distance_multiplier	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
#battle_entities_tables;39;db/battle_entities_tables/!!!!!!!2xunitsize_compat_crys_leaders
crys_boyar_berserker	man	2.0000	4.0000	3.0000	5.0000	4.5000	1.0000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	900.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_human_male	2.0000	infantry_light_effects	90	90	0.0000	true	1.0000	1	0.9000	wh_main_generic_character_aura		0.5000	1.6000	1	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	20	small_entity	false	1.0000	2.2000	1.0000	1.0000		false	false
crys_boyar_greataxe	man	1.5000	3.4000	2.0000	4.0000	4.1000	1.0000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	1200.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_human_male	2.0000	infantry_light_effects	80	70	0.0000	true	1.0000	1	0.9000	wh_main_generic_character_aura		0.5000	1.6000	1	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	20	small_entity	false	1.0000	2.2000	1.0000	1.0000		false	false
crys_boyar_greatsword	man	1.5000	3.4000	2.0000	4.0000	4.1000	1.0000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	1100.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_human_male	2.0000	infantry_light_effects	70	70	0.0000	true	1.0000	1	0.9000	wh_main_generic_character_aura		0.5000	1.6000	1	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	20	small_entity	false	1.0000	2.2000	1.0000	1.0000		false	false
crys_boyar_shield	man	1.5000	3.4000	2.0000	4.0000	4.1000	1.0000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	1400.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_human_male	2.0000	infantry_light_effects	100	100	0.0000	true	1.0000	1	0.9000	wh_main_generic_character_aura		0.5000	1.6000	1	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	20	small_entity	false	1.0000	2.2000	1.0000	1.0000		false	false
crys_boyar_streltsi	man	1.5000	3.4000	2.0000	4.0000	4.1000	1.0000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	800.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_human_male	2.0000	infantry_light_effects	70	70	0.0000	true	1.0000	1	0.9000	wh_main_generic_character_aura		0.5000	1.6000	1	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	20	small_entity	false	1.0000	2.2000	1.0000	1.0000		false	false
crys_dwarf_engineer	man	1.5000	3.2000	3.0000	4.0000	4.1000	1.0000	35.0000	30.0000	25.0000	0.7500	circle	1.0000	1100.0000	1.5000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_dwarf_default	2.0000	infantry_light_effects	75	80	0.0000	true	1.0000	2	0.9000	wh_main_generic_character_aura		0.5000	1.4500	1	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
crys_dwarf_fast_slayer	man	2.2000	4.4000	4.0000	4.0000	5.0000	1.0000	35.0000	30.0000	25.0000	0.7500	circle	1.0000	1100.0000	1.5000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_dwarf_default	2.0000	infantry_light_effects	100	70	0.0000	true	1.0000	2	0.9000	wh_main_generic_character_aura		0.5000	1.4500	1	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
crys_dwarf_fast_warrior	man	1.8000	3.6000	3.5000	4.0000	4.4000	1.0000	35.0000	30.0000	25.0000	0.7500	circle	1.0000	1400.0000	1.5000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_dwarf_default	2.0000	infantry_light_effects	80	100	0.0000	true	1.0000	2	0.9000	wh_main_generic_character_aura		0.5000	1.4500	1	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
crys_dwarf_ranger	man	1.8000	3.6000	3.5000	4.0000	4.2000	1.0000	35.0000	30.0000	25.0000	0.7500	circle	1.0000	1100.0000	1.5000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	ignore	wh_dwarf_default	2.0000	infantry_light_effects	75	80	0.0000	true	1.0000	2	0.9000	wh_main_generic_character_aura		0.5000	1.4500	1	false		wh_main_unit_combat	true	true	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
