key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
#battle_entities_tables;39;db/battle_entities_tables/!!!!!!!2xunitsize_compat_ror_all
celestial	man	1.5000	2.8000	3.0000	4.0000	3.5000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	125.0000	1.8000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	0.0000	infantry_light_effects	50	50	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
celestial2	man	1.5000	2.8000	3.0000	4.0000	3.5000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	190.0000	1.8000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	0.0000	infantry_light_effects	85	85	0.0000	false	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	35	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
celestial3	man	1.5000	2.8000	3.0000	4.0000	3.5000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	125.0000	1.8000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	0.0000	infantry_light_effects	50	50	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	35	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
giant	giant	4.9000	5.9000	4.0000	4.0000	7.4000	35.0000	30.0000	30.0000	4.6000	circle	1.0000	12000.0000	15.0000	60.0000	60.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	ignore	wh_giant	6.0000	giant_effects	90	80	0.0000	false	0.8000	0.7500	5	wh_main_generic_character_aura		0.3000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		true	false
gnoblars	man	1.5000	3.7000	3.0000	4.0000	4.2000	35.0000	30.0000	30.0000	0.5000	circle	1.0000	120.0000	1.2000	60.0000	180.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_goblin	0.0000	infantry_light_effects	25	25	0.0000	true	1.0000	0.9500	1			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
gorger	giant	2.3000	6.4000	3.0000	4.0000	9.5000	50.0000	40.0000	35.0000	1.4000	ellipse	0.7500	2000.0000	3.2000	60.0000	100.0000	8	true	true	0.0000	0.0000	0.0000	large	1.0000	ignore	wh_troll	5.0000	monstrous_infantry_effects	75	75	0.0000	false	0.9000	0.7500	3			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	40	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
ironguts	giant	1.8500	5.4000	2.8000	4.0000	8.5000	50.0000	40.0000	35.0000	1.2000	circle	1.0000	1800.0000	3.2000	60.0000	100.0000	8	true	true	0.0000	0.0000	0.0000	large	1.0000	ignore	wh_troll	5.0000	monstrous_infantry_effects	20	20	0.0000	false	1.0000	0.7500	3			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	15	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
jadehorse	horse	2.0000	7.1000	6.0000	6.0000	10.6000	35.0000	30.0000	30.0000	1.4000	ellipse	0.5000	1100.0000	2.0000	360.0000	60.0000	8	true	true	1.0000	0.0000	0.0000	medium	1.0000	rotation_x	wh_horse_normal	0.0000	cavalry_effects	50	50	0.0000	false	1.0000	0.8500	2			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
kho_war_pro	man	1.8000	3.2000	2.0000	4.0000	4.4000	30.0000	25.0000	25.0000	0.7000	circle	1.0000	280.0000	2.0000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	0.0000	infantry_light_effects	50	50	0.0000	true	1.0000	0.9000	2			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	35	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
leadbelcher	giant	1.8500	4.2000	2.8000	4.0000	6.7000	50.0000	40.0000	35.0000	1.2000	circle	1.0000	1500.0000	3.1000	60.0000	100.0000	8	true	true	0.0000	0.0000	0.0000	large	1.0000	ignore	wh_troll	5.0000	monstrous_infantry_effects	50	50	0.0000	false	1.0000	0.7500	3			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
longma	giant	1.9000	9.2000	6.0000	10.0000	11.0000	35.0000	35.0000	35.0000	1.4000	ellipse	0.5000	1000.0000	2.3000	60.0000	120.0000	8	true	true	1.0000	13.5000	17.0000	medium	1.0000	rotation_x	wh_horse_pegasus	0.0000	ethereal_effects	50	30	0.0000	false	1.3000	0.8500	3			0.0000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
maneater	giant	2.0500	6.6000	2.8000	4.0000	10.0000	50.0000	40.0000	35.0000	1.2000	circle	1.0000	1700.0000	3.2000	60.0000	100.0000	8	true	true	0.0000	0.0000	0.0000	large	1.0000	ignore	wh_troll	5.0000	monstrous_infantry_effects	50	50	0.0000	false	1.0000	0.7500	3			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	40	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
maneater_ror	giant	1.7500	3.9000	2.8000	4.0000	6.2000	50.0000	40.0000	35.0000	1.2000	circle	1.0000	2100.0000	3.2000	60.0000	100.0000	8	true	true	0.0000	0.0000	0.0000	large	1.0000	ignore	wh_troll	5.0000	monstrous_infantry_effects	85	85	0.0000	false	1.0000	0.7500	3			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	40	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
ninja_cth	man	1.8000	5.2000	5.0000	6.0000	6.2000	40.0000	32.0000	32.0000	0.6000	circle	1.0000	90.0000	1.8000	60.0000	180.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	0.0000	infantry_light_effects	70	70	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	50	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
ninja_cth2	man	1.6000	4.6000	2.0000	4.0000	5.4000	35.0000	32.0000	32.0000	0.6000	circle	1.0000	90.0000	1.8000	60.0000	180.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	0.0000	infantry_light_effects	25	25	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	35	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
