key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!@whc_cth_unit_wuh_
cth_west_weijin_moqilin	cth_weijin_moqilin_hr	cth_west_weijin_moqilin	plate	cth_west_weijin_moqilin	wh_main_vo_culture_Horse
cth_north_suitang_jade_horse	hr1_wh3_longma	cth_north_suitang_jade_horse	plate	cth_north_suitang_jade_horse	wh_main_vo_culture_Pegasus
cth_south_tiger	cth_south_tiger	cth_south_tiger	plate	cth_south_tiger	vo_culture_None
cth_central_jade_lion	cth_central_jade_lion	cth_central_jade_lion	plate	cth_central_jade_lion	vo_culture_None
cth_west_pagoda	cth_west_pagoda	cth_west_pagoda	plate	cth_west_pagoda	vo_culture_None
cth_north_suitang_leiqilin	cth_suitang_leiqilin_hr	cth_north_suitang_leiqilin	plate	cth_north_suitang_leiqilin	wh_main_vo_culture_Horse
cth_east_mingqing_base_horse	cth_east_mingqing_peasant_hr	cth_east_mingqing_base_horse	plate	cth_east_mingqing_base_horse	wh_main_vo_culture_Horse
cth_south_songyuan_jade_horse	cth_south_songyuan_jade_hr	cth_south_songyuan_jade_horse	plate	cth_south_songyuan_jade_horse	wh_main_vo_culture_Horse
cth_east_jiaolong	cth_east_jiaolong	cth_east_jiaolong	plate	cth_east_jiaolong	vo_culture_None
cth_north_bian	cth_north_bian	cth_north_bian	plate	cth_north_bian	vo_culture_None
cth_south_songyuan_huoqilin	cth_songyuan_huoqilin_hr	cth_south_songyuan_huoqilin	plate	cth_south_songyuan_huoqilin	wh_main_vo_culture_Horse
cth_north_suitang_base_horse	hr1_wh3_warhorse_peasant	wh_main_cavalry_fast_blood	plate	cth_north_suitang_base_horse	wh_main_vo_culture_Horse
cth_west_weijin_zhajia_horse	cth_west_qinghan_jade_hr	cth_west_weijin_zhajia_horse	plate	cth_west_weijin_zhajia_horse	wh_main_vo_culture_Horse
cth_xueqilin_horse	hr1_warhorse	cth_xueqilin_horse	plate	cth_xueqilin_horse	wh_main_vo_culture_Horse
cth_south_ox	cth_south_ox	cth_south_ox	plate	cth_south_ox	vo_culture_None
cth_west_weijin_base_horse	hr1_warhorse	cth_west_weijin_base_horse	plate	cth_west_weijin_base_horse	wh_main_vo_culture_Horse
cth_guanning_horse	hr1_warhorse	cth_guanning_horse	plate	cth_guanning_horse	wh_main_vo_culture_Horse
