key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!DEER24Cathay
wh3_deer24_BAIMA	hr1_warhorse	wh_dlc05_wef_cav_stag_blood	plate	wh3_deer24_BAIMA	wh_main_vo_culture_Horse
wh3_deer24_yangjiama	hr1_wh3_longma	wh_dlc05_wef_cav_stag_blood	plate	wh3_deer24_yangjiama	wh_main_vo_culture_Pegasus
wh3_deer24_NUQIMA	hr1_warhorse	wh_main_cavalry_fast_blood	leather	wh3_main_ksl_horse_light	wh_main_vo_culture_Horse
wh3_deer24_MA	hr1_warhorse	wh_main_cavalry_slow_blood	leather	wh3_deer24_MA	wh_main_vo_culture_Horse
wh3_deer24_jinhunqilin	st1_dlc16_great_stag	wh2_dlc16_wef_cav_great_stag_blood	body	wh3_deer24_jinhunqilin	wh_main_vo_culture_Pegasus
wh3_deer24_QINTONGLONGMA	hr1_wh3_longma	wh3_main_cth_veh_oxen_draught_artillery	leather	wh3_deer24_QINTONGLONGMA	wh_main_vo_culture_Pegasus
wh3_deer24_jiaNUQIma	hr1_warhorse	wh_main_cavalry_slow_blood	plate	wh3_deer24_jiaNUQIma	wh_main_vo_culture_Horse
wwd_jinjun_fengyunlanlongma	hr1_wh3_longma	wh3_main_flying_jade_longma_blood	plate	wwd_jinjun_fengyunlanlongma	wh_main_vo_culture_Pegasus
jinwu_longma	hr1_warhorse	wh3_dlc20_chs_mnt_chaos_steed_knights	leather	jinwu_longma	wh_main_vo_culture_Pegasus
cth_steed_chariot	hr1_tomb_steed_draught	wh2_dlc09_tmb_cav_skeletal_steed_chariot	plate	wh3_main_cth_mnt_horse_heavy	wh_main_vo_culture_Horse
wh3_deer24_panda	be1_wh3_warbear	wh3_main_ksl_cav_war_bear_hero	plate	wh3_deer24_panda	vo_culture_Invalid
burenjia_ma	hr1_warhorse	wh3_dlc20_chs_mnt_chaos_steed_knights	leather	burenjia_ma	wh_main_vo_culture_Pegasus
