key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
#missile_weapons_tables;11;db/missile_weapons_tables/!!!Trajanns_Khorne_Compilation
traj_kho_razordon_small	false	traj_kho_razordon_small	razordon_spike	false
traj_kho_dwarf_infernal_guard_fireglaives	false	traj_kho_dwarf_infernal_guard_fireglaives	wh3_dlc23_fireglaive	false
kho_skaven_globe	false	kho_skaven_globe		false
traj_kho_medusa	false	traj_kho_medusa	wh2_dlc14_medusa_gaze	false
traj_kho_dwarf_infernal_ironsworn_sniper_fireglaives	false	traj_kho_dwarf_infernal_ironsworn_sniper_fireglaives	wh3_dlc23_fireglaive	false
traj_kho_cav_outrider	false	traj_kho_cav_outrider	repeater_rifle	false
traj_kho_salamander_small	false	traj_kho_salamander_small		false
traj_bloodstalker	false	traj_bloodstalker	crossbow	false
traj_kho_stegadon_blowpipe	false	traj_kho_stegadon_blowpipe		false
kho_skaven_mortar	false	kho_skaven_mortar	poison_wind_mortar	false
traj_kho_salamander	false	traj_kho_salamander		false
traj_kho_dwarf_infernal_ironsworn_flame_cannon	false	traj_kho_dwarf_infernal_ironsworn_flame_cannon	drakegun	false
traj_aspiring_pistol	false	traj_aspiring_pistol	hand_cannon	false
traj_kho_dwarf_iron_daemon_flamethrower	false	traj_kho_dwarf_iron_daemon_flamethrower	wh3_dlc23_iron_daemon_flamethrower	false
eku_thundertusk_missile	false	eku_thundertusk_missile		false
traj_kho_steam_tank_cannon	false	traj_kho_steam_tank_cannon	gatling_gun	false
kho_skaven_ratling_gun_bullet	false	kho_skaven_ratling_gun_bullet	wh2_dlc12_ratling_gun	false
kho_skaven_warp_jezzails	false	kho_skaven_warp_jezzails	wh2_dlc12_warplock_jezzails	false
traj_kho_stegadon_cannon	false	traj_kho_stegadon_cannon		false
traj_kho_terradon	false	traj_kho_terradon	javelin	false
traj_kho_dwarf_infernal_guard_blunderbusses	false	traj_kho_dwarf_infernal_guard_blunderbusses	blunderbuss	false
zkc_ushabti_bow	false	zkc_ushabti_bow	bow_large	false
zkc_bone_giant	false	zkc_bone_giant		false
traj_kho_inf_ice_guard_bow	false	traj_kho_inf_ice_guard_bow	bow	false
traj_kho_inf_crane_gunner	false	traj_kho_inf_crane_gunner	iron_hail_gunner	false
eku_heavy_war_sled	false	eku_heavy_war_sled	repeater_gun	false
zkc_tomb_guard_bow	false	zkc_tomb_guard_bow	bow	false
zkc_sepulchral	false	zkc_sepulchral		false
traj_kho_dwarf_deathshrieker_rocket_launcher	false	traj_kho_dwarf_deathshrieker_rocket_launcher	rocket_battery	false
traj_kho_razordon_ancient	false	traj_kho_razordon_ancient	razordon_spike	false
traj_kho_skink_skirmish	false	traj_kho_skink_skirmish	blowpipe	false
traj_kho_skink_cohort	false	traj_kho_skink_cohort	javelin	false
traj_bloodseeker	false	traj_bloodseeker	crossbow	false
kho_skaven_warpfire	false	kho_skaven_warpfire	warpfiregun	false
traj_kho_dwarf_infernal_ironsworn_heavy_fireglaives	false	traj_kho_dwarf_infernal_ironsworn_heavy_fireglaives	wh3_dlc23_fireglaive	false
traj_kho_bastiladon_engine	false	traj_kho_bastiladon_engine		false
traj_kho_dwarf_infernal_ironsworn_blood_raker	false	traj_kho_dwarf_infernal_ironsworn_blood_raker	blunderbuss	false
traj_kho_troglodon	false	traj_kho_troglodon		false
traj_kho_cygor	false	traj_kho_cygor		false
