key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
#missile_weapons_tables;11;db/missile_weapons_tables/!!!@whc_cth_unit_wuh_
cth_bayara_gongjian	false	cth_bayara_xiangjian	bow	false
cth_bomb_zhentianlie	false	cth_zhentianlei	globe	false
cth_east_mingqing_gunner_bomb	false	cth_east_mingqing_gunner_bomb_zhadan	globe	false
cth_east_mingqing_gunner_lianhuanchong	false	cth_east_mingqing_gunner_lianhuanchong_baodan	repeater_rifle	false
cth_east_mingqing_jade_crossbow	false	cth_east_mingqing_jade_crossbow_bee	rocket_battery	false
cth_east_mingqing_jade_hudun_cannon	false	cth_east_mingqing_jade_hudun_cannon_bul	cannon	false
cth_east_mingqing_jade_sanyan_gun	false	cth_east_mingqing_jade_sanyan_gun_bul	hand_cannon	false
cth_east_mingqing_jade_tuhuo	false	cth_east_mingqing_jade_tuhuo_roc	rocket_battery	false
cth_east_mingqing_longwei_pro_huolong	false	cth_east_mingqing_longwei_pro_huolong_roc	rocket_battery	false
cth_east_mingqing_minzu_pochengzhui	false	cth_east_mingqing_minzu_pochengzhui_jav	javelin	false
cth_east_mingqing_peasant_bow	false	cth_east_mingqing_peasant_bow_ar	bow	false
cth_huochangmao_yuancheng	true	cth_sanyanchong_rocket	iron_hail_gunner	false
cth_north_suitang_jade_shuwei_bow	false	cth_north_suitang_jade_shuwei_bow_ar	bow	false
cth_north_suitang_jade_shuwei_bow_anti_large	false	cth_north_suitang_jade_shuwei_bow_anti_large_ar	bow	false
cth_north_suitang_jade_shuwei_crossbow	false	cth_north_suitang_jade_shuwei_crossbow_ar	crossbow	false
cth_north_suitang_jade_shuwei_crossbow_ap	false	cth_north_suitang_jade_shuwei_crossbow_ap_ar	crossbow	false
cth_north_suitang_longwei_bow	false	cth_north_suitang_longwei_bow_ar	bow	false
cth_north_suitang_peasant_shuzu_bow	false	cth_north_suitang_peasant_shuzu_bow_ar	bow	false
cth_north_suitang_peasant_shuzu_crossbow	false	cth_north_suitang_peasant_shuzu_crossbow_ar	crossbow	false
cth_south_songyuan_jade_bow	false	cth_south_songyuan_jade_bow_ar	bow	false
cth_south_songyuan_jade_handbow	false	cth_south_songyuan_jade_handbow_ar	bow	false
cth_south_songyuan_longwei_pro_crossbow	false	cth_south_songyuan_longwei_pro_crossbow_ar	crossbow	false
cth_south_songyuan_peasant_bow	false	cth_south_songyuan_peasant_bow_ar	bow	false
cth_south_songyuan_peasant_hunter	false	cth_south_songyuan_peasant_hunter_traps	globe	false
cth_west_qinhan_cav_longma_crossbow	false	cth_west_qinhan_cav_longma_crossbow_ar	crossbow	false
cth_west_qinhan_cav_peasant_crossbow	false	cth_west_qinhan_cav_peasant_crossbow_ar	crossbow	false
cth_west_qinhan_jade_choku_crossbow	false	cth_west_qinhan_jade_choku_crossbow_ar	crossbow	false
cth_west_qinhan_jade_crossbow	false	cth_west_qinhan_jade_crossbow_ar	crossbow	false
cth_west_qinhan_peasant_choku_crossbow	false	cth_west_qinhan_peasant_choku_crossbow_ar	crossbow	false
