key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
#missile_weapons_tables;11;db/missile_weapons_tables/!!!bodyguards_allinone_en
emp_engineer_retinue_2	false	emp_bodyguard_rifle_bullet_ironsides	repeater_rifle	false
emp_engineer_retinue_4	false	emp_bodyguard_grenade_engineer_retinue	grenade_launcher	false
emp_witch_hunter_retinue_5	false	emp_bodyguard_grenade_witch_hunter	grenade_launcher	false
emp_witch_hunter_retinue_2	false	emp_bodyguard_rifle_bullet_sniper	repeater_rifle	false
emp_witch_hunter_retinue_4	false	emp_bodyguard_double_shot_pistol_bullet	pistol	false
emp_engineer_retinue_3	false	emp_bodyguard_rifle_outrider_repeater_bullet	repeater_rifle	false
emp_engineer_retinue_1	false	emp_bodyguard_rifle_repeater_bullet_ironsides	repeater_rifle	false
emp_witch_hunter_retinue_3	false	emp_bodyguard_free_company_pistol_bullet	pistol	false
emp_witch_hunter_retinue_1	false	emp_bodyguard_bow_arrow	bow	false
