key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!ovn_grudgebringers
grudgebringer_cavalry	0	0	18	25	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.4000		false
carlsson_guard	0	0	21	7	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
urblab_rotgut_mercenary_ogres	0	0	46	54	3.0000	axe	axe	medium	8	1.0000	1.0000	0.0000	false		0	10	3.9000		false
boris_von_raukov_4th_nuln_halberdiers	19	0	8	19	1.0000	spear	halberd		1	1.0000	0.5000	0.0000	false		0	10	5.6000		false
carlsson_cavalry	0	0	17	22	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.7000		false
azguz_bloodfist_dwarf_warriors	0	0	23	7	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
grudgebringers_wagon	0	0	80	24	3.0000	axe	spear	very_large	4	1.0000	1.0000	0.0000	false		1	1	4.0000		false
black_avangers	0	0	19	6	1.0000	sword	axe		1	1.0000	0.7500	0.0000	false		0	10	4.4000		false
grudgebringer_infantry	0	0	18	18	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
ragnar_wolves	0	0	15	26	2.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.6000		false
knights_of_the_realm_bertrand_le_grande	0	0	20	23	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.7000		false
