key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!MOD_red_hef_highborn_elves
wh2_main_hbe_gol_sword	0	0	20	15	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	4.5000		false
wh2_main_hbe_highborn_sword	0	0	25	12	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	4.5000		false
wh2_main_hbe_silverhelm_sword	0	0	26	5	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	4.3000		false
wh2_main_hbe_greatsword	0	17	15	25	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	4.3000		false
wh2_main_hbe_greataxe	0	0	9	23	1.0000	axe	axe		4	1.0000	1.0000	0.0000	false		0	10	4.4000		false
wh2_main_hbe_silverhelm_spear	16	0	21	9	1.0000	spear	spear		4	1.0000	1.0000	0.0000	false		0	10	4.2000		false
wh2_main_hbe_white_lions_sword	0	0	21	9	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	4.5000		false
wh2_main_hbe_halberd	20	0	10	22	2.0000	spear	halberd		4	1.0000	1.0000	0.0000	false		0	10	4.9000		false
wh2_main_hbe_white_lions_spear	16	0	20	8	1.0000	spear	spear		4	1.0000	1.0000	0.0000	false		0	10	4.2000		false
wh2_main_hbe_gol_spear	16	0	10	25	1.0000	spear	spear		4	1.0000	1.0000	0.0000	false		0	10	4.2000		false
