key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!jade_vamp_pol
cth_skeleton_spear	8	0	20	7	4.0000	spear	spear	small	1	0.0000	1.0000	0.0000	false		0	10	3.0000		false
jbv_blood_lions_spear	10	0	20	29	1.5000	spear	lance	small	2	0.4000	1.0000	0.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	3.5000		false
jbv_carriage_stomp	0	20	28	260	4.0000	axe	halberd	very_large	8	1.0000	1.2500	0.0000	true		12	12	4.0000		false
jbv_darkwater_ghost	0	11	0	26	3.0000	axe	ice_sword	small	1	2.0000	1.0000	0.0000	true	wh3_main_unit_contact_cursed_attacks	0	10	4.5000		false
jbv_devil_claws	0	0	188	50	5.0000	axe	Leviathan_Claw	very_large	12	2.0000	1.2500	0.0000	true		0	10	4.2000		false
jbv_diaosigui	0	0	0	240	5.0000	axe	spear_ghost	very_large	14	3.0000	1.2500	0.0000	true	jbv_ghost_choke	0	10	3.2000		false
jbv_faithuls_dagger	0	0	20	4	1.0000	axe	sword_claws	small	1	0.0000	1.0000	0.0000	false		0	10	3.0000		false
jbv_faithuls_mace	0	0	19	6	3.0000	axe	staff	small	1	0.0000	1.0000	0.0000	true		0	10	3.5000		false
jbv_ghost_host	0	0	0	9	3.0000	axe	ice_sword	small	1	0.5000	1.0000	0.0000	true	wh3_main_unit_contact_cursed_attacks_weak	0	10	4.5000		false
jbv_guardian_axe	0	0	0	440	7.0000	axe	club_huge	very_large	30	3.0000	1.2500	0.0000	true	jbv_soul_harvest_dummy	0	10	6.0000		false
jbv_halberd_0	15	0	26	16	3.0000	spear	halberd		1	1.0000	0.7500	0.0000	true		0	10	4.4000		false
jbv_mogwai_club	0	0	85	38	5.0000	axe	club_medium	large	6	1.0000	2.0000	10.0000	true	wh2_dlc12_unit_contact_flammable	0	10	5.0000		false
jbv_newbloods	0	8	28	12	1.5000	sword	sword	small	1	0.0000	1.0000	0.0000	false		0	10	2.5000		false
jbv_pale_claws	0	0	0	320	7.0000	axe	spear_ghost	large	14	1.5000	1.2500	0.0000	true	jbv_madness	0	10	2.5000		false
jbv_undead_hag	0	0	38	8	1.5000	axe	axe_medium	medium	3	1.0000	1.0000	0.0000	true	wh_main_unit_contact_poison	0	10	2.6000		false
jbv_xiang_men_gs	0	4	15	18	3.0000	sword	sword		1	1.0000	1.0000	0.0000	true		0	10	3.6000		false
jbv_yaoguai_claws	15	0	320	140	4.0000	axe	halberd	very_large	20	2.0000	1.2500	0.0000	true		0	10	4.2000		false
jbv_youxia_guandao	15	0	16	26	4.0000	axe	halberd	medium	3	0.6000	1.0000	0.0000	true		0	10	4.0000		false
jbv_youxia_swords	0	15	21	19	3.0000	sword	sword		1	1.0000	1.0000	0.0000	true		0	10	3.6000		false
