key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!lost_calm_jurassic_normal
calm_allosaur	0	0	31	87	3.0000	axe	creatures_claws	medium	4	1.0000	0.7500	0.0000	false		0	10	3.4000		false
calm_allosaur_cav	0	18	34	90	3.0000	spear	spear	medium	4	1.0000	0.7500	0.0000	false		0	10	3.2000		false
calm_ankylosaur	0	18	120	220	10.0000	axe	creatures_claws	medium	4	1.0000	1.2500	0.0000	false		0	10	3.7000		false
calm_arceopteryx	0	8	24	13	1.0000	sword	creatures_claws		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
calm_armoured_proto	25	0	20	70	2.0000	axe	axe	small	3	1.0000	1.0000	0.0000	false		0	10	3.8000		false
calm_cerapod	0	0	28	20	2.0000	axe	creatures_claws		1	1.0000	0.7500	0.0000	false		0	10	4.5000		false
calm_cherupins	0	0	30	12	2.0000	axe	creatures_claws		1	1.0000	0.7500	0.0000	false		0	10	4.5000		false
calm_colossodon	30	0	140	330	7.0000	axe	creatures_claws	large	5	1.0000	1.2500	0.0000	false		0	10	3.6000		false
calm_croc	0	0	33	77	3.0000	axe	creatures_claws	medium	4	1.0000	0.7500	0.0000	false		0	10	3.8000		false
calm_croc_cav	14	0	34	83	3.0000	spear	halberd	medium	4	1.0000	0.7500	0.0000	false		0	10	3.4000		false
calm_culchan	0	0	17	15	1.0000	sword	creatures_claws		1	1.0000	0.7500	0.0000	false		0	10	4.4000		false
calm_culchan_rider	10	0	19	15	2.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.2000		false
calm_custodian	25	0	115	340	12.0000	spear	spear_huge	large	8	1.0000	0.5000	0.0000	true		0	10	3.8000		false
calm_dilophiraptor	0	0	16	33	1.0000	sword	creatures_claws		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	3.8000		false
calm_feral_proto	0	25	20	40	2.0000	axe	axe	small	3	1.0000	1.0000	0.0000	false		0	10	4.0000		false
calm_ictlamimus	0	0	119	254	7.0000	axe	creatures_claws	large	4	1.0000	1.2500	0.0000	false		0	10	3.6000		false
calm_nuatl	0	0	11	33	2.0000	sword	creatures_claws	small	2	1.0000	0.7500	0.0000	false		0	10	3.8000		false
calm_ornisornis	15	0	36	94	2.0000	axe	creatures_claws	medium	4	1.0000	0.7500	0.0000	false		0	10	4.0000		false
calm_pachy	8	0	19	37	1.0000	axe	creatures_claws		1	1.0000	0.7500	0.0000	false		0	10	4.5000		false
calm_parasaur	0	0	38	35	4.0000	axe	creatures_claws	large	3	1.0000	1.0000	0.0000	false		1	1	4.0000		false
calm_pleuridon	0	0	135	280	9.0000	axe	creatures_claws	large	5	1.0000	1.2500	0.0000	false		0	10	3.6000		false
calm_quatzelotus	0	0	135	335	20.0000	axe	creatures_claws	large	7	1.0000	1.2500	0.0000	true		0	10	3.8000		false
calm_rex	35	0	200	390	8.0000	axe	creatures_claws	large	7	1.0000	1.2500	0.0000	false		0	10	3.6000		false
calm_rodan	0	0	145	344	8.0000	axe	creatures_claws	large	6	1.0000	1.2500	0.0000	false		0	10	3.8000		false
calm_shield_proto	0	0	33	80	2.0000	axe	club_medium	medium	4	1.0000	1.2500	0.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	3.8000		false
calm_spitter_proto	0	15	22	32	2.0000	axe	axe	small	3	1.0000	1.0000	0.0000	false		0	10	4.0000		false
calm_stegasaur	0	22	150	320	10.0000	axe	creatures_claws	medium	7	1.5000	1.2500	0.0000	false		0	10	3.5000		false
calm_thunder_lizard	0	34	210	420	10.0000	axe	creatures_claws	large	8	1.4000	1.2500	0.0000	false		8	8	4.0000		false
calm_vulture	0	0	290	155	6.0000	axe	creatures_claws	large	5	1.0000	0.7500	0.0000	false		0	3	4.0000		false
calm_xholadocus	0	30	150	350	9.0000	axe	creatures_claws	large	5	1.0000	1.2500	0.0000	false		0	10	3.6000		false
