key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!1a_glf_unit_expansion
glf_brt_royal_knights_of_the_realm	12	0	28	12	1.0000	lance	spear		1	1.0000	0.5000	0.0000	false		0	10	5.1000		false
glf_def_dwarf_slaves	0	0	6	18	1.0000	axe	axe		1	1.0000	2.0000	0.0000	false		0	10	4.3000		false
glf_sp_mercenary_greatswords	0	15	15	30	1.0000	sword	sword	small	2	1.0000	0.7500	0.0000	false		0	10	4.3000		false
glf_skv_handgunners	0	0	18	8	1.0000	sword	sword		5	1.0000	1.0000	0.0000	false		0	10	4.3000		false
glf_brt_knights_of_the_realm_sword	0	8	28	12	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
glf_emp_reiksguard_walk	0	0	26	10	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
glf_cth_jade_warriors_javelin	16	0	19	6	1.0000	spear	halberd		1	1.0000	0.7500	0.0000	false		0	10	4.6000		false
glf_def_elf_slaves	0	0	16	8	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	4.8000		false
glf_cth_western_provinces_blademaster	0	12	40	20	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	3.8000		false
glf_skv_stormfiend_rattling_gun	0	0	200	220	6.0000	axe	axe	medium	6	0.9000	1.0000	0.0000	false		0	10	3.8000		false
glf_ksl_armoured_kossar_spear	15	0	21	7	1.0000	spear	spear		1	1.0000	0.7500	0.0000	false		0	10	5.7000		false
glf_wef_torgovann_guard	20	0	11	25	2.0000	spear	halberd		4	1.0000	0.7500	0.0000	false		0	10	4.9000		false
glf_wef_wildwood_sentry	15	0	9	21	1.0000	spear	spear		1	1.0000	0.7500	0.0000	false		0	10	4.5000		false
glf_tmb_nehekhara_killer	0	8	26	7	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.5000		false
