key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!Zerooz_All_Units
def_inf_daughters_of_khaine	0	0	25	10	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.4000		false
ogr_inf_eshin_maneater	0	0	52	86	3.0000	sword	sword	medium	6	1.0000	1.0000	0.0000	false	wh2_main_unit_contact_weeping_blade	0	10	4.0000		false
cth_inf_jade_warrior_great_sword	0	12	10	20	1.0000	sword	sword		2	1.0000	1.0000	0.0000	false		0	10	4.3000		false
haven_royal_hippogryph	0	0	35	85	8.0000	sword	axe	large	8	1.0000	1.0000	0.0000	false		0	3	4.0000		false
cth_inf_dragon_tiger_guard	0	18	12	30	2.0000	spear	halberd	medium	3	1.0000	1.0000	0.0000	true		0	10	4.6000		false
emp_inf_range_sword	0	0	21	7	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.0000		false
emp_inf_vengeful_blades	0	14	26	10	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.2000		false
cth_cav_celestial_mighty_axe_guard	0	0	25	45	2.0000	axe	spear	small	4	0.4000	0.5000	0.0000	true		0	10	4.0000		false
cth_cav_jade_crossbow_sword	0	0	21	3	1.0000	sword	sword		2	1.0000	1.0000	0.0000	false		0	10	4.2000		false
hef_cav_sister_of_eternal	0	0	13	27	1.0000	sword	sword		1	1.0000	1.0000	0.0000	true	wh_main_unit_contact_poison	0	10	4.8000		false
hef_brave_guardians_lance	20	0	11	25	2.0000	spear	spear		4	1.0000	0.5000	0.0000	false		0	10	4.8000		false
cth_inf_nangao_firework_trops	0	0	15	28	1.0000	spear	halberd		1	1.0000	0.7500	1.0000	false		0	10	4.2000		false
hef_inf_hunter_of_chrace	16	0	21	9	1.0000	spear	spear		1	1.0000	0.7500	0.0000	false		0	10	4.8000		false
