key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!ak_teb
teb_amazons	0	8	7	23	1.0000	sword	sword		1	1.0000	1.0000	0.0000	true		0	10	4.5000		false
teb_conqui_adventurers	0	0	24	11	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.0000	teb_conqui_adventurers	false
teb_encarmine	0	8	28	12	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.0000		false
teb_enforcers	0	0	7	19	1.0000	axe	hammer		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
teb_freelance_knights	10	0	22	10	1.0000	lance	spear		1	1.0000	1.0000	0.0000	false		0	10	5.1000		false
teb_golden_lion	25	0	180	270	6.0000	axe	creatures_claws	large	5	1.4000	0.7500	0.0000	false		0	3	3.6000		false
teb_halberd_billmen	8	0	9	20	1.0000	spear	halberd		5	1.0000	1.0000	0.0000	false		0	10	4.6000		false
teb_halberd_bwatch	20	0	10	26	1.0000	spear	halberd		1	1.0000	1.0000	0.0000	false		0	10	4.6000		false
teb_halberd_guard	8	0	11	24	1.0000	spear	halberd		5	1.0000	1.0000	0.0000	false		0	10	4.6000		false
teb_half_pikes	18	0	18	7	3.0000	spear	spear		1	1.0000	1.0000	0.0000	false		0	10	4.0000		false
teb_irrana	8	0	22	8	2.0000	spear	spear		1	1.0000	1.0000	0.0000	false		0	10	4.0000		false
teb_kotrs	16	0	20	10	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.2000		false
teb_light_scouts	0	0	20	6	2.0000	lance	spear		1	1.0000	0.7500	0.0000	false		0	10	5.0000		false
teb_manflayers	0	14	10	26	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.3000		false
teb_noble_retinue	10	0	28	12	1.0000	lance	spear		1	1.0000	1.0000	0.0000	false		0	10	5.1000		false
teb_pike	20	0	18	8	3.0000	spear	spear		1	1.0000	1.0000	0.0000	false		0	10	4.0000		false
teb_roc_broswords	5	0	13	25	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
teb_roc_bwatch	0	15	10	26	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	4.3000		false
teb_roc_dieterfist	0	0	26	9	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
teb_roc_estragon	0	0	24	11	1.0000	sword	sword		1	1.0000	1.0000	0.0000	true		0	10	4.0000		false
teb_roc_gunn	0	0	20	8	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false	teb_dirty_fighting	0	10	4.4000		false
teb_roc_kotss	0	0	21	13	1.0000	sword	sword		1	1.0000	1.0000	5.0000	true	teb_contact_blind	0	10	4.5000		false
teb_roc_organ	24	0	9	29	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
teb_shieldbearers	18	0	21	13	2.0000	spear	spear		1	1.0000	1.0000	0.0000	false		0	10	4.2000	teb_shieldbearers	false
teb_sisters	22	0	12	20	2.0000	spear	spear		1	1.0000	1.0000	0.0000	false		0	10	4.2000		false
teb_swash	0	0	26	8	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false	teb_dirty_fighting	0	10	4.0000		false
teb_tank	0	18	30	70	4.0000	axe	unarmed	very_large	4	0.5000	1.0000	0.0000	false		4	4	7.0000		false
teb_tichi	0	0	14	34	2.0000	spear	spear		1	1.0000	1.0000	0.0000	false		0	10	4.2000		false
teb_vespero	0	12	21	11	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	3.8000		false
