key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!obsidian_lustria_rises
lzd_ancient_razordon	0	0	115	250	7.0000	axe	creatures_claws	large	4	1.0000	1.2500	0.0000	false		0	10	3.6000		false
lzd_great_wyrm	10	0	110	225	8.0000	axe	creatures_claws	large	6	1.0000	0.7500	0.0000	false		0	10	4.0000		false
lzd_skink_altar_braves	12	0	6	21	2.0000	spear	halberd		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.6000		false
lzd_skink_cold_ones_riders	0	0	12	34	1.0000	axe	creatures_claws		1	1.0000	0.7500	0.0000	false		0	10	4.4000		false
lzd_skink_culchan_riders	0	8	45	10	1.0000	axe	creatures_claws		2	1.0000	0.7500	0.0000	false		0	10	4.0000		false
lzd_skink_horned_ones_riders	14	0	16	37	2.0000	spear	spear		2	1.0000	0.5000	0.0000	false		0	10	4.2000		false
lzd_spawn_leaders	0	10	26	26	2.0000	axe	club_saurus		2	1.0000	0.7500	0.0000	false		0	10	3.7000		false
obsidian_lzd_coatl_young	0	0	100	240	9.0000	axe	creatures_claws	large	2	1.0000	1.1500	0.0000	true		0	10	3.8000		false
obsidian_lzd_cold_one_spear_sotek	14	0	14	34	2.0000	spear	spear		1	1.0000	0.5000	0.0000	false	wh_main_unit_contact_poison	0	10	4.2000		false
obsidian_lzd_fogwreathed_elementals	0	0	36	84	2.0000	axe	axe	medium	4	1.3000	0.5000	0.0000	true		3	3	4.0000		false
obsidian_lzd_horned_one_club_sotek	0	0	19	41	2.0000	axe	creatures_claws		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.5000		false
obsidian_lzd_inf_saurus_spear_sotek	16	0	29	13	2.0000	spear	spear		1	1.0000	0.5000	0.0000	false	wh_main_unit_contact_poison	0	10	4.1000		false
obsidian_lzd_inf_saurus_warrior_sotek	0	0	34	18	2.0000	axe	club_saurus		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	3.7000		false
obsidian_lzd_inf_temple_guard_sotek	16	0	13	29	2.0000	spear	halberd		1	1.0000	0.5000	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
obsidian_lzd_kroxigor_sotek	0	15	30	70	2.0000	axe	club_medium	medium	4	1.0000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	10	3.8000		false
obsidian_lzd_sacred_kroxigor_sotek	0	0	36	84	3.0000	axe	club_medium	medium	3	1.0000	1.2500	0.0000	true	wh_main_unit_contact_poison	0	10	4.0000		false
obsidian_lzd_skink_horned_ones_riders_sotek	14	0	16	37	2.0000	spear	spear		2	1.0000	0.5000	0.0000	false	wh_main_unit_contact_poison	0	10	4.2000		false
obsidian_lzd_spawn_leaders_sotek	0	10	26	26	2.0000	axe	club_saurus		2	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	3.7000		false
