key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!calm_animals_for_wood_elves
rory_welf_stag_antler	0	0	45	20	2.0000	sword	creatures_claws	small	3	1.0000	1.0000	0.0000	true		0	10	4.0000		false
rory_welf_pegasus_kick	0	0	45	20	2.0000	axe	creatures_claws		2	1.0000	1.0000	0.0000	false		0	10	4.5000		false
rory_welf_wildcat_claw	0	10	24	13	1.0000	axe	creatures_claws	medium	3	1.0000	1.0000	0.0000	false		0	3	4.0000		false
rory_welf_griffon_talon	30	0	140	365	7.0000	sword	creatures_claws	large	8	1.0000	1.0000	0.0000	false		0	3	4.0000		false
rory_welf_tiger_claw	0	20	30	30	2.0000	axe	creatures_claws	medium	4	1.0000	1.0000	0.0000	false		0	3	4.0000		false
rory_welf_grey_wolf_claw	25	0	40	25	2.0000	axe	creatures_claws	small	3	1.0000	1.0000	0.0000	false		0	10	4.0000		false
rory_welf_elk_antler	0	0	20	5	1.5000	sword	creatures_claws		1	1.0000	1.0000	0.0000	false		0	10	5.0000		false
rory_welf_giant_tusk	0	15	20	45	2.0000	sword	creatures_claws	medium	2	1.0000	1.0000	0.0000	false		0	10	4.0000		false
rory_welf_boar_tusk	0	0	8	22	1.0000	sword	creatures_claws		1	1.0000	1.0000	0.0000	false		0	10	4.5000		false
rory_wef_lake_dragon	0	0	150	440	8.0000	axe	creatures_claws	large	8	1.5000	1.0000	0.0000	true	wh_main_unit_contact_poison	0	10	3.8000		false
rory_welf_quest_beast_talon	0	25	35	90	4.0000	axe	creatures_claws	medium	2	1.3000	1.0000	0.0000	false		0	10	4.0000		false
