key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!KslUni
tor_thunder_axe_1h	0	8	49	14	1.0000	axe	axe		1	1.0000	1.2500	0.0000	false	thunder_strike	0	10	3.8000		false
ksl_tsarina_guard_spear	20	0	18	16	2.0000	spear	halberd		1	1.0000	0.7500	0.0000	true	piercing_ice	0	10	4.0000		false
dazh_fire_sword_1h	0	0	70	38	2.0000	sword	sword	medium	3	1.4000	1.0000	1.0000	true		0	10	4.0000		false
wh3_main_ksl_gryphon_halberd	0	10	15	35	1.0000	lance	halberd	small	3	0.2000	0.7500	0.0000	false		0	10	4.8000		false
bridgeward_spear	15	0	23	9	1.0000	spear	spear		1	1.0000	0.7500	0.0000	false		0	10	4.8000		false
wh3_main_ksl_faith_hammer	0	0	14	41	1.0000	axe	hammer_dwarf		2	1.0000	1.2500	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.0000		false
wh3_main_ksl_bear_spear	20	0	30	20	2.0000	spear	halberd		1	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_main_ksl_armoured_kossar_axe1	0	10	24	12	1.0000	axe	axe		1	1.0000	1.2500	0.0000	false		0	10	4.0000		false
wh3_main_ksl_ungols_axe_2h	0	25	33	77	2.0000	axe	axe	medium	3	1.2000	1.2500	0.0000	false		0	10	3.8000		false
wh3_main_ksl_marine_gun_halberd	0	12	9	36	1.0000	axe	axe	medium	2	0.1000	1.2500	0.0000	false		0	10	4.0000		false
war_bear_03_ly	0	28	35	42	5.0000	axe	claw	large	3	1.0000	1.0000	0.0000	false	wh_dlc06_unit_contact_sundered_armour	3	2	4.0000		false
war_bear_01_ly	0	18	28	15	5.0000	axe	claw	large	3	1.0000	1.0000	0.0000	false		3	2	4.0000		false
