key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!cf-Ksl-units
cf_akshina_dual_axes	0	14	25	10	1.0000	sword	sword_claws		1	1.0000	0.5000	0.0000	false		0	10	3.0000		false
cf_akshina_great_axe	0	0	10	25	1.0000	axe	axe		1	1.0000	0.5000	0.0000	false		0	10	3.0000		false
cf_ancient_widow	0	0	150	300	3.0000	knife	creatures_claws	small	3	1.0000	0.5000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.0000		false
cf_boyar_guards	0	20	30	17	1.0000	axe	axe		1	1.0000	0.5000	0.0000	false		0	10	3.0000		false
cf_chekist	0	14	27	15	1.0000	sword	hammer		1	1.0000	0.5000	0.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	3.0000		false
cf_dazh_phoenix	0	0	140	320	7.0000	axe	creatures_claws	medium	5	1.0000	1.0000	1.0000	true	wh_main_unit_contact_morale	0	10	4.0000		false
cf_feral_elk	0	0	15	7	3.0000	spear	creatures_claws		1	1.0000	0.5000	0.0000	false		0	10	4.0000		false
cf_frostheart_phoenix	0	0	140	320	7.0000	axe	creatures_claws	medium	5	1.0000	1.0000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.0000		false
cf_giant_spider_frost_fangs	0	0	12	25	3.0000	knife	creatures_claws		1	1.0000	0.5000	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
cf_gryphon_legion_halberds	25	0	17	30	1.0000	lance	halberd		1	1.0000	0.5000	0.0000	false		0	10	4.8000		false
cf_gryphon_legion_knights	25	0	17	30	3.0000	lance	halberd	medium	3	1.0000	0.5000	0.0000	false		0	10	4.0000		false
cf_ice_guard_glaive_melee	25	0	30	17	3.0000	spear	halberd		3	1.0000	0.5000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.0000		false
cf_ice_guard_shield	0	0	30	12	1.0000	sword	club		1	1.0000	0.5000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.0000		false
cf_kurgan_brute_greatweapon	0	20	33	77	3.0000	axe	axe	medium	3	1.0000	0.5000	0.0000	false		0	10	4.0000		false
cf_royal_bokha_palace_guard	0	0	30	17	1.0000	axe	axe		1	1.0000	0.5000	0.0000	false		0	10	4.0000		false
cf_royal_kreml_guard	0	0	10	37	1.0000	axe	axe		1	1.0000	0.5000	0.0000	false		0	10	4.4000		false
cf_throwing_axe	0	5	21	7	1.0000	axe	axe		1	1.0000	1.0000	1.0000	true		0	10	3.8000		false
cf_throwing_javelin	25	0	21	7	3.0000	spear	spear		1	1.0000	1.0000	0.0000	false		0	10	3.8000		false
cf_tor_phoenix	0	0	140	320	7.0000	axe	creatures_claws	medium	5	1.0000	1.0000	1.0000	true	cf_thundering_hits	0	10	4.0000		false
cf_tzar_guard_cav	0	8	15	27	3.0000	lance	halberd	medium	3	1.0000	0.5000	0.0000	false		0	10	4.0000		false
cf_ungol_warrior_drunk	0	5	21	7	1.0000	axe	axe		1	1.0000	0.5000	0.0000	false		0	10	4.2000		false
wh3_dlc24_ksl_kislevite_warriors_halberd	15	0	8	17	1.0000	spear	halberd		1	1.0000	0.5000	0.0000	false		0	10	4.4000		false
wh3_main_ksl_armoured_kossar_great_mace	0	0	10	26	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.0000		false
wh3_main_ksl_armoured_kossar_spear	15	0	23	9	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.8000		false
wh3_main_ksl_armoured_kossar_sword_dual	0	14	23	9	1.0000	sword	sword		1	1.0000	0.5000	0.0000	false		0	10	3.6000		false
wh3_main_ksl_bear_draught_little_grom	0	20	33	77	5.0000	axe	creatures_claws	very_large	3	1.0000	0.7500	0.0000	false		2	2	4.0000		false
wh3_main_ksl_bear_draught_sled	0	20	33	77	3.0000	axe	creatures_claws	very_large	3	1.0000	1.0000	0.0000	false		2	2	4.0000		false
wh3_main_ksl_bear_glaive	25	0	33	77	3.0000	lance	halberd	medium	3	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh3_main_ksl_bear_glaive_frost	25	0	33	77	3.0000	lance	halberd	medium	3	1.0000	0.5000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.0000		false
wh3_main_ksl_ice_guard_dual_swords	0	5	30	12	1.0000	sword	sword		1	1.0000	0.5000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.0000		false
wh3_main_ksl_kossar_axe	0	0	21	7	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.2000		false
wh3_main_ksl_streltsi_gun_halberd	0	0	9	25	1.0000	axe	axe	small	1	1.0000	1.0000	0.0000	false		0	10	4.0000		false
wh3_main_ksl_sword_horse_archers	0	0	21	7	1.0000	sword	sword		1	1.0000	0.5000	0.0000	false		0	10	4.8000		false
wh3_main_ksl_tzar_guard_halberd	25	0	15	27	1.0000	spear	halberd	medium	1	1.0000	0.5000	0.0000	false		0	10	4.8000		false
