key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!str_toro_skaven
skaven_cav	0	15	20	12	1.0000	sword	sword	small	3	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	15	10	3.5000		false
poxigors	0	20	25	70	2.0000	axe	club_medium	medium	4	1.0000	1.2500	0.0000	false		0	10	3.8000		false
krakback_kill_squad_spears	35	0	15	75	1.0000	sword	sword	very_small	3	1.0000	0.7500	0.0000	false	wh2_main_unit_contact_weeping_blade	0	10	3.5000		false
skaven_mech_gat	0	0	100	300	13.0000	sword	creatures_claws	large	8	1.0000	1.0000	0.0000	false		0	10	4.5000		false
warp_tank	0	0	35	80	4.0000	axe	unarmed	very_large	4	1.0000	1.2500	0.0000	false	wh2_main_unit_contact_weeping_blade	6	4	4.0000		false
skaven_mech	0	0	100	300	13.0000	sword	creatures_claws	large	8	1.0000	1.0000	0.0000	false		0	10	4.5000		false
warp_forged	0	20	30	30	1.0000	sword	sword	small	5	1.0000	0.7500	0.0000	false		9	10	2.7000		false
krakback_kill_squad	0	35	15	75	1.0000	sword	sword	very_small	3	1.0000	0.7500	0.0000	false	wh2_main_unit_contact_weeping_blade	0	10	3.5000		false
skaven_mech_at	0	0	100	300	13.0000	sword	creatures_claws	large	8	1.0000	1.0000	0.0000	false		0	10	4.5000		false
warp_zeppelin	0	0	20	6	1.0000	axe	unarmed		1	1.0000	1.2500	0.0000	false		0	10	6.0000		false
