key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!xou_age_TKExtended
Bastethi_claws	0	4	17	1	0.0000	sword	creatures_claws		2	1.0000	1.0000	0.0000	true		2	2	4.0000		false
Great_Bastethi_claws	0	4	25	1	0.0000	sword	creatures_claws		3	1.0000	1.0000	0.0000	true		2	2	4.0000		false
MC_D_staff	0	12	17	35	2.0000	spear	halberd	very_large	4	2.0000	1.0000	0.0000	true	wh_dlc06_unit_contact_discouraged	3	3	3.8000		false
MC_L_staff	0	12	17	35	2.0000	spear	halberd	very_large	4	2.0000	1.0000	10.0000	true		3	3	3.8000		false
MC_N_staff	0	12	17	35	2.0000	spear	halberd	very_large	4	2.0000	1.0000	0.0000	true	wh_main_unit_contact_poison	3	3	3.8000		false
NecrolithcolossusDW_swords	0	24	170	300	6.0000	sword	sword	large	5	3.0000	1.0000	1.0000	false		4	4	3.8000		false
Obs_Bastethi_claws	0	0	110	160	2.0000	axe	creatures_claws	medium	3	1.5000	1.0000	0.0000	false	wh_dlc06_unit_contact_discouraged	0	5	3.4000		false
RORarcher_weapon	0	0	25	12	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	3.8000		false
RORgreatsword	0	8	15	32	2.0000	sword	sword		4	1.7000	1.0000	0.0000	false		0	10	3.8000		false
Serpentguard_sword	0	12	17	35	2.0000	sword	sword_medium	very_large	4	2.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	3	3	3.8000		false
Serpentguard_swordRoR	0	12	19	37	2.0000	sword	sword_medium	medium	4	2.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	2	2	3.8000		false
TK_Unit_Boost_Weapon_TKGW_NWGS	0	6	12	25	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	3.8000		false
TK_Unit_Boost_Weapon_TKGW_SKGS	0	4	7	16	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	3.8000		false
TK_Unit_Boost_Weapon_TKGW_TGGS	0	8	13	32	1.0000	sword	sword		4	1.7000	1.0000	0.0000	false		0	10	3.8000		false
TMB_Cav_Teir1_Sword_Weaponsword	0	6	18	5	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
TMB_Cav_Teir2_Spear_Weaponspear	8	0	30	6	2.0000	spear	spear		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
TMB_Cav_Teir3_Spear_Weaponspear	14	0	26	12	2.0000	lance	spear	medium	2	1.0000	1.0000	0.0000	false		0	10	4.3000		false
TMB_Cav_Teir3_Sword_Weaponsword	0	10	9	29	1.0000	sword	sword	medium	2	1.0000	1.0000	0.0000	false		0	10	4.3000		false
TMB_Cav_Teir4_Lancers_Weaponlance	0	0	19	36	2.0000	lance	spear	medium	2	1.5000	1.0000	0.0000	true		0	10	4.3000		false
TMB_Nehek_Halberd_WeaponHalberd	12	0	14	18	2.0000	spear	halberd		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
