key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!Trajanns_Khorne_Compilation
KhoChosenROR	0	0	12	38	1.0000	axe	axe		1	1.0000	1.2500	1.0000	false		0	10	4.0000		false
KhoHoundROR	0	0	38	20	2.0000	sword	creatures_claws	small	2	1.0000	1.0000	0.0000	true	wh_dlc06_unit_contact_sundered_armour	0	10	4.0000		false
KhoKnightsROR	15	0	24	56	1.0000	sword	sword_medium	small	3	1.0000	1.0000	1.0000	false		0	10	4.0000		false
KhoMinotaurROR	25	0	33	77	2.0000	axe	axe	medium	3	1.2000	1.2500	0.0000	false		0	10	4.0000		false
KhoShrineROR	0	25	100	225	7.0000	axe	unarmed	large	8	1.0000	1.2500	1.0000	true		4	4	4.0000		false
bloodsaurian	0	0	220	530	20.0000	axe	creatures_claws	large	10	1.0000	1.2500	0.0000	true		8	8	4.0000		false
bloodsaurian_normal	0	0	220	530	20.0000	axe	creatures_claws	large	10	1.0000	1.2500	0.0000	true		8	8	4.0000		false
daeprinceror	0	0	150	350	9.0000	sword	sword_huge	large	8	1.2500	1.0000	0.0000	true	wh3_main_unit_contact_soporific_musk	0	10	4.0000		false
eku_arachnarok_spider	20	0	140	360	10.0000	axe	creatures_claws	large	6	1.0000	1.2500	1.0000	false		0	10	3.2000		false
eku_colossal_squig	0	20	120	340	7.0000	axe	creatures_claws	large	5	1.5000	1.2500	0.0000	false		4	10	3.2000		false
eku_dragon_princes_mounted	15	0	13	31	1.0000	lance	spear		1	1.0000	0.5000	10.0000	false	traj_kho_contact_bloodflame	0	10	5.0000		false
eku_heavy_war_sled	0	20	33	55	5.0000	axe	creatures_claws	very_large	3	1.0000	1.0000	0.0000	true		1	1	4.0000		false
eku_juggernaught_chariot	0	30	150	300	7.0000	axe	creatures_claws	very_large	5	1.0000	1.0000	1.0000	true		2	2	4.0000		false
eku_rotting_leviathan	0	15	120	360	10.0000	axe	creatures_claws	large	6	1.7500	0.7500	0.0000	true		5	5	3.2000		false
