key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!_hv_overhaul_hvo
wh_dlc02_vmp_blood_knight_lance	22	0	26	20	1.0000	lance	spear		1	1.0000	0.5000	0.0000	false		0	10	5.1000		false
hv_ksl_inf_halberd	18	0	12	26	1.0000	spear	halberd		1	1.0000	0.5000	0.0000	false		0	10	4.4000		false
hv_cst_inf_sartosa_boarding_axes_great_axe	0	0	8	23	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.0000		false
hv_def_spear_2h_darkriders	0	0	20	9	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.5000		false
hv_emp_lance_knights_panther	5	0	29	10	1.0000	lance	spear		1	1.0000	0.5000	0.0000	false		0	10	5.1000		false
hv_dwf_rangers_dual_axe	0	5	35	10	1.0000	axe	axe		1	1.0000	1.2500	0.0000	false		0	10	4.3000		false
wh_main_brt_spear_2handed	15	0	15	8	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	5.7000		false
hv_brt_war_castle	0	0	36	10	3.0000	axe	unarmed	very_large	4	1.0000	0.7500	0.0000	false		2	2	4.0000		false
hv_wef_inf_mournsingers_dual_axe	0	5	7	32	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.7000		false
hv_wef_asrai_1h_spear_weak	15	0	16	9	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.5000		false
hv_grn_goblin_dual_sword_poison	0	0	22	9	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.6000		false
