variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
#variants_tables;6;db/variants_tables/!!!!!!!2xunitsize_compat_!scm_legendary
cr_sla_slaanesh_serpent_lord	variantmeshes/wh_variantmodels/sn1/sla/sla_slaanesh_serpent/tech	urgat_sla_slaanesh_serpent_lord		1.2000	1.0000	0.0000	
dead_ksl_dmitri_tzaryov_bear	VariantMeshes/wh_variantmodels/br1/ksl/ksl_bear/tech	dead_ksl_dmitri_tzaryov_bear		0.8690	1.1500	0.0000	
frob_gorbad_ironclaw_war_boar		frob_gorbad_ironclaw_war_boar		1.0000	1.4000	0.0000	
hkrul_gunter_cam_horse  	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	phy_gunter_warhorse		1.0000	1.0000	0.0500	
hunt_dwf_shieldbearers_alrik	VariantMeshes\wh_variantmodels\throne01\dwf\dwf_shieldbearers\tech	dwf_shieldbearers_alrik		1.0000	1.0000	0.0000	
kd_kratch_doomclaw_bonebreaker	VariantMeshes\_VariantModels\humanoid18\skv\skv_bone_breaker\tech	kd_kratch_doomclaw_bonebreaker		1.0000	1.6000	0.0000	
kho_mnt_juggernaut_skulltaker	VariantMeshes\wh_variantmodels\hq4\dae\dae_juggernaut\tech	dae_juggernaught_skulltaker	hq4/dae/dae_juggernaut/dae_juggernaught_01_imposter	1.1500	1.0000	0.0000	
kou_elf_wolf_mount	variantmeshes/wh_variantmodels/wf1/nor/kou_elf_wolf_mount/tech	kou_elf_wolf_mount		1.0000	1.5000	0.0000	
kou_meadow_chariot_deers_ror		kou_meadow_chariot_stags_draughts_ror		1.0000	1.0000	0.0500	
kou_razordon_mount_variant	variantmeshes/_variantmodels/raptor03b/lzd/lzd_razordon/tech	kou_razordon_mount		1.0000	2.6000	0.0000	
kou_skaw_lh		kou_skaw_lh_01		1.0000	1.0000	0.0000	
kou_stag_chariot_stag	VariantMeshes\wh_variantmodels\st1\wef\wef_great_stag\tech	kou_queen_royal_stags		1.3800	0.9700	0.0000	
kou_talarian_phoenix	VariantMeshes\wh_variantmodels\bi1\hef\hef_great_eagle\tech	kou_talarian_arcane_phoenix		1.0000	1.0000	0.0000	
kou_treeman	variantmeshes/wh_variantmodels/hu21/wef/wef_treeman/tech	kou_treeman		1.0000	1.0000	0.0000	
nom_galifreius_great_eagle	VariantMeshes\wh_variantmodels\bi1\hef\hef_great_eagle\tech	nom_galifreius_great_eagle		1.0000	0.9500	0.0000	
nom_maladhros	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	nom_maladhros		1.0000	1.0000	0.0000	
pk_plague_epidemius_palanquin	VariantMeshes\wh_variantmodels\pl1\dae\dae_palanquin\tech\	pk_plague_palanquin		1.0000	1.0000	0.0000	
rahtep_hellsteed		rahtep_hellsteed		1.0000	1.0000	0.0000	
rahtep_nightmare		rahtep_barded_nightmare		1.0000	1.0000	0.0000	
str_abrax_mount	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	str_abrax_mount		1.3000	1.3000	0.0000	
str_gothard_horse		vmp_barded_nightmare		1.0000	1.0000	0.0500	
str_hkrul_knights_cleansing_flame		thm_mar_knights_cleansing_flame_horse		1.0000	1.0000	0.0500	
str_lietpold_warhorse		str_lietpold_warhorse		1.0000	1.0000	0.0000	
str_makiki_upg_wolf	VariantMeshes\wh_variantmodels\wf1\grn\grn_giant_wolf\tech	str_makiki_upg_wolf		1.0000	1.4000	0.0000	
str_makiki_wolf	VariantMeshes\wh_variantmodels\wf1\grn\grn_giant_wolf\tech	str_makiki_wolf		1.0000	1.4000	0.0000	
str_morskittar_hellion	VariantMeshes\_VariantModels\humanoid18\skv\skv_bone_breaker\tech	str_morskittar_hellion		1.0000	1.6000	0.0000	
str_scribes_chariot	VariantMeshes/wh_variantmodels/bch1/dae/dae_burning_chariot/tech/	str_scribes_chariot		1.0000	1.2000	0.0000	
str_slavin_horse	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	str_slavin_horse	hr1/ksl/ksl_horse/ksl_horse_heavy_01_imposter	1.1000	1.0000	0.0200	
str_thyrus_warhorse		str_thyrus_warhorse		1.0000	1.0000	0.0000	
str_valnir_mount	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	str_valnir_mount		1.3000	1.3000	0.0000	
str_vaslo_juggernaut	VariantMeshes\wh_variantmodels\hq4\dae\dae_juggernaut\tech	str_vaslo_juggernaut		1.1500	1.0000	0.0000	
str_vaslo_rampager_jugger	VariantMeshes\wh_variantmodels\hq4\dae\dae_juggernaut\tech	str_vaslo_rampager_jugger		1.1500	1.0000	0.0000	
str_vazgrat_mount	variantmeshes/wh_variantmodels/hq2/ogr/ogr_lucky_rhinox/tech	str_vazgrat_mount		1.0000	1.0000	0.0000	
str_xian_red_hare	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	str_xian_red_hare		1.0000	1.0000	0.0000	
wh2_dlc15_grn_mnt_arachnarok_spider_red_moon	VariantMeshes/wh_variantmodels/sp1/grn/grn_arachnorok/tech/	wh2_dlc15_grn_mnt_arachnarok_spider_red_moon		1.0000	4.0000	0.0000	
