key	text	tooltip
#Loc;1;text/@@@Deer24diguochuanqi/db/@Deer24diguochuanqi.loc		
land_units_onscreen_name_dihuangqishi	Imperial Champion Swordsmen	true
land_units_onscreen_name_yulintiewei	Emperor’s Vanguard	true
land_units_onscreen_name_jiaozongqishi	Dusk Knights	true
unit_description_short_texts_text_dihuangqishi	The Champion Swordsmen are handpicked from regiments across the Imperial provinces. Their blades carve through the Empire’s foes, forging a path to victory.	true
unit_description_short_texts_text_yulintiewei	As the Emperor’s personal guard, the Vanguard operates independently of all authority but his. This elite group of eight combines unparalleled swordsmanship with mastery of literature, politics, and the arts to provide the Emperor with unrivaled service.	true
unit_description_short_texts_text	The Holy Knights, sworn to the Church of Sigmar, forsake their worldly ties to fight for the Empire’s faith and protect its sanctity.	true
unit_description_short_texts_text_jiaozongqishi	The Dusk Knights pledge their lives to the Colleges of Magic, offering their swords in defense of the academies in exchange for glimpses into the mysteries of the Eight Winds.	true
land_units_onscreen_name_diguolong	"Scythe of Fire" Imperial Dragon	true
unit_description_short_texts_text_diguolong	The Imperial Dragon, the only dragon within the Empire, is an ancient being of unimaginable age. Once a ruler of the world, it now slumbers deep within Altdorf’s zoo. Should it awaken, all deemed enemies will be reduced to ashes beneath its inferno.	true
land_units_onscreen_name_gaositianshi	Grim Angels	true
land_units_onscreen_name_agesiqishi	Legion of the Faithful	true
land_units_onscreen_name_shenxue	Silent Heavens	true
land_units_onscreen_name_zhandouxiunv	Ebon Maidens	true
land_units_onscreen_name_zhenqiqishi	Steam Reliquaries	true
unit_description_short_texts_text_gaositianshi	The Grim Angels are experts in combating heresy, drawn from witch-hunting guilds across the provinces. Each member’s exploits rival the most captivating tales of minstrels.	true
unit_description_short_texts_text_agesiqishi	The Legion of the Faithful embodies his divine will in the mortal realm. Typically stationed within Altdorf’s palace as an inner guard, they march forth only when Sigmar calls upon them for his crusades.	true
unit_description_short_texts_text_shenxue	The Silent Heavens consist of devout and gifted anti-magic warriors. By adhering to the Seven Sacred Vows, including the Oath of Silence, they become Sigmar’s mortal angels, silent enemies of evil sorcery and ruthless executioners.	true
unit_description_short_texts_text_zhandouxiunv	The Ebon Maidens, armed enforcers of the Sigmarite Church, possess unparalleled combat prowess and fervent prayers. They wield their faith to shield the Empire’s people and smite its foes.	true
unit_description_short_texts_text_zhenqiqishi	Forged in Nuln, the Steam Reliquaries are marvels of Imperial engineering. Legends claim each machine houses the soul of a great Imperial hero, its mechanical form driven by steam and gears to obliterate the unfaithful.	true
land_units_onscreen_name_huangjinzituan	Golden Sons Regiment	true
land_units_onscreen_name_mishenheiwei	Myrmidia's Black Wardens	true
unit_description_short_texts_text_huangjinzituan	The Golden Sons are formed by Altdorf’s noble youth, eager to become true heroes of the Empire. These romantic warriors possess a dazzling combination of skill and honor.	true
unit_description_short_texts_text_mishenheiwei	The Black Wardens are Myrmidia's most loyal followers. Clad in black armor, they serve as guardians of her temples and spread her faith across the Old World.	true
land_units_onscreen_name_neihuanqishi	Inner Circle Grandmasters	true
unit_description_short_texts_text_neihuanqishi	The Inner Circle Knights are the elite of every knightly order. Chosen as leaders, Grandmasters embody knightly virtues and guide their brethren as some of the most formidable warriors in the Old World.	true
land_units_onscreen_name_buxingqishi	Foot Imperial Knights	true
land_units_onscreen_name_buxingqishi1	Foot Imperial Knights (Halberds)	true
land_units_onscreen_name_ruikeqishi	Foot Reiksguard	true
unit_description_short_texts_text_buxingqishi	Encased in heavy armor, these foot knights form the backbone of the Empire's military, holding the line with unmatched resolve.	true
land_units_onscreen_name_rongyaoqishi	Laurel Knights	true
unit_description_short_texts_text_rongyaoqishi	Laurel Knights, drawn from the Reiksguard's Inner Circle, charge into battle atop loyal demi-gryphs, their pride and ferocity unmatched.	true
land_units_onscreen_name_sheshou	Blood Oath Brotherhood	true
land_units_onscreen_name_liebing	Imperial Huntsmen	true
land_units_onscreen_name_diguohuoqiangshou	Handgunner Regiment	true
unit_description_short_texts_text_sheshou	Before forming the Blood Oath Brotherhood, its members endured countless battles against Khorne. Haunted by guilt and rage, they swore an unbreakable bond to fight Chaos for eternity.	true
unit_description_short_texts_text_liebing	Imperial Huntsmen are the most agile marksmen in the Empire. They harass enemy lines or use their keen eyes to scout and secure the battlefield.	true
unit_description_short_texts_text_diguohuoqiangshou	Clad in fine uniforms, these handgunners hail from across the Empire. Their disciplined volleys annihilate enemies at range, while their swordsmanship ensures victory in close combat.	true
land_units_onscreen_name_syr	Night Ravens	true
land_units_onscreen_name_judunnubing	Tirith Shieldbearers	true
unit_description_short_texts_text_syr	The Night  Ravens prowl the darkness, hunting undead monstrosities and illuminating the Empire's path with their unyielding fire.	true
unit_description_short_texts_text_judunnubing	The Tirith Shieldbearers, hailing from the City-States, are deadly mercenaries. Their heavy crossbows and towering shields make them a formidable presence in the Imperial ranks.	true
land_units_onscreen_name_youlikezhanshi	Ulric’s Wolves	true
land_units_onscreen_name_bailang	Claw of Ulric	true
land_units_onscreen_name_xigemachui	War Priests	true
unit_description_short_texts_text_youlikezhanshi	Ulric's Wolves channel the Winter God's wrath into the mortal realm, their fiery zeal burning away Chaos's chill.	true
unit_description_short_texts_text_bailang	The “Claw of Ulric”, named for a legendary wolf, represents the White Wolf God's fury. Revered as the War God's mortal incarnation, it is said to protect the faithful in dire times.	true
unit_description_short_texts_text_xigemachui	The War Priests are elite warriors of Sigmar’s Church, candidates for War Priesthood who fearlessly defend the faith on the battlefield.	true
