key	text	tooltip
#Loc;1;text/!!!cth_fuyuanshan_dilemma.loc		
dilemmas_localised_title_fys_dilemma_gatemaster	Jade Warrior Hero	false
dilemmas_localised_description_fys_dilemma_gatemaster	A Jade Warrior soldier has earned the recognition of his comrades and superiors for his bravery in battle. Praise for this individual has reached your ears.	false
cdir_events_dilemma_choice_details_localised_choice_label_fys_dilemma_gatemasterFIRST	Reward this person	false
cdir_events_dilemma_choice_details_localised_choice_title_fys_dilemma_gatemasterFIRST	You personally pour a drink for this person and present him with the treasured sword you have carried for many years.	false
cdir_events_dilemma_choice_details_localised_choice_label_fys_dilemma_gatemasterSECOND	Promote this person	false
cdir_events_dilemma_choice_details_localised_choice_title_fys_dilemma_gatemasterSECOND	Such a warrior should be promoted to better serve Grand Cathay.	false
campaign_payload_ui_details_description_fys_gatemaster_1	The soldiers are in high spirits, all eager to fight bravely.	false
campaign_payload_ui_details_description_fys_gatemaster_2	The soldier will join your army as a Gatekeeper.	false
dilemmas_localised_title_fys_dilemma_hebang_miaoying	The Supreme Matriarch of Nan-Gau	false
dilemmas_localised_description_fys_dilemma_hebang_miaoying	The Great Bastion is complete, and the war is about to enter its next phase. The Supreme Matriarch of Nan-Gau, Miao Ying, arrives with her guards, weary from her journey. You keenly sense her gaze upon you, assessing you as one would a fine weapon. You have become the sharp blade she desires, pointed towards the north of the Great Bastion.\\nA military council is convened without any prior preparation. Cold, firm, and efficient - this is Miao Ying's usual style. And now, she wants to hear your proposal first.	false
cdir_events_dilemma_choice_details_localised_choice_label_fys_dilemma_hebang_miaoyingFIRST	Pincer Strategy	false
cdir_events_dilemma_choice_details_localised_choice_title_fys_dilemma_hebang_miaoyingFIRST	You believe that the Great Bastion garrison and Miao Ying's personal guards should be stationed separately, creating a pincer attack to disrupt the enemy's advance and retreat. At the same time, to fulfill this responsibility, the Great Bastion garrison needs more support.	false
cdir_events_dilemma_choice_details_localised_choice_label_fys_dilemma_hebang_miaoyingSECOND	Unite the Forces	false
cdir_events_dilemma_choice_details_localised_choice_title_fys_dilemma_hebang_miaoyingSECOND	The time is ripe. The northern armies should unite and launch a lightning attack, returning the pain inflicted by the Chaos enemy a hundredfold.	false
campaign_payload_ui_details_description_fys_dilemma_hebang_miaoying_1	The Imperial Wardens faction remains independent, but you will receive continuous aid from Nan-Gau and form a military alliance with the Northern Provinces faction.	false
campaign_payload_ui_details_description_fys_dilemma_hebang_miaoying_2	Confederate with the Northern Provinces faction.	false
dilemmas_localised_title_fys_dilemma_assist_nangau	Aid from Nan-Gau	false
dilemmas_localised_description_fys_dilemma_assist_nangau	A startled warhorse gallops through the camp, kicking over countless weapon racks and tents, sending soldiers scrambling in panic, forgetting all discipline. The Gatekeeper is furious and wants to restore order, but when he turns his head, he too is shocked. Outside the camp, a vast convoy of transport vehicles forms a human Great Bastion, the markings on the vehicles indicating they are from Nan-Gau.\\nThis event will trigger again after 15 turns.	false
cdir_events_dilemma_choice_details_localised_choice_label_fys_dilemma_assist_nangauFIRST	Imperial Reinforcements	false
cdir_events_dilemma_choice_details_localised_choice_title_fys_dilemma_assist_nangauFIRST	An elite reinforcement will play a crucial role in the battle.	false
