key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	can_damage_allies	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles	building_damage_multiplier	scaling_damage	is_spell	vegetation_ignore_time	missile_mirror_start_time	spawned_vortex	projectile_shot_type_display
#projectiles_tables;53;db/projectiles_tables/!!!!!!!2xunitsize_compat_@whc_cth_unit_wuh_
cth_bayara_xiangjian	arrow	small_arm_default		none	1	dual_low_fixed	125	0	88	75.0000	20.0000	0.0000	20	16	false	false	0.1000	16.0000	110.0000	3.0000	0	0	wh_brt_longbow_arrow		wh_mortar_cannonball	-1.0000	false	wh_main_unit_contact_overhead_morale	-1.0000	1	0.0000	5.0000			0.0000	false	true	true	45	medium_1	300	false	false	false	false	1	false	false	false	true	1.0000		false	0.9000	0.4000		placeholder
cth_east_mingqing_gunner_bomb_zhadan	grenade	explosives	cth_east_mingqing_gunner_bomb_zhadan	grenade_spin	1	dual_low_fixed	70	0	88	28.0000	10.0000	0.0000	1	0	true	false	0.1000	11.0000	50.0000	2.0000	0	0	cth_zhentianlei		wh3_dlc23_chd_naptha_bomb	-1.0000	false		-1.0000	1	0.0000	3.0000			1.0000	false	false	true	55	very_low	-1	false	false	true	false	1	false	false	true	true	3.0000		false	1.5000	0.4000		placeholder
cth_east_mingqing_gunner_lianhuanchong_baodan	musket	small_arm_flaming	cth_east_mingqing_gunner_lianhuanchong_baodan_exploding	none	1	low	120	0	88	100.0000	15.0000	0.0000	2	10	false	false	0.0500	12.0000	100.0000	0.8000	0	0	wh3_dlc25_dwf_grudge_raker_bullet		wh2_bullet_multi_impact_large	-1.0000	false	wh2_dlc12_unit_contact_flammable	-1.0000	1	0.0000	6.0000			10.0000	false	true	true	45	low	600	false	false	false	false	3	false	false	false	true	1.2500		false	0.4200	0.4000		placeholder
cth_east_mingqing_jade_crossbow_bee	arrow	small_arm_default		none	1	low	220	0	65	65.0000	10.0000	0.4000	7	3	false	false	0.1000	20.0000	35.0000	6.2000	0	0	cth_east_mingqing_jade_crossbow_bee		wh_helstorm_rocket	2.0000	false	wh_main_unit_contact_morale	-1.0000	1	0.0000	8.0000			1.0000	false	true	false	45	very_low	600	false	false	false	true	12	false	false	false	true	1.2500		false	0.9000	0.4000		placeholder
cth_east_mingqing_jade_hudun_cannon_bul	artillery	artillery_default	cth_east_mingqing_jade_hudun_cannon_bul	axe_spin	1	fixed	200	10	56	90.0000	10.0000	0.0000	20	28	true	false	0.1600	22.0000	160.0000	10.0000	0	0	cth_east_mingqing_jade_hudun_cannon_ball		wh_cannon_leadbelcher_scrap	0.2000	false		-1.0000	1	0.0000	10.0000			1.0000	false	true	false	50	low	600	false	false	false	false	1	false	false	false	true	1.5000		false	0.5000	0.4000		placeholder
cth_east_mingqing_jade_sanyan_gun_bul	musket	small_arm_default		none	3	low	80	0	88	100.0000	10.0000	2.0000	5	10	false	false	0.0500	16.0000	55.0000	1.8000	0	0	wh_emp_rifle_bullet		wh2_bullet_multi_impact_large	-1.0000	false		-1.0000	1	0.0000	8.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	true	1.0000		false	0.4000	0.4000		placeholder
cth_east_mingqing_jade_tuhuo_roc	musket	small_arm_default	cth_east_mingqing_jade_tuhuo_roc	none	1	low	80	0	88	65.0000	10.0000	2.0000	20	10	false	false	0.0500	20.0000	55.0000	0.6000	0	15	cth_east_mingqing_jade_tuhuo_roc		wh_helstorm_rocket	-1.0000	false		-1.0000	1	0.0000	10.0000			1.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	true	1.5000		false	0.9000	0.4000		placeholder
cth_east_mingqing_longwei_pro_huolong_roc	artillery	small_arm_default	cth_east_mingqing_longwei_pro_huolong_roc	none	1	dual_low_fixed	240	0	88	70.0000	10.0000	0.0000	30	50	false	false	0.0500	18.0000	200.0000	2.9000	0	26	cth_east_mingqing_longwei_pro_huolong_roc		wh3_main_cth_projectile_fire_rain_rocket_battery	-1.0000	false		-1.0000	1	0.0000	10.0000			1.0000	false	true	false	45	low	800	false	true	false	false	1	false	false	false	true	0.5000		false	0.7600	0.4000		placeholder
cth_east_mingqing_minzu_pochengzhui_jav	javelin	small_arm_default		shell_spin	1	dual_low_fixed	90	0	75	40.0000	10.0000	0.0000	10	20	false	false	0.1000	8.0000	40.0000	2.0000	0	0	cth_east_mingqing_minzu_pochengzhui_jav		wh_javelin	-1.0000	false		-1.0000	1	0.0000	10.0000			0.0000	false	true	true	50	low	150	false	false	false	false	1	false	false	false	true	10.0000		false	1.0500	0.4000		placeholder
cth_east_mingqing_peasant_bow_ar	arrow	small_arm_default	cth_east_mingqing_peasant_bow_ar	none	1	dual_low_fixed	180	0	88	45.0000	10.0000	0.0000	16	1	false	false	0.1000	13.0000	120.0000	5.9000	0	0	cth_east_mingqing_peasant_bow_ar		wh_helstorm_rocket	-1.0000	false	wh2_dlc12_unit_contact_flammable	-1.0000	1	0.0000	3.0000			1.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	true	1.2500		false	0.9300	0.4000		placeholder
