key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!!!!!2xunitsize_compat_!!!!!!Champions_of_undeath_merged_fun_tyme
!dgl_ship_captain	humanoid01d
bc4_doom_wolf_mount	bigcat04
black_grail_knight_warhorse_rider	humanoid01c
ce2_vmp_shaggoth	centaur02
ce2_vmp_shaggoth_unit	centaur02
depth_guard_lord	giant01b_s017
dr04_skeletal_sea_serpent_dagon	dragon04
dr4_dread_automata_arrmageddon	dragon04
dr4_vigpro_spirit_dragon	dragon04
hrothgarr_2h_axe	hrothgarr01c
hu10_ograx	humanoid10
hu10_the_emptied_first_ones	humanoid10_s075
hu10_wh3_beastfiend_dual_axe	humanoid10
hu10_wh3_beastfiend_great_axe	humanoid10
hu10e_soggy_duke_ascended	humanoid10e
hu11b_dread_automata_ghorgon	humanoid11b
hu1_anark_grandmaster_foot	humanoid01
hu1_anark_griff	humanoid01
hu1_black_grail_knights_sword_and_shield_hippo	humanoid01
hu1_khaled_dual_sword_bow	humanoid01
hu1_khaled_dual_sword_bow_horse_rider	humanoid01
hu1_soggy_duke	humanoid01
hu1_the_inner_circle	humanoid01
hu1_vmp_bgs_pikes	humanoid01
hu1_vmp_rocket_bois	humanoid01
hu1_vmp_teb_bull_rider_dual_pistol_halberd	humanoid01
hu1_vmp_teb_dual_pistol_foot	humanoid01
hu1_vmp_teb_fc_halberd_blunderbuss	humanoid01
hu1_vmp_teb_pikes	humanoid01
hu1_walach_1h_sword_shield_dragon_rider	humanoid01
hu1_witch_hunter_general	humanoid01
hu1c_black_grail_knight_sword_and_shield_foot	humanoid01c
hu1c_blood_dragon_champion_knight_sword_and_shield_foot	humanoid01c
hu1c_blood_dragon_phantom_horse_rider	humanoid01c
hu1c_blood_dragon_phantoms_2h_swords	humanoid01c
hu1c_blood_knight_gus_gus_lol	humanoid01c
hu1c_blood_knight_warhorse_sword_and_shield	horse01
hu1c_depth_guard_axes	humanoid01c
hu1c_doom_wolf_riders	humanoid01c
hu1c_drakenhof_manticore_rider	humanoid01c
hu1c_drakenhof_templar_2h_axe_foot	humanoid01c
hu1c_drakenhof_templar_horse_rider	humanoid01c
hu1c_dread_automata_kho_dual_axe	humanoid01c
hu1c_dread_automata_und_sword_shield	humanoid01c
hu1c_oath_bound_riders	humanoid01c
hu1c_rabe_von_stahl_foot	humanoid01c
hu1c_rabe_von_stahl_mounted_warhorse_rider	humanoid01c
hu1c_vlad_simps_unite	humanoid01c
hu1d_abby_1h_sword_shield	humanoid01d
hu1d_abby_2h_axe_flying	humanoid01d
hu1d_abby_2h_glaive_flying	humanoid01d
hu1d_abby_2h_sword_flying_ffs	humanoid01d
hu1d_abby_dual_spear_mace_flying	humanoid01d
hu1d_abby_flying	humanoid01d
hu1d_abyssal_knights	humanoid01d
hu1d_blood_dragon_horn_halberd_dragon	humanoid01d
hu1d_blood_dragon_horn_halberd_foot	humanoid01d
hu1d_blood_dragon_horn_halberd_warhorse	humanoid01d
hu1d_dotp_foot_2h_axe_glaive	humanoid01d
hu1d_dotp_rp3_1h_glaive_rider	humanoid01d
hu1d_drakenhof_demi_knights	humanoid01d
hu1d_drakenhof_lord_griffon_spear_mace	humanoid01d
hu1d_drakenhof_lord_spear_mace	humanoid01d
hu1d_drakenhof_lord_warhorse_spear_mace	humanoid01d
hu1d_dt_inner_circle_manticore_spear_whip	humanoid01d
hu1d_jade_daimyo	humanoid01d
hu1d_jur_faris_royal_guard	humanoid01d
hu1d_jur_faris_warlocks	humanoid01d
hu1d_kastellan_sword_and_banner_hippo_rider	humanoid01d
hu1d_kastellan_sword_and_banner_hr1_rider	humanoid01d
hu1d_sam_vamps_2h_sword	humanoid01d
hu1d_sam_vamps_kinlin_riders	humanoid01d
hu1d_terror_drake_rider	humanoid01d
hu1e_evil_monks	humanoid01e
hu1e_witch_hunter_weapon_team_rifle_and_shield	hu1e_team01
hu1e_zhou_shen	humanoid01e
hu3_dwarf_2handed_sword	humanoid03
hu3_dwf_shield_bearer_2h_axe	humanoid03
hu7_skeleton_skink_2h_greatweapon	humanoid07
hu7_skeleton_skink_jav_shield	humanoid07
hu7b_skeleton_saurus_carnosaur_rider_club	humanoid07b
hu7b_skeleton_saurus_club_shield	humanoid07b
hu7b_skeleton_saurus_horned_one_rider	humanoid07b
hu7b_skeleton_saurus_horned_one_rider_spear	humanoid07b
hu7b_skeleton_saurus_old_blood_club_shield	humanoid07b
hu7b_skeleton_saurus_spear_shield	humanoid07b
hu7c_skeleton_kroxigor_ancient	humanoid07c
hu8_albrect_nictus	humanoid08b
nor_hu1c_2h	humanoid01c
valfarr_mounted	humanoid01c
vigpro_skeleton_carnosaur	raptor03b
vmp_teb_sword_and_shield	humanoid01
xxaggon_xugndhri_possessed	humanoid01g
