key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!!!!!2xunitsize_compat_jade_vamp_pol_IotM
ap1_yaoguai	ape01
cr1_matron_queen	crab01
gh1_jbv2_patient_woman	ghost01
gh1_jbv2_wraith	ghost01
gh1_nugui	ghost01
gh4_pale_lady	ghost04
gh4_starved	ghost04
hc3_jbv_yurei	hybridcreature03
hc9_matron	hybridcreature09
hu11b_jbv2_lady_yayi	humanoid11b
hu1_courtesan	humanoid01
hu1_faithfuls	humanoid01
hu1_faithfuls_ancient	humanoid01
hu1_faithfuls_dagger	humanoid01
hu1_gh_vengeful	humanoid01
hu1_gh_vengeful_ror	humanoid01
hu1_hei_lianhua	humanoid01
hu1_jbv2_nurses	humanoid01
hu1_jbv2_nurses_2	humanoid01
hu1_jbv2_patient_mob	humanoid01
hu1_jbv2_xuyaoji	humanoid01
hu1_jiangjun	humanoid01
hu1_jiangjun_hr1	humanoid01
hu1_jiangshi	humanoid01
hu1_jiangshi_ror	humanoid01
hu1_newbloods	humanoid01
hu1_revenant_2hmace_ror	humanoid01
hu1_revenant_halberd	humanoid01
hu1_revenant_sns	humanoid01
hu1_skeleton_returned	humanoid01
hu1_skeleton_returned_spear	humanoid01
hu1_undead_worker	humanoid01
hu1_undead_worker_ror	humanoid01
hu1_youxia_gs	humanoid01
hu1b_witch_lord	humanoid01b
hu1d_blood_lions	humanoid01d
hu1d_hef_magister	humanoid01d
hu1d_hef_magister_hr1	humanoid01d
hu1d_jbv2_islanders	humanoid01d
hu1d_youxia_guandao	humanoid01d
hu1d_youxia_guandao_ror	humanoid01d
hu1e_channeler	humanoid01e
hu1e_jade_blooded	humanoid01e
hu1e_jade_blooded_longma	humanoid01e
hu1e_jade_blooded_warhorse	humanoid01e
hu1e_jbv2_doctor	humanoid01e
hu1e_youxia_ror	humanoid01e
hu2_devil	humanoid02
hu4_gateguardian	humanoid04
hu4c_mogwai	humanoid04c
hu8c_undead_hag	humanoid08c
hu8d_jbv2_patient_man	humanoid08d
