key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!!!!!2xunitsize_compat_!scm_legendary
!aurelion_kou_griffon	humanoid01b
!kou_aurelion_animations	humanoid01b
!kou_aurelion_chariot_animations	humanoid01b
!kou_nobber_spider	humanoid05
!skaw_steam_tank_clone	steamtank01turret01
dust_nyletoth	humanoid01
dust_nyletoth_chariot	humanoid01
dust_nyletoth_steed	humanoid01
gh1_wh3_demilich	ghost01
gutrot_spume_nurgle	humanoid13
hu10_phy_vorag_01	humanoid10
hu10e_haargroth	humanoid10e
hu13_feytor	humanoid13
hu13_wh3_braugh	humanoid13
hu13_wh3_ogre_brudd	humanoid13
hu13_wh3_ogre_hq2_mournfang_2handed_hammer_lucky	humanoid13
hu13_wh3_ogre_lucky_hammer_pistol	humanoid13
hu13d_wh3_skrag_dual_handblades_lc	humanoid13d
hu16_wh3_the_masque	humanoid16
hu17_skaven_doomclaw_01	humanoid17
hu17_skaven_greataxe_01	humanoid17
hu1_mardagg_2handed_scythe	humanoid01
hu1_nastasya	humanoid01
hu1_nastasya_rider	humanoid01
hu1_nastasya_warshrine	humanoid01
hu1_thyrus	humanoid01
hu1_thyrus_rider	humanoid01
hu1_ulrika	humanoid01
hu1b_eldyra	humanoid01b
hu1b_hag_queen_malida	humanoid01b
hu1c_styrkaar	humanoid01c
hu1c_wh3_ilja	humanoid01c
hu1c_wh3_kislev_be1_naryaska_warbear_sword_and_axe	humanoid01c
hu1c_wh3_kislev_hr1_naryaska_warhorse_sword_and_shield	humanoid01c
hu1c_wh3_kislev_naryaska_sword_and_shield	humanoid01c
hu1d_elf_bi1_eagle_wb_galifreius	humanoid01d
hu1d_shadowblade	humanoid01d
hu1d_shadowblade_shadow	humanoid01d
hu1e_nanye	humanoid01e
hu3_alrik_ranulfsson	humanoid03
hu3_brokk_ironpick	humanoid03
hu3_dwarf_2handed_axe_ungrim_rider	humanoid03
hu3_helgar_axe	humanoid03
hu3_phy_juggo_01	humanoid03
hu3_rorek_granitehand	humanoid03
hu4d_epidemius_01	humanoid04d
hu6d_lurklox_01	humanoid06d
hu8d_wh3_gorger_ghost	humanoid08d
kou_bowmen_units	humanoid01d
kou_elf_rider_ann_lc_3	humanoid01d
kou_furion_chariot	humanoid01d
kou_lilaeth_altar	humanoid01b
kou_lilaeth_coldone_rider	humanoid01b
kou_lilaeth_dark_pegasus	humanoid01b
kou_lilaeth_horse	humanoid01b
kou_lilaeth_ll_foot	humanoid01b
kou_lilaeth_manticore_rider	humanoid01b
kou_meadow_chariot_javelin_crew	humanoid01b
kou_nobber_foot_2	humanoid05
kou_queen_marrisith_chariot_rider	humanoid01b
kou_zlatgar_mount	lizard01
scm_loupi_hu1_emp_bassiano_dutra_foot	humanoid01
skara	humanoid01c
skaw_kou_eagle_1	bird01
str_rahtep_anims	humanoid01
str_rahtep_anims_hellsteed	humanoid01
str_rahtep_anims_horse	humanoid01
thm_ferrik_hu17_rifles	humanoid17
verminkin_fragment	humanoid13
veskit_fragment_1	humanoid17
