key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!!!!!2xunitsize_compat_!ak_teb
hu1_birdmen_dual_swords_crossbow	humanoid01
hu1_cadavo_dual_hammer	humanoid01
hu1_cadavo_hr1_warhorse_staff_and_sword	humanoid01
hu1_hr1_teb_warhorse_sword_and_blunderbuss	humanoid01
hu1_hr1_teb_warhorse_sword_and_crossbow	humanoid01
hu1_hr1_teb_warhorse_sword_and_rifle	humanoid01
hu1_teb_bow_composite	humanoid01
hu1_teb_captain_blunderbuss_sword	humanoid01
hu1_teb_javelin	humanoid01
hu1_teb_pike	humanoid01
hu1_wh3_teb_be1_warbear_staff_and_sword	humanoid01
hu8_gashnag	humanoid08
teb_hu1_hr1_lance_1h	humanoid01
wm_tortoise_tank01	tortoisetank01
