key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!!!!!2xunitsize_compat_ghs_great_harmony
arkhan_hierotitan_scorption	giant01
be1_ksl_dazh_bear	bear01
be1_ksl_salyak_bear	bear01
be1_ksl_tor_bear	bear01
chd_kdaai_fireborn_halberd	snake01
cth_crowmen_moon_bird	bird01
cth_dragon_boat	mortisengine01
cth_hero_jade_terracotta_sentinel	humanoid01c
cth_hongying_shadow_blade	humanoid01e
cth_secret_follower_blade	humanoid01e
cth_terracotta_glaive_and_bow	humanoid01
cth_terracotta_great_axe	humanoid01e
dr04_flood_dragon	dragon04
dwf_dwfling_mecha	humanoid18b
dwf_melee_mecha	humanoid18b
dwf_melee_mecha_fist	humanoid18b
dwf_missile_mecha	humanoid18b
dwf_runeguard_catling	humanoid13
ghs_cav_wef_wild_hunter_knight	humanoid01d
ghs_cav_wef_zoat_rider_thorn_sister	humanoid01b
ghs_chd_siege_armour_giant	humanoid04
ghs_cth_cav_moxue_crossbow_longma	humanoid01d
ghs_cth_cha_jade_blood_taoist	humanoid01e
ghs_cth_inf_eagle_rifle	humanoid01
ghs_cth_jade_lion_rider	humanoid01c
ghs_cth_jet_lion_rider	humanoid01c
ghs_def_flying_medusa	bird04
ghs_def_inf_khaine_avatar	humanoid01d
ghs_dwf_chd_veh_goblin_crusher	locomotive01
ghs_hef_cav_lion_rider	humanoid01c
ghs_hef_ellyrian_reavers_pegasus	humanoid01b
ghs_hef_fire_dragon_prince	humanoid01d
ghs_hu1f_dlc16_ariel_staff	humanoid01f
ghs_inf_def_khaine_sister	humanoid06g
ghs_inf_def_medusa_defender_halberd	snake01
ghs_inf_sisters_thorn_moonfire_wall_of_thorns	giant01
ghs_inf_skv_slave_powder	humanoid17
ghs_inf_skv_tesla_trooper	humanoid17
ghs_inf_wef_moonfire_bow	humanoid01b
ghs_inf_wef_wild_hunter	humanoid01d
ghs_ksl_cav_alces_rider	humanoid01c
ghs_ksl_thor_hammer	humanoid01c
ghs_lzd_vulcan_salamander	lizard02
ghs_mon_hef_tree_man_archer	humanoid06e
ghs_mon_hef_tree_man_dual_sword	humanoid06e
ghs_skv_ll_ikit_avatar	humanoid10e
ghs_skv_ll_queek_avatar	humanoid10e
ghs_skv_ll_skrolk_avatar	humanoid10e
ghs_skv_ll_snikch_avatar	humanoid06g
ghs_skv_ll_throt_avatar	humanoid10e
ghs_skv_ll_tretch_avatar	humanoid10e
gi1_cth_keeper	giant01
hu10_eighth_legion_axe_and_whip	humanoid10
hu13_cth_rocket	humanoid13
hu13_rune_guard_axe_and_cannon	humanoid13
hu13_rune_guard_axe_and_shield	humanoid13
hu13_rune_guard_dual_hammer	humanoid13
hu13_rune_guard_giant	humanoid13
hu1_jade_blood_dual_swords1	humanoid01b
hu1_modao	humanoid01
hu1c_panda_glaive	humanoid01c
hu1c_wh3_kislev_halberd_and_bomb	humanoid01c
hu1c_wh3_zhaowang_dragon_axe	humanoid01c
hu1c_wh3_zhaowang_dual_axe	humanoid01c
hu1d_cth_lidao_guandao	humanoid01d
hu1d_cth_miaodao	humanoid01d
hu1d_cth_moxue_shield	humanoid01d
hu1e_dlc24_yuwen_02_jade	humanoid01e
hu1e_dlc24_yuwen_jade	humanoid01e
hu22_onyx_armored_crowmen	humanoid22
hu3_dwarf_fly_drakegun	humanoid03
hu3_dwf_crank_gun	humanoid03
hu3_goat_axe_and_shield	humanoid03
hu3_goat_axe_shield_rifle	humanoid03
hu6d_chd_elemental_of_beasts	humanoid06d
khalida_hierotitan	giant01
kho_blooddragon	dragon01
kho_slaughterbrute	hybridcreature03
ksl_ice_guard_eagle_rider	humanoid01d
ksl_kermel_guard_bardiche_and_rifle	humanoid01c
lzd_pyramid_chotec_01	gyrobomber01
lzd_pyramid_tepok_01	gyrocopter01
lzd_pyramid_tzunki_01	gyrobomber01
lzd_temple_quetzl_god	humanoid09
ogr_crossbow	humanoid03
ogr_fireman	humanoid03
ogr_lioneater	humanoid13
rhd_skv_inf_grinder_ror	skaventeam01
settra_hierotitan	giant01b
settra_hierotitan_lion	giant01
skv_hellpit_ratling_01	hybridcreature05
skv_hellpit_warpdrill_01	hybridcreature05
skv_hellpit_warpflame_01	hybridcreature05
sn1_sea_dragon	snake01
tmb_heavy_ostrich_rider_spear_and_shield_ghs	humanoid01
tmb_ostrich_rider_spear_and_shield_ghs	humanoid01
tmb_scarab_flying_01	insect01
tmb_secret_sandstalker	snake02b
wef_treeman_guard_autumn	giant01
wef_treeman_guard_spring	humanoid04
wef_treeman_guard_summer	giant01
wef_treeman_guard_winter	giant01b
wm_cth_flycompass1	gyrocopter01
