key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!!!!!2xunitsize_compat_ab_mixu_legendary_lords
mixu_ce1_gorehoof_2handed_glaive	centaur01
mixu_ce1_gorehoof_spear_and_shield	centaur01
mixu_ce1_gorehoof_spear_and_throwing_axes	centaur01
mixu_hu10b_harpy	humanoid10b
mixu_hu1_alberich_greatsword_n_pistol	humanoid01
mixu_hu1_cultists_of_tzeentch_staff_and_sword	humanoid01
mixu_hu1_dual_swords_and_bombs	humanoid01
mixu_hu1_emp_taal_be1_warbear_glaive	humanoid01
mixu_hu1_luthor_huss_2handed_hammer	humanoid01
mixu_hu1_luthor_huss_hr1_warhorse_2handed_hammer	humanoid01
mixu_hu1_oleg_sword	humanoid01
mixu_hu1_st1_stag_staff_and_javelin	humanoid01
mixu_hu1_sword_and_whip	humanoid01
mixu_hu1_tutankhanut_hr1_tomb_steed_sword_and_bow	humanoid01
mixu_hu1_tutankhanut_sword_bow	humanoid01
mixu_hu1_tutankhanut_wb_bigcat01_bow	humanoid01
mixu_hu1b_nor_fraygerd_wm_chariot01_sword_and_shield	humanoid01b
mixu_hu1c_egrimm_dr1b_chaos_dragon_sword_and_skull	humanoid01c
mixu_hu1c_egrimm_hr1_warhorse_sword_and_skull	humanoid01c
mixu_hu1c_egrimm_sword_and_skull	humanoid01c
mixu_hu1c_egrimm_wm_disc01_sword_and_skull	humanoid01c
mixu_hu1c_ksl_rastiltin	humanoid01c
mixu_hu1c_melekh_wm_disc	humanoid01c
mixu_hu1c_tze_exalted_hero_sword_and_shield	humanoid01c
mixu_hu1d_2handed_axe_hrefna	humanoid01d
mixu_hu1d_2handed_sword_tullaris	humanoid01d
mixu_hu1d_dual_sword	humanoid01d
mixu_hu1d_staff_and_sword	humanoid01d
mixu_hu1e_witch_doctor	humanoid01e
mixu_hu2_orc_wm_warboar_chariot01_sword_and_shield	humanoid02
mixu_hu3_axe_shield_rifle	humanoid03
mixu_hu3_dual_axes_kragg	humanoid03
mixu_hu4c_tze_trolls_2handed_hammer	humanoid04c
mixu_hu6_slugtongue_staff_and_sword	humanoid06
mixu_hu7_tetto_eko_wm_platform01	humanoid07
mixu_ksl_rastiltin_hr1_warhorse_sword_and_bow	humanoid01c
