key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!!!!!2xunitsize_compat_dominion
gi2_ksl_urbem_eversorem_01	giant02
hc7_ksl_runemech_01	hybridcreature07
hu10_baron_battle_suit_01	humanoid10
hu13_bulwark_cannon_01	humanoid13
hu13_dom_bulwark_pistol_01	humanoid13
hu13_ogre_royalrook_01	humanoid13
hu13_ogre_royalrook_02	humanoid13
hu1_dom_aeronaughts_01	humanoid01
hu1_dom_magus_01	humanoid01
hu1_dom_vol_legion_ball_launcher_01	humanoid01
hu1c_dom_baron_01	humanoid01c
hu1c_dom_valium_01	humanoid01c
hu1c_dom_valium_02	humanoid01c
hu1c_ksl_cavernbear_rider_01	humanoid01c
hu1c_ksl_cavernbear_rider_02	humanoid01c
hu1c_ksl_champion_01	humanoid01c
hu1c_ksl_charger_01	humanoid01c
hu1c_ksl_eclipse_01	humanoid01c
hu1c_ksl_heavyrifle_01	humanoid01c
hu1c_ksl_lightrifle_01	humanoid01c
hu1e_dom_warblimp_captain_01	humanoid01e
wm_aerospear_01	gyrobomber01
wm_dom_flame_tank_01	steamtank01
wm_dom_flying_fort_mortar_01	dreadquakemortar01
wm_dom_pillbox_01	doomwheel01
wm_locomotive01_dom_heavy_tank_01	locomotive01
wm_steamtank01_dom_light_tank_01	steamtank01
