key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!!!!!2xunitsize_compat_ovn_araby
arb_hu1_emir_2h_halberd	humanoid01
arb_hu1_golden_magus_sword_lamp	humanoid01
arb_hu1_jaffar_staff_and_sword	humanoid01
gh1_araby_genie	ghost01
gh1_arb_jaffar_genie	ghost01
gh4_araby_desert_spirit	ghost04
hc1_enchanted_rope	hybridcreature01
hc7_araby_tempest_djinn	hybridcreature07
hu1_araby_cm1_camel_spear_and_shield	humanoid01
hu1_araby_cm1_camel_sword_and_bow	humanoid01
hu1_araby_cm1_camel_sword_and_jezzail	humanoid01
hu1_araby_fc2_carpet_halberd_and_bow	humanoid01
hu1_araby_fc2_carpet_staff_and_sword	humanoid01
hu1_arabyan_sword_and_longbow	humanoid01
hu1_arb_corsairs_dual_swords_pistol	humanoid01
hu1_arb_dual_hammer_dervish	humanoid01
hu1_arb_dual_words_handbow_hashishin	humanoid01
hu1_arb_jezzail_ror_rifle_2h_mace	humanoid01
hu1_arb_naffatun_sword	humanoid01
hu1_arb_sorcerer_staff_and_sword	humanoid01
hu1_fc7_arb_sword_naffatun_ror	humanoid01
hu1_hr1_arb_emir_2hsword_pegasus	humanoid01
hu1_hr1_arb_javelin_shield	humanoid01
hu1_hr1_arb_sipahi_ror_lance	humanoid01
hu1_mirage_spear_and_shield	humanoid01
hu1b_araby_sea_nymph	humanoid01b
hu1b_fatandira_bi1_eagle_wb_sword_and_bow	humanoid01b
hu1b_fatandira_dualswords_bow	humanoid01b
hu1b_hr1_fatandira_dualswords_bow	humanoid01b
hu1e_arb_sheikh_sword	humanoid01e
hu1e_hr1_arb_lord_pegasus	humanoid01e
hu2_waghzen_bo1_hippo_club	humanoid02
hu9b_araby_fire_efreet	humanoid09b
wm_elephant_cannon01	elephantcannon01
wm_naphtha_thrower01	naphthathrower01
