key	skeleton
#battle_animations_table_tables;0;db/battle_animations_table_tables/!!!!!!!2xunitsize_compat_!scm_marienburg
bi13_penguin	bird13
chaos_whale	mantaray01_s125_s1_s1_s1
fh1_fish	fish01
gr1_treasure_wagon	grail01
hu1_empire_bc2_griffon_wb_hammer_novfx	humanoid01
hu1_marienburg_hr1_warhorse_sword_and_crossbow	humanoid01
hu1_marienburg_spear_shield_pistol	humanoid01
hu1_mrg_manann_lector	humanoid01
hu1_mrn_dagger_cane	humanoid01
hu3_dwarf_2handed_sword	humanoid03
hu3_phy_rashasawa_01	humanoid03
wm_land_ship02	landship02
