key	category	class	short_description_text	historical_description_text	campaign_action_points	man_entity	man_animation	num_mounts	mount	spacing	rank_depth	morale	bonus_hit_points	training_level	armour	shield	primary_missile_weapon	accuracy	primary_ammo	primary_melee_weapon	melee_attack	charge_bonus	melee_defence	num_engines	engine	articulated_record	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	can_brace	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
#land_units_tables;54;db/land_units_tables/!!!@Deer24batuoniya
BJQS	inf_melee	inf_mel	BJQS	wh_dlc07_unit_long_text_brt_foot_squires	2100	wh_main_infantry_slow_blood_dismembers	hu1_empire_sword_and_shield	0		wh_main_infantry	6	80	102	trained	wh2_main_plate_90	wh_missile_block_35_metal		10	0	QSsword	44	20	50	0			true	40.0000	1500.0000	BTQS_attributes	60	80	0	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
BJQS_RIDER	cavalry	cav_shk	BJQS	wh_main_unit_long_text_brt_knights_of_the_realm	2100	wh_main_cavalry_rider_standard_blood	hu1_empire_hr1_warhorse_lance_sword_shield	60	wh_main_brt_mnt_warhorse_legendary	wh_main_cavalry_ordered	4	85	116	trained	wh2_main_plate_90	wh_missile_block_35_metal		10	0	QSsword	44	50	50	0			true	40.0000	1500.0000	wh_dlc07_brt_cav_questing_knights_0	60	80	0	vo_sel_bretonnian_knights_realm	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	melee_flanker_shock	false	false	false	low	low	domination_cav		false			1.0000	1.0000	false	false
BT	inf_melee	inf_mel	BT	wh_dlc07_unit_long_text_brt_foot_squires	2100	wh_main_infantry_slow_blood_dismembers	hu1_empire_sword_and_shield	0		wh_main_infantry	6	70	59	trained	wh2_main_plate_70	wh_missile_block_35_metal		10	0	BTsword	38	16	35	0			true	40.0000	1500.0000	wh_dlc07_brt_inf_foot_squires_0	60	80	0	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
BT1	inf_melee	inf_mel	BT	wh_dlc07_unit_long_text_brt_foot_squires	2100	wh_main_infantry_slow_blood_dismembers	hu1_empire_spear_and_shield	0		wh_main_infantry	6	70	59	trained	wh2_main_plate_70	wh_missile_block_35_metal		10	0	BTlance	32	10	44	0			true	40.0000	1500.0000	wh_main_brt_inf_men_at_arms	60	80	0	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
BTCGS	inf_ranged	inf_mis	BT	wh_main_unit_long_text_brt_peasant_bowmen	2100	wh_main_infantry_standard_blood_dismembers	hu1_bretonnian_sword_and_longbow	0		wh_main_infantry_ranged	6	70	56	trained	wh2_main_plate_70	none	BTCGSBOW	10	22	wh_main_brt_sword_short	34	6	34	0			true	40.0000	1500.0000	wh_dlc07_brt_inf_foot_squires_0	80	120	0	vo_sel_bretonnian_peasant_bowmen	vo_sel_missile	vo_sel_culture	1.0000	small	0	0	0	0	0	0	ranged	true	false	false	medium	medium	domination_infantry_expendable		true			1.0000	1.0000	false	false
CBWD	inf_melee	inf_mel	CBWD	wh_dlc07_unit_long_text_brt_foot_squires	2100	wh_main_infantry_slow_blood_dismembers	hu1_tomb_sword_and_shield	0		wh_main_infantry	6	80	64	trained	wh2_main_plate_90	wh_missile_block_35_metal		10	0	QSsword	36	16	50	0			true	40.0000	1500.0000	wh_dlc07_brt_inf_foot_squires_0	60	80	0	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
CBWD1	inf_melee	inf_mel	CBWD	wh_dlc07_unit_long_text_brt_foot_squires	2100	wh_main_infantry_slow_blood_dismembers	hu1_tomb_halberd_and_shield	0		wh_main_infantry	6	80	63	trained	wh2_main_plate_90	wh_missile_block_35_metal		10	0	QShalberd	42	10	46	0			true	40.0000	1500.0000	wh_main_brt_inf_men_at_arms	60	80	0	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
CGS	inf_ranged	inf_mis	BT	wh_main_unit_long_text_brt_peasant_bowmen	2100	wh_main_infantry_standard_light_blood_dismembers	hu1_bretonnian_sword_and_longbow	0		wh_main_infantry_ranged	6	70	54	trained	wh2_main_plate_60	none	CGSBOW	10	22	wh_main_brt_sword_short	28	4	30	0			true	40.0000	1500.0000	wh_dlc07_brt_inf_foot_squires_0	80	120	0	vo_sel_bretonnian_peasant_bowmen	vo_sel_missile	vo_sel_culture	1.0000	small	0	0	0	0	0	0	ranged	true	false	false	medium	medium	domination_infantry_expendable		true			1.0000	1.0000	false	false
FMQS	inf_melee	inf_mel	FMQS	wh_dlc07_unit_long_text_brt_foot_squires	2100	wh_main_infantry_slow_blood_dismembers	hu1_empire_spear_and_shield	0		wh_main_infantry	6	80	102	trained	wh2_main_plate_90	wh_missile_block_35_metal		10	0	FMQSLANCE	45	20	45	0			true	40.0000	1500.0000	BTQS_attributes	60	80	0	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
