key	category	class	short_description_text	historical_description_text	campaign_action_points	man_entity	man_animation	num_mounts	mount	spacing	rank_depth	morale	bonus_hit_points	training_level	armour	shield	primary_missile_weapon	accuracy	primary_ammo	primary_melee_weapon	melee_attack	charge_bonus	melee_defence	num_engines	engine	articulated_record	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	can_brace	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
#land_units_tables;54;db/land_units_tables/!!!ab_unwashed_masses
gnob_cav_pigback_riders_javelin	war_beast	cav_mis	gnob_cav_pigback_riders	gnob_cav_pigback_riders	2100	wh_main_grn_inf_goblin_cav_blood	mixu_hu5_pigback_rider_javelin	100	gnob_cav_pigback_riders_javelin	wh_main_cavalry_chaotic	8	55	64	trained	wh2_main_leather_15	none	gnob_pigback_riders_javelin	10	22	gnob_pigback_riders_javelin	30	30	24	0			true	40.0000	1500.0000	gnob_cav_pigback_riders_javelin_attributes	60	80	0	vo_sel_ogr_gnoblar_pigback_riders	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	ranged_cav_harasser	true	false	false	medium	medium	domination_infantry		true		archer	1.0000	1.0000	false	false
gnob_cav_sabretusk_riders	war_beast	cav_mel	gnob_cav_sabretusk_riders	gnob_cav_sabretusk_riders	2100	wh_main_grn_inf_goblin_cav_blood	mixu_hu5_bloodnose_bc4_sabretusk	48	gnob_sabretusk_bloodnose	wh_main_cavalry_very_chaotic	5	65	135	trained	wh2_main_leather_30	none	gnob_sabretusk_riders_throwing_dagger	10	4	gnob_sabretusk_riders	45	48	38	0			true	40.0000	1500.0000	gnob_cav_sabretusk_riders	60	80	10	vo_sel_melee	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	melee_flanker_shock	false	false	false	medium	medium	domination_cav		false		melee	1.0000	1.0000	false	false
gnob_inf_fighters	inf_melee	inf_mel	gnob_inf_fighters	gnob_inf_fighters	2100	wh_main_grn_inf_night_goblin_blood_dismembers	hu5_goblin_dual_sword	0		wh_main_grn_goblin_infantry_standard	8	45	48	trained	wh2_main_leather_15	none		10	0	gnob_gnoblar_duals	18	6	26	0			true	40.0000	1500.0000	wh3_main_ogr_inf_gnoblars_0	60	80	0	vo_sel_melee	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true		melee	1.0000	1.0000	false	false
gnob_inf_flingers	inf_ranged	inf_mis	gnob_inf_flingers	gnob_inf_flingers	2100	wh_main_grn_inf_night_goblin_blood_dismembers	mixu_hu5_flingers_sword_sling	0		wh2_main_inf_chaotic_formation_loose	5	40	48	trained	wh2_main_leather_15	none	wh3_main_ogr_gnoblar_slings	10	22	wh3_main_ogr_gnoblar_sword	14	5	12	0			true	40.0000	1500.0000	wh3_main_ogr_inf_gnoblars_flingers	60	80	0	vo_sel_default	vo_sel_ranged	vo_sel_generic	1.0000	small	0	0	0	0	0	0	ranged_harasser	true	false	false	medium	medium	domination_infantry_expendable		true		archer	1.0000	1.0000	false	false
gnob_inf_lucky_gits	inf_melee	inf_mel	gnob_inf_lucky_gits	gnob_inf_lucky_gits	2100	wh_main_grn_inf_night_goblin_blood_dismembers	hu5_goblin_sword_and_shield	0		wh_main_grn_goblin_infantry_standard	8	55	52	trained	wh2_main_leather_35	wh_missile_block_35_wood		10	0	gnob_lucky_gits_sword	36	18	34	0			true	40.0000	1500.0000	gnob_elite_gnoblars_attributes	60	80	0	vo_sel_melee	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true		melee	1.0000	1.0000	false	false
gnob_inf_manbiters	inf_melee	inf_mel	gnob_inf_manbiters	gnob_inf_manbiters	2100	gnob_inf_biters	mixu_hu5_gnoblar_flail	0		wh_main_grn_goblin_infantry_standard	8	55	52	trained	wh2_main_leather_35	none		10	0	gnob_manbiter_flail	32	34	26	0			true	40.0000	1500.0000	gnob_elite_gnoblars_attributes	60	80	0	vo_sel_melee	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true		melee	1.0000	1.0000	false	false
gnob_inf_ogrebiters	inf_melee	inf_mel	gnob_inf_ogrebiters	gnob_inf_ogrebiters	2100	wh_main_grn_inf_night_goblin_blood_dismembers	hu5_goblin_spear_and_shield	0		wh_main_grn_goblin_infantry_standard	8	55	52	trained	wh2_main_leather_35	wh_missile_block_35_metal		10	0	gnob_ogrebiter_spear	28	8	38	0			true	40.0000	1500.0000	gnob_inf_ogrebiters_attributes	60	80	0	vo_sel_melee	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	melee_anti_large	false	false	false	medium	medium	domination_infantry		true		melee	1.0000	1.0000	false	false
gnob_inf_powder_sniffers	inf_melee	inf_mel	gnob_inf_powder_sniffers	gnob_inf_powder_sniffers	2100	gnob_inf_powder_sniffers	mixu_hu5_powder_sniffers	0		wh_main_grn_goblin_infantry_standard	8	50	48	trained	wh2_main_leather_15	none	gnob_powder_sniffers_grenade	10	10	gnob_powder_sniffers_sword	22	6	26	0			true	40.0000	1500.0000	wh3_main_ogr_inf_gnoblars_0	60	80	0	vo_sel_ranged	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	hybrid_lowvalue	true	false	false	medium	medium	domination_infantry		true		archer	1.0000	1.0000	false	false
gnob_inf_rustbuckets	inf_ranged	inf_mis	gnob_inf_rustbuckets	gnob_inf_rustbuckets	2100	wh_main_dwf_inf_dwarfs_longbeards_blood_dismembers	rustbucket_crossbows	0		wh_main_dwf_infantry_elite	5	55	72	trained	wh2_main_heavy_metal_85	wh_missile_block_35_metal	gnob_rustbucket_crossbow	10	22	gnob_rustbucket_handweapon	28	10	45	0			true	40.0000	1500.0000	gnob_inf_rustbuckets_attributes	60	80	0	vo_sel_melee	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	ranged_no_skirmish	true	false	false	medium	medium	domination_infantry		true		archer	1.0000	1.0000	false	false
