key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo
#land_units_tables;53;db/land_units_tables/!!!jade_vamp_pol_IotM
jbv_nurses	10	wh_main_body_0	2100	inf_melee	11	inf_mel	jbv_nurses	hu1_jbv2_nurses	jbv2_nurse	18	41	57	91		0	jbv_nurses		6	none	jbv_nurses	wh2_main_infantry_chaotic_rabble	trained			true	40.0000	1500.0000	jbv_nurses_att	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	ethereal	0	0	20	0	0	55	0	0	melee_anti_large	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
jbv_mogwai	10	wh2_main_body_20	2100	inf_melee	38	inf_mel	jbv_mogwai	hu4c_mogwai	wh_main_monster_troll_ice_blood	24	27	40	479		0	jbv_mogwai_club		3	none	jbv_mogwai	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	cth_ghost	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	melee_gatecrusher	false	true	false	false	medium	medium	domination_monsters				1.0000	1.0000	false
jbv_youxia	10	wh2_main_plate_80	2100	cavalry	64	cav_shk	jbv_youxia	hu1_youxia_gs	wh_main_cavalry_rider_standard_blood	29	25	58	100	jbv_skel_horse	60	jbv_youxia_swords		4	none	jbv_youxia	wh_main_cavalry_ordered	trained			true	40.0000	1500.0000	jbv_warriors	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	-20	0	0	10	0	0	melee_cav_shock_highvalue	false	false	false	false	low	low	domination_cav				1.0000	1.0000	false
jbv_devil	10	wh2_main_body_20	2100	inf_melee	24	inf_mel	jbv_devil	hu2_devil	jbv_devil	27	29	47	7940		0	jbv_devil_claws		1	none	jbv_devil	wh_main_monster	trained			true	40.0000	1500.0000	jbv_devil	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	30	0	20	0	0	mage	false	false	false	false	medium	medium	domination_monsters				1.0000	1.0000	false
hef_iotm_islanders_hb	25	wh2_main_plate_70	2100	inf_ranged	7	inf_mis	hef_iotm_islanders_hb	hu1d_elf_spear_and_bow	wh2_main_hef_infantry_heavy_blood_dismembers	26	40	72	79		0	hef_poleaxe	jbv2_islanders_bow_fire	4	none	hef_iotm_islanders_hb	wh2_main_inf_2handed_ordered	trained			true	40.0000	1500.0000	wh2_main_hef_inf_gate_guard	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	22	0	0	0	0	0	0	hybrid_melee	true	true	false	false	default	default	domination_infantry				1.0000	1.0000	false
jbv_faithfuls_ancient_summoned	10	wh2_main_body_15	2100	inf_melee	10	inf_mel	jbv_faithfuls_ancient	hu1_faithfuls_ancient	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	18	34	56	70		0	jbv_faithuls_mace		1	none	jbv_faithfuls_ancient	wh2_main_inf_chaotic_formation_tight	trained			true	40.0000	1500.0000	cth_cannibal	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	0	0	melee_mage_highvalue	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
jbv_xiang_men_summoned	10	wh2_main_body_15	2100	inf_melee	12	inf_mis	jbv_xiang_men	hu1_graveguard_2handed_sword	cth_skeleton	21	25	49	59		0	jbv_xiang_men_gs		6	none	cth_revenant	wh2_main_inf_chaotic_formation_tight	trained			true	70.0000	1500.0000	jbv_warriors	60	80	10	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	small	0	5	-20	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
jbv_diaosigui	10	wh_main_body_0	2100	inf_ranged	26	inf_mis	jbv_diaosigui	hc3_jbv_yurei	jbv_diaosigui	29	8	47	4780		0	jbv_diaosigui	jbv_spirit_skull	3	none	jbv_diaosigui	wh_main_monstrous_infantry	trained			true	40.0000	1500.0000	jbv_diaosigui	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	100	-20	0	0	55	0	0	flying_ranged_flanker	false	false	false	false	cant_capture	cant_capture	cant_capture				1.0000	1.0000	false
jbv_doctor	10	wh_main_body_0	2100	inf_melee	12	inf_mel	jbv_doctor	hu1e_jbv2_doctor	cth_ghost	45	49	70	4270		0	jbv_doctor		1	none	jbv_doctor	wh_main_infantry	trained			true	40.0000	1500.0000	jbv_doctor_att	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	ethereal	0	0	-25	0	0	55	0	0	melee_mage_highvalue	false	true	false	false	high	high	domination_monsters				1.0000	1.0000	false
