key	category	class	short_description_text	historical_description_text	campaign_action_points	man_entity	man_animation	num_mounts	mount	spacing	rank_depth	morale	bonus_hit_points	training_level	armour	shield	primary_missile_weapon	accuracy	primary_ammo	primary_melee_weapon	melee_attack	charge_bonus	melee_defence	num_engines	engine	articulated_record	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	can_brace	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
#land_units_tables;54;db/land_units_tables/!!!@Deer24diguochuanqi
agesiqishi	inf_melee	inf_mis	agesiqishi	wh_main_unit_long_text_emp_reiksguard	2100	ags_blood_dismembers	hu1_empire_sword_and_shield	0		wh3_main_kislev_infantry	6	95	123	trained	wh2_main_heavy_metal_120	wh_missile_block_60_metal		33	0	agesiqishi_weapon	44	20	55	0			true	40.0000	1500.0000	agesiqishi	60	80	0	vo_sel_swordsmen	vo_sel_swordsmen	vo_sel_generic_short	1.0000	small	0	0	0	0	0	10	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
bailang	inf_melee	inf_mel	bailang	wh_main_unit_long_text_emp_reiksguard	2100	bailang_blood_dismembers	wf1_norscan_giant_wolf_draught	0		wh_main_monster	1	100	8786	trained	wh2_main_leather_50	none		33	0	bailang_weapon	60	50	40	0			true	40.0000	1500.0000	bailang	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	25	0	0	melee_flanker_shock_highvalue	false	false	false	medium	medium	domination_monsters		false			1.0000	1.0000	false	false
buxingqishi	inf_melee	inf_mel	buxingqishi	wh_main_unit_long_text_emp_reiksguard	2100	wh_main_infantry_slow_blood_dismembers	hu1_empire_sword_and_shield	0		wh_main_infantry	6	75	61	trained	wh2_main_heavy_metal_100	wh_missile_block_35_metal		10	0	buxingqishisword	42	16	40	0			true	40.0000	1500.0000	wh_main_emp_inf_greatswords	60	80	0	vo_sel_swordsmen	vo_sel_reiksguard	vo_sel_culture	1.0000	small	0	0	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
buxingqishi1	inf_melee	inf_mel	buxingqishi	wh_main_unit_long_text_emp_reiksguard	2100	wh_main_infantry_slow_blood_dismembers	hu1_empire_halberd	0		wh_main_infantry	6	75	65	trained	wh2_main_heavy_metal_100	none		10	0	buxingqishihalberd	36	10	50	0			true	40.0000	1500.0000	qishiji_attributes	60	80	0	vo_sel_halberdiers	vo_sel_reiksguard	vo_sel_culture	1.0000	small	0	0	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
diguohuoqiangshou	inf_ranged	inf_mis	diguohuoqiangshou	wh_main_unit_long_text_emp_state_troops	2100	wh_main_infantry_standard_light_blood_dismembers	hu1_empire_sword_rifle	0		wh_main_infantry_ranged	3	85	61	trained	wh2_main_leather_50	none	wh3_huoqiangshougun	10	22	wh_dlc04_emp_free_company_sword	26	6	28	0			true	40.0000	1500.0000	diguohuoqiangshou	60	80	11	vo_sel_handgunners	vo_sel_ranged	vo_sel_culture	1.0000	small	0	0	0	0	0	0	ranged_direct	true	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
diguolong	inf_melee	inf_mel	diguolong	wh2_main_unit_long_text_hef_mon_star_dragon	2100	wh2_main_hef_mon_sun_dragon_blood	dr1_dragon	0		wh_main_monster	1	80	9416	trained	wh2_main_body_90	none		10	0	wh2_main_hef_star_dragon	70	65	50	0			true	40.0000	1500.0000	wh2_main_hef_mon_star_dragon	60	80	0	vo_sel_hef_Star_Dragon	vo_sel_melee	vo_sel_culture	1.0000	large	0	40	0	0	25	0	flying_melee_flanker	false	false	false	cant_capture	cant_capture	cant_capture		false			1.0000	1.0000	false	false
dihuangqishi	inf_melee	inf_mel	dihuangqishi	wh_main_unit_long_text_emp_reiksguard	2100	wh_main_infantry_slow_blood_dismembers	hu1_empire_2handed_sword	0		wh_main_infantry	6	85	68	trained	wh2_main_heavy_metal_100	none		10	0	guanjun_weapon	46	24	40	0			true	40.0000	1500.0000	dihuangqishi	60	80	0	vo_sel_greatswords	vo_sel_reiksguard	vo_sel_culture	1.0000	small	0	0	0	5	0	0	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
gaositianshi	inf_melee	inf_mis	gaositianshi	wh_dlc04_unit_long_text_emp_free_company_militia	2100	gsts_blood_dismembers	hu1_empire_sword_and_pistol	0		wh2_main_hef_infantry_chaotic	6	95	111	trained	wh2_main_heavy_metal_100	none	gaositianshipistol	33	4	gsts_weapon	48	34	45	0			true	40.0000	1500.0000	gaositianshi	60	80	2	vo_sel_empire_stirlands_revenge	vo_sel_swordsmen	vo_sel_generic_short	1.0000	small	0	0	0	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
huangjinzituan	inf_melee	inf_mel	huangjinzituan	wh_main_unit_long_text_emp_reiksguard	2100	wh_main_infantry_slow_blood_dismembers	hu1_empire_halberd	0		wh_main_infantry	6	85	72	trained	wh2_main_heavy_metal_100	none		10	0	zituan_weapon	40	10	50	0			true	40.0000	1500.0000	huangjinzituan	60	80	0	vo_sel_reiksguard_knights	vo_sel_reiksguard	vo_sel_culture	1.0000	small	0	0	0	0	15	0	melee_anti_large	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
jiaozongqishi	inf_melee	inf_mel	jiaozongqishi	wh_main_unit_long_text_emp_reiksguard	2100	wh_main_infantry_slow_blood_dismembers	hu1_pr7_felix_2h_sword	0		wh2_main_hef_infantry_chaotic	6	90	68	trained	wh2_main_heavy_metal_100	none		10	0	jiaozongqishi	40	20	38	0			true	40.0000	1500.0000	jiaozongqishi	60	80	0	vo_sel_default	vo_sel_reiksguard	vo_sel_culture	1.0000	small	0	0	15	0	0	0	melee	false	false	false	medium	medium	domination_infantry		true			1.0000	1.0000	false	false
