key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo
#land_units_tables;53;db/land_units_tables/!!!KslUni
ksl_ungols_executioner_ly	10	wh2_main_leather_45	2100	inf_melee	40	inf_mel	wh3_main_unit_long_text_ksl_inf_ungols_executioner_ly	hu1c_wh3_kislev_pistol_2handed_mace	wh2_main_lzd_mon_kroxigor	44	34	75	502		0	wh3_main_ksl_ungols_axe_2h		3	none	wh3_main_unit_short_text_ksl_inf_ungols_executioner_ly	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	ksl_ungols_executioner_ly_attributes	60	80	0	vo_sel_ksl_kossars	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	0	20	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
wh3_main_ksl_inf_armoured_norsca_ly	10	wh2_main_plate_100	2100	inf_melee	38	inf_mel	wh3_main_unit_long_text_ksl_inf_tor_chosen_ly	hu1c_wh3_kislev_dual_axe	wh_main_infantry_standard_very_large_blood_dismembers	44	47	85	123		0	tor_thunder_axe_1h		4	none	wh3_main_unit_short_text_ksl_inf_tor_chosen_ly	wh3_main_kislev_infantry	trained			true	40.0000	1500.0000	ksl_inf_tor_chosen_ly_attributes	60	80	0	vo_sel_marauders	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
ksl_ungols_heavy_ly	10	wh2_main_plate_90	2100	inf_ranged	12	inf_mis	wh3_main_unit_long_text_ksl_inf_ungols_heavy_ly	hu1c_wh3_kislev_pistol_axe_and_shield	wh3_main_ksl_inf_tzar_guard	34	46	75	102		0	wh3_main_ksl_tzar_guard_sword	wh3_main_ksl_armoured_kossar_pistol_bullet	4	wh_missile_block_55_wood	wh3_main_unit_short_text_ksl_inf_ungols_heavy_ly	wh3_main_kislev_infantry	well_trained			true	40.0000	1500.0000	ksl_ungols_heavy_ly_attributes	60	80	10	vo_sel_ksl_tsar_guard	vo_sel_generic	vo_sel_generic	1.0000	small	0	6	0	0	0	0	0	0	hybrid_melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
wh3_main_ksl_inf_drunker_ly	10	wh2_main_leather_15	2100	inf_melee	6	inf_mel	wh3_main_unit_long_text_ksl_inf_drunker_ly	hu1_cst_zombie_dual_cutlass	wh3_main_ksl_inf_drunker_ly	15	8	60	63		0	wh3_main_ksl_sword_horse_archers		8	none	wh3_main_unit_short_text_ksl_inf_drunker_ly	wh2_main_inf_chaotic_formation_tight	trained			true	40.0000	1500.0000	wh3_main_ksl_inf_drunker_ly_attributes	60	80	0	vo_sel_ksl_kossars	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
ksl_giant_ly	10	wh2_main_leather_40	2100	inf_melee	44	inf_mel	wh3_main_unit_long_text_ksl_giant_ly	hu4_norscan_giant_club	wh_main_monster_giant_blood	70	32	100	12612		0	wh_main_club_giant		1	none	wh3_main_unit_short_text_ksl_giant_ly	wh_main_monster	trained			true	40.0000	1500.0000	ksl_giant_ly_attributes	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1.0000	large	0	0	0	0	0	0	20	0	melee_gatecrusher	false	false	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
ksl_ungols_light_ly	10	wh2_main_plate_50	2100	inf_melee	20	inf_mel	wh3_main_unit_long_text_ksl_inf_ungols_light_ly	hu1c_wh3_kislev_dual_axe	wh3_main_ksl_inf_armoured_kossars2	34	32	70	74		0	wh3_main_ksl_armoured_kossar_axe1		4	none	wh3_main_unit_short_text_ksl_inf_ungols_light_ly	wh3_main_kislev_infantry	well_trained			true	40.0000	1500.0000	ksl_ungols_light_ly_attributes	60	80	10	vo_sel_ksl_kossars	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
ksl_gryphon_knight_ly	10	wh2_main_plate_120	2100	war_beast	72	cav_shk	wh3_main_unit_long_text_ksl_cav_gryphon_legion_0	hu1c_wh3_boris_hr1_warhorse_glaive	wh_main_war_beast_rider_standard_blood	42	30	80	100	wh3_main_ksl_mnt_horse_heavy	60	wh3_main_ksl_gryphon_halberd		4	none	wh3_main_unit_short_text_ksl_cav_gryphon_knight_ly	wh_main_cavalry_ordered	well_trained			true	40.0000	1500.0000	ksl_gryphon_knight_ly_attributes	60	80	0	vo_sel_ksl_gryphon_legion	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker_shock_highvalue	false	false	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
ksl_dazh_chosen_ly	10	wh2_main_plate_80	2100	inf_melee	30	inf_mel	wh3_main_unit_long_text_ksl_inf_dazh_chosen_ly	hu1c_archaon_sword_and_shield	wh_dlc06_chs_infantry_aspiring_champions_blood_dismembers	46	52	85	442		0	dazh_fire_sword_1h		2	wh_missile_block_55_metal	wh3_main_unit_short_text_ksl_inf_dazh_chosen_ly	wh_main_cavalry_very_chaotic	trained			true	40.0000	1500.0000	ksl_inf_dazh_chosen_ly_attributes	60	80	0	vo_sel_ksl_tsar_guard	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	60	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
ksl_war_bear_03_ly	10	wh2_main_plate_100	2100	inf_melee	58	inf_mel	wh3_main_unit_long_text_ksl_mon_war_bear_03_ly	be1_wh3_warbear	wh3_main_ksl_cav_war_bear_03	57	40	80	342		0	war_bear_03_ly		3	none	wh3_main_unit_short_text_ksl_mon_war_bear_03_ly	wh3_main_bear_cavalry	well_trained			true	40.0000	1500.0000	ksl_war_bear_03_ly_attributes	60	80	0	vo_sel_marauders	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	0	0	0	0	15	0	melee_flanker	false	false	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
