key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo
#land_units_tables;53;db/land_units_tables/!!!ab_mixu_legendary_lords
mixu_tze_inf_cultist_acolytes	10	wh2_main_leather_15	2100	inf_melee	15	inf_mel	wh3_main_unit_long_text_tze_cha_cultist	mixu_hu1_cultists_of_tzeentch_staff_and_sword	mixu_tze_inf_cultist_acolytes	25	30	50	57		0	mixu_sword_tze_cultists	mixu_tze_cultists_magic	6	none	wh3_main_unit_short_text_tze_cha_cultist	wh_main_infantry_chaos_warriors	trained			true	40.0000	1500.0000	mixu_tze_inf_cultists	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	small	0	20	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false
mixu_tze_mon_chaos_dragon	10	wh2_main_body_70	2100	inf_melee	57	inf_mel	mixu_tze_mon_chaos_dragon	dr1b_chaos_dragon	wh_main_flying_dragon_blood	45	41	60	6112		0	wh_dlc01_chs_dragon_caster		1	none	mixu_tze_mon_chaos_dragon	wh_main_monster	trained			true	40.0000	1500.0000	mixu_tze_mon_chaos_dragon	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	0	0	0	0	25	0	flying_melee_flanker_shock	false	false	false	false	cant_capture	cant_capture	cant_capture			melee	1.0000	1.0000	false
mixu_emp_mon_prometheans	0	wh2_main_body_120	2100	inf_melee	22	inf_mel	wh2_dlc11_unit_long_text_cst_mon_rotting_prometheans	cr1_cst_promethean	wh2_dlc11_cst_mon_rotting_promethean_blood	38	48	44	652		0	wh2_dlc11_cst_claws_promethians		2	none	wh2_dlc11_unit_short_text_cst_mon_rotting_prometheans	wh2_dlc11_cst_rotting_prometheans	trained			true	40.0000	1500.0000	mixu_emp_mon_prometheans	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	aquatic_large	0	0	0	0	0	0	0	0	melee_cav	false	false	false	false	medium	medium	domination_monsters			melee	1.0000	1.0000	false
mixu_tze_inf_cultists	10	wh2_main_leather_15	2100	inf_melee	15	inf_mel	wh3_main_unit_long_text_tze_cha_cultist	hu1_empire_sword_and_shield	mixu_tze_inf_cultists	27	34	50	57		0	mixu_sword_tze_cultists		6	wh_missile_block_30_wood	wh3_main_unit_short_text_tze_cha_cultist	wh_main_infantry	trained			true	40.0000	1500.0000	mixu_tze_inf_cultists	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false
mixu_emp_inf_pirate_deckhands_swords	10	wh2_main_leather_30	2100	inf_melee	14	inf_mel	wh2_dlc13_unit_long_text_emp_swordsmen_ror	hu1_empire_sword_and_shield	wh_dlc04_infantry_free_company_blood_dismembers	32	32	55	58		0	wh_main_emp_sword		6	wh_missile_block_35_metal	mixu_emp_inf_pirate_deckhands	wh_main_infantry	trained			true	40.0000	1500.0000	mixu_emp_inf_pirate_deckhands	60	80	0	vo_sel_zombiemob_deckhands	vo_sel_melee	vo_sel_melee	1.0000	aquatic_small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false
mixu_emp_art_mortar	10	wh2_main_leather_20	2100	artillery	5	art_fld	wh_main_unit_long_text_emp_mortar	hu1_empire_helstorm_crew	wh2_dlc16_infantry_standard_crew_blood_dismembers	10	6	50	48		0	wh_main_emp_sword_short		5	none	wh_main_unit_short_text_emp_mortar	wh_main_artillery_small	trained		mixu_emp_art_mortar	true	40.0000	1500.0000	wh_main_emp_art_mortar	60	80	0	vo_sel_mortar	vo_sel_artillery	vo_sel_culture	1.0000	aquatic_small	0	22	0	0	4	0	0	0	ranged_indirect_arty	false	false	false	false	medium	medium	domination_artillery		emp_mortar	artillery	1.0000	1.0000	false
mixu_emp_inf_celebrants	10	wh_main_body_0	2100	inf_melee	24	inf_mel	mixu_emp_inf_celebrants	mixu_hu1_sword_and_whip	wh_dlc04_infantry_flagellants_blood_dismembers	16	30	100	65		0	mixu_whip_emp_celebrants		7	none	mixu_emp_inf_celebrants	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	mixu_emp_inf_celebrants	60	80	0	vo_sel_empire_flagellents	vo_sel_generic	vo_sel_generic_short	1.0000	small_forest_strider	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false
mixu_emp_inf_norscan_reavers	10	wh2_main_plate_50	2100	inf_melee	12	inf_mel	wh_main_unit_long_text_chs_chaos_marauders	hu1c_wh3_kislev_pistol_axe_and_shield	wh3_main_ksl_inf_armoured_kossars	32	38	55	88		0	wh_dlc08_nor_axe_champion	wh3_main_ksl_armoured_kossar_pistol_bullet	8	wh_missile_block_35_wood	mixu_emp_inf_norscan_reavers	wh_main_infantry_chaos_warriors	trained			true	40.0000	1500.0000	mixu_emp_inf_norscan_reavers	60	80	0	vo_sel_marauders	vo_sel_melee	vo_sel_culture	1.0000	aquatic_small	0	6	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false
mixu_emp_art_carronade	10	wh2_main_leather_20	2100	artillery	5	art_fld	wh_main_unit_long_text_emp_great_cannon	hu1_empire_helstorm_crew	wh2_dlc16_infantry_standard_crew_blood_dismembers	10	6	50	48		0	wh_main_emp_sword_short		5	none	wh_main_unit_short_text_emp_great_cannon	wh_main_artillery_small	trained		mixu_emp_art_carronade	true	40.0000	1500.0000	wh_main_emp_art_great_cannon	60	80	0	vo_sel_great_cannon	vo_sel_artillery	vo_sel_culture	1.0000	aquatic_small	0	22	0	0	4	0	0	0	ranged_direct_arty	false	false	false	false	medium	medium	domination_artillery		emp_great_cannon	artillery	1.0000	1.0000	false
mixu_emp_inf_horned_hunters	10	wh2_main_leather_15	2100	inf_melee	32	inf_mel	mixu_emp_inf_horned_hunters	hu1_bretonnian_2handed_hammer	wh_dlc03_bst_inf_bestigor_blood_dismembers	35	24	80	94		0	wh_dlc03_bst_bestigor_great_axe		5	none	mixu_emp_inf_horned_hunters	wh_dlc08_nor_infantry_berserkers	trained			true	40.0000	1500.0000	mixu_emp_inf_horned_hunters	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1.0000	small_forest_strider	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false
mixu_tze_mon_warhound	10	wh2_main_body_15	2100	inf_melee	20	inf_mel	mixu_tze_mon_warhound	wf1_giant_wolf	wh_main_chs_monster_warhound_blood	26	17	38	68		0	mixu_tze_warhound_claw		6	none	mixu_tze_mon_warhound	wh_main_war_beasts	trained			true	40.0000	1500.0000	mixu_tze_mon_warhound	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_flanker	false	false	false	false	medium	medium	domination_cav			melee	1.0000	1.0000	false
mixu_tze_mon_trolls	10	wh2_main_body_60	2100	inf_melee	34	inf_mel	wh_dlc08_unit_long_text_nor_norscan_ice_trolls	mixu_hu4c_tze_trolls_2handed_hammer	wh_main_monster_troll_ice_blood	38	32	40	486		0	mixu_club_tze_trolls	mixu_tze_trolls_magic_puke	3	none	wh_dlc08_unit_short_text_nor_norscan_ice_trolls	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	mixu_tze_mon_trolls	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	6	-25	25	0	0	0	0	melee_gatecrusher	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false
mixu_emp_inf_buccaneers_great_axe	10	wh2_main_leather_30	2100	inf_melee	24	inf_mel	wh2_main_unit_long_text_def_inf_black_ark_corsairs_0	hu1_bretonnian_2handed_hammer	wh_dlc04_infantry_free_company_blood_dismembers	38	32	60	72		0	mixu_axe_emp_buccaneers		5	none	mixu_emp_inf_buccaneers	wh2_main_inf_chaotic_formation_tight	trained			true	40.0000	1500.0000	mixu_emp_inf_buccaneers	60	80	0	vo_sel_def_Black_Ark_Corsairs	vo_sel_melee	vo_sel_melee	1.0000	aquatic_small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false
mixu_emp_inf_grog_carriers	10	wh2_main_leather_30	2100	inf_melee	12	spcl	wh_dlc07_unit_long_text_brt_grail_reliquae	gr1_grail_reliquae	wh_dlc07_brt_inf_grail_reliquae_blood	24	28	85	3466		0	wh_dlc07_brt_grail_reliquae		1	none	mixu_emp_inf_grog_carriers	wh_main_hero	trained			true	40.0000	1500.0000	mixu_emp_inf_grog_carriers	60	80	0	vo_sel_bretonnian_grail_reliquae	vo_sel_generic	vo_sel_generic_short	1.0000	aquatic_large	0	0	0	0	0	0	0	0	melee_highvalue	false	true	false	false	medium	medium	domination_monsters			melee	1.0000	1.0000	false
