key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo
#land_units_tables;53;db/land_units_tables/!!!!!YL_binzhong
YL_lysw	10	wh2_main_chainmail_120	2100	war_beast	40	cav_mel	YL_lysw	yl_jet_lion_rider	YL_lysw_ren_blood	45	65	75	526	YL_lysw_shi	16	YL_lysw_weapon		2	none	YL_lysw	wh3_main_bear_cavalry	trained			true	40.0000	1500.0000	YL_lysw_attributes	60	80	0	vo_sel_cth_jade_riders	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	20	0	melee_flanker_shock_highvalue	false	false	false	false	low	low	domination_cav				1.0000	1.0000	false
YL_zsyw	10	wh2_main_body_80	2100	inf_ranged	24	inf_mis	YL_zsyw	hu13_wh3_ogre_leadbelcher	YL_zsyw_blood	30	36	70	1410		0	YL_zsyw_weapon	YL_zsyw_cannon	2	none	YL_zsyw	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	YL_zsyw_attributes	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	25	0	0	0	0	0	0	ranged_direct_gatecrusher	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
YL_zyxj	10	wh2_main_chainmail_90	2100	war_beast	62	cav_mis	YL_zyxj	hu1c_chaos_hr1_warhorse_spear_and_javelins	YL_zyxj_ren_blood	28	30	70	98	YL_zyxj_ma	60	YL_zyxj_weapon	YL_zyxj_biaoqiang	3	none	YL_zyxj	wh_main_cavalry_very_chaotic	trained			true	40.0000	1500.0000	YL_zyxj_attributes	60	80	0	vo_sel_cth_jade_riders	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	9	0	0	0	0	0	0	ranged_harasser_flanker	true	false	false	false	low	low	domination_cav				1.0000	1.0000	false
YL_pjcw	10	wh2_main_chainmail_100	2100	inf_ranged	10	inf_mis	YL_pjcw	hu1d_elf_sword_crossbow_shield	YL_pjcw_blood	32	42	75	104		0	YL_pjcw_weapon	YL_pjcw_gun	3	wh_missile_block_60_metal	YL_pjcw	wh3_main_cth_infantry	trained			true	40.0000	1500.0000	YL_pjcw_attributes	60	80	0	vo_sel_cth_iron_hail_gunners	vo_sel_ranged	vo_sel_culture	1.0000	small	0	30	0	0	0	0	10	0	ranged_direct	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
YL_chlw	10	wh2_main_leather_30	2100	inf_ranged	8	inf_mis	YL_chlw	hu1e_bow_and_sword	YL_chlw_blood	18	22	55	265		0	YL_chlw_weapon	YL_chlw_gong	5	wh_missile_block_35_wood	YL_chlw	wh_main_dwf_infantry_slayers	trained			true	40.0000	1500.0000	YL_chlw_attributes	60	80	0	vo_sel_cth_peasant_archers	vo_sel_missile	vo_sel_culture	1.0000	small	0	22	0	0	0	0	0	0	ranged	true	true	false	false	medium	medium	domination_infantry_expendable				1.0000	1.0000	false
YL_yhcf	10	wh2_main_heavy_metal_120	2100	inf_melee	35	inf_mel	YL_yhcf	hq5_dlc23_kdaai_destroyer	YL_yhcf_blood	68	46	80	12272		0	YL_yhcf_weapon		1	none	YL_yhcf	wh_main_monster	trained			true	40.0000	1500.0000	YL_yhcf_attributes	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	large	0	0	35	20	0	20	20	0	melee_gatecrusher_highvalue	false	true	false	false	medium	medium	domination_monsters				1.0000	1.0000	false
YLlyxw	10	wh2_main_chainmail_110	2100	inf_melee	36	inf_mel	YLlyxw	hu1d_elf_halberd	YLlyxw_blood	61	53	100	173		0	YLlyxw_weapon		3	none	YLlyxw	wh3_main_cth_infantry	trained			true	40.0000	1500.0000	YLlyxw_attributes	60	80	0	vo_sel_cth_dragon_guard	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	15	0	10	0	0	melee_anti_large	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
YL_sxdw	10	wh2_main_chainmail_90	2100	inf_ranged	32	inf_mis	YL_sxdw	hu1_empire_sword_and_pistol	YL_sxdw_blood	44	38	75	126		0	YL_sxdw_weapon	YL_sxdw_gun	3	none	YL_sxdw	wh3_main_cth_infantry	trained			true	40.0000	1500.0000	YL_sxdw_attributes	60	80	0	vo_sel_cth_dragon_guard	vo_sel_empire_militia	vo_sel_generic_short	1.0000	small	0	3	0	0	0	10	0	0	hybrid_melee	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
YL_hytj	10	wh2_main_chainmail_120	2100	war_beast	76	cav_shk	YL_hytj	hu1c_wh3_dlc20_hr1_glhh_2handed_axe	YL_qishou_blood	40	36	75	158	YL_hytj_ma	48	YL_hytj_weapon		4	none	YL_hytj	wh_main_cavalry_ordered	trained			true	40.0000	1500.0000	YL_hytj_attributes	60	80	0	vo_sel_cth_jade_riders	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav				1.0000	1.0000	false
